<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.70,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,85.38 ± 0.96 / 92.56 ± 0.50,38.46 ± 0.70 / 31.23 ± 0.88,24.88 ± 1.81 / 61.74 ± 0.98,63.55 ± 0.63 / 36.44 ± 0.68,35.74 ± 0.20 / 38.35 ± 0.21,29.75 ± 1.35 / 47.19 ± 1.00,15.15 ± 3.02 / 54.92 ± 1.42,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.70,?,?,400000.0,✓,✗,✗,✓,90.78 ± 0.95 / 95.15 ± 0.52,35.68 ± 0.62 / 23.06 ± 0.40,12.54 ± 1.76 / 54.74 ± 0.88,61.57 ± 0.64 / 29.82 ± 0.93,35.58 ± 0.19 / 39.98 ± 0.20,48.03 ± 1.24 / 60.86 ± 0.93,17.77 ± 3.27 / 55.08 ± 1.79,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.71,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,95.55 ± 0.32 / 97.75 ± 0.17,45.89 ± 1.14 / 44.05 ± 1.32,21.27 ± 2.05 / 56.05 ± 2.57,75.08 ± 1.64 / 56.31 ± 1.89,25.69 ± 1.38 / 25.73 ± 1.48,35.57 ± 1.41 / 51.42 ± 1.06,17.00 ± 1.07 / 58.43 ± 0.58,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.15.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.71,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,89.36 ± 1.73 / 94.55 ± 0.90,37.78 ± 1.00 / 35.69 ± 0.97,22.77 ± 2.74 / 60.96 ± 1.46,69.20 ± 1.35 / 47.09 ± 1.79,25.55 ± 1.28 / 26.04 ± 1.39,45.92 ± 2.10 / 59.34 ± 1.59,25.64 ± 3.93 / 62.73 ± 1.86,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.73,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,93.32 ± 2.53 / 96.51 ± 1.38,40.96 ± 1.06 / 30.96 ± 0.82,0.00 ± 0.00 / 33.30 ± 0.27,54.46 ± 8.59 / 36.18 ± 7.50,37.51 ± 0.10 / 40.80 ± 0.14,39.55 ± 0.79 / 53.39 ± 0.65,20.61 ± 3.16 / 57.97 ± 1.69,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,17.0.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.73,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,94.60 ± 1.20 / 97.26 ± 0.64,43.56 ± 0.95 / 36.45 ± 1.12,20.32 ± 2.19 / 52.22 ± 2.37,36.93 ± 5.48 / 12.64 ± 4.43,35.95 ± 0.53 / 37.34 ± 0.74,35.65 ± 1.31 / 51.32 ± 0.99,18.38 ± 2.27 / 58.50 ± 0.98,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.73,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,92.26 ± 0.63 / 96.11 ± 0.32,40.11 ± 0.78 / 36.47 ± 0.82,18.59 ± 1.88 / 53.95 ± 2.09,64.53 ± 1.86 / 46.80 ± 1.52,36.01 ± 0.22 / 38.25 ± 0.37,32.50 ± 1.39 / 48.90 ± 1.09,9.53 ± 1.83 / 54.14 ± 0.98,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.74,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,94.85 ± 0.90 / 97.37 ± 0.48,40.67 ± 1.69 / 39.25 ± 1.62,11.80 ± 5.82 / 41.30 ± 6.40,72.78 ± 1.71 / 53.97 ± 2.05,32.38 ± 0.84 / 33.50 ± 1.02,33.80 ± 1.14 / 50.00 ± 0.83,12.07 ± 1.87 / 55.28 ± 1.17,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.75,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,85.24 ± 2.28 / 92.37 ± 1.19,36.92 ± 1.51 / 28.87 ± 1.47,28.99 ± 4.61 / 63.61 ± 2.24,62.70 ± 1.01 / 41.99 ± 1.71,35.92 ± 0.37 / 38.94 ± 0.46,28.10 ± 2.91 / 45.08 ± 2.43,6.63 ± 7.88 / 56.33 ± 4.14,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.77,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,93.98 ± 0.78 / 96.95 ± 0.41,41.58 ± 1.15 / 40.02 ± 1.06,21.84 ± 2.20 / 52.03 ± 2.00,71.70 ± 1.32 / 52.39 ± 2.39,29.47 ± 1.91 / 29.86 ± 2.21,29.95 ± 1.16 / 47.30 ± 0.89,14.99 ± 2.39 / 57.19 ± 1.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.78,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,93.73 ± 0.73 / 96.86 ± 0.37,18.79 ± 1.06 / 17.20 ± 1.03,29.51 ± 2.36 / 64.74 ± 1.18,59.32 ± 1.12 / 37.10 ± 1.60,25.77 ± 1.07 / 28.51 ± 1.20,63.26 ± 3.51 / 71.65 ± 2.81,33.00 ± 1.03 / 66.19 ± 0.56,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.15.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.80,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,92.94 ± 0.60 / 96.44 ± 0.32,38.19 ± 0.51 / 35.84 ± 0.74,13.38 ± 2.23 / 51.95 ± 2.71,67.17 ± 1.76 / 46.51 ± 1.79,35.71 ± 0.29 / 37.66 ± 0.51,30.50 ± 1.09 / 47.58 ± 0.82,3.81 ± 1.80 / 49.59 ± 0.83,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.14.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.84,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,93.87 ± 0.76 / 96.87 ± 0.41,42.18 ± 0.67 / 34.76 ± 0.71,29.42 ± 1.84 / 63.90 ± 1.01,21.04 ± 0.82 / 0.40 ± 0.25,35.73 ± 0.17 / 38.07 ± 0.27,31.65 ± 1.19 / 48.34 ± 0.98,14.48 ± 2.92 / 57.20 ± 1.38,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.85,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,23.87 ± 2.75 / 44.31 ± 2.13,43.68 ± 0.86 / 43.13 ± 0.98,34.53 ± 2.69 / 65.31 ± 2.23,74.08 ± 1.17 / 53.79 ± 1.22,28.85 ± 0.95 / 29.32 ± 1.10,47.64 ± 0.86 / 60.31 ± 0.62,17.60 ± 4.62 / 57.27 ± 2.68,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.87,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,90.30 ± 1.84 / 95.07 ± 0.93,33.45 ± 2.16 / 29.47 ± 1.97,9.68 ± 4.81 / 39.62 ± 2.25,64.81 ± 2.25 / 42.88 ± 2.37,35.39 ± 0.21 / 37.50 ± 0.25,29.48 ± 1.68 / 46.99 ± 1.36,7.20 ± 6.02 / 63.59 ± 2.16,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.87,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,95.51 ± 0.63 / 97.74 ± 0.33,33.45 ± 0.97 / 32.71 ± 0.90,18.97 ± 2.74 / 53.93 ± 2.85,71.92 ± 1.46 / 53.24 ± 1.74,29.04 ± 3.09 / 29.60 ± 3.33,34.03 ± 1.10 / 49.67 ± 1.03,7.81 ± 2.04 / 53.61 ± 1.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.87,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,87.95 ± 0.72 / 93.90 ± 0.38,33.69 ± 0.69 / 29.37 ± 0.75,20.00 ± 1.11 / 56.90 ± 2.72,63.38 ± 1.29 / 43.71 ± 1.27,36.04 ± 0.10 / 38.94 ± 0.13,24.45 ± 1.07 / 43.22 ± 0.81,4.08 ± 1.71 / 51.68 ± 0.79,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,2.89,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,91.14 ± 0.98 / 95.42 ± 0.52,45.42 ± 1.07 / 42.16 ± 1.20,42.67 ± 1.34 / 71.14 ± 0.70,72.98 ± 0.63 / 51.88 ± 1.00,3.62 ± 2.18 / 3.89 ± 2.36,50.48 ± 1.28 / 62.62 ± 0.96,30.76 ± 2.72 / 66.80 ± 1.18,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.91,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,95.47 ± 0.93 / 97.71 ± 0.48,37.37 ± 0.98 / 33.82 ± 1.63,16.64 ± 2.75 / 42.61 ± 2.83,20.73 ± 0.84 / 0.02 ± 0.04,37.49 ± 0.09 / 40.50 ± 0.16,31.36 ± 0.94 / 48.37 ± 0.75,14.40 ± 3.43 / 56.15 ± 1.78,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.93,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,93.24 ± 0.56 / 96.59 ± 0.30,36.19 ± 1.13 / 31.79 ± 1.12,12.08 ± 2.14 / 55.26 ± 1.32,70.82 ± 1.01 / 52.78 ± 1.54,32.05 ± 1.40 / 33.73 ± 1.73,21.00 ± 1.01 / 40.41 ± 0.81,5.74 ± 2.10 / 51.59 ± 0.97,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.95,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,90.70 ± 1.50 / 95.20 ± 0.83,35.77 ± 0.98 / 34.45 ± 0.93,8.96 ± 2.08 / 50.67 ± 2.60,70.61 ± 1.01 / 48.88 ± 1.84,36.14 ± 0.30 / 38.30 ± 0.41,15.87 ± 1.22 / 35.91 ± 1.01,1.77 ± 1.92 / 49.74 ± 0.83,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.96,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,90.36 ± 2.16 / 95.10 ± 1.09,33.96 ± 1.85 / 29.89 ± 1.80,9.61 ± 5.13 / 39.88 ± 2.68,64.77 ± 2.33 / 42.58 ± 2.33,35.65 ± 0.12 / 37.84 ± 0.12,28.72 ± 1.78 / 46.52 ± 1.40,-5.54 ± 5.19 / 57.42 ± 2.67,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.99,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,92.67 ± 2.73 / 96.31 ± 1.37,30.84 ± 3.46 / 29.78 ± 3.19,7.44 ± 4.87 / 51.77 ± 3.12,70.13 ± 2.37 / 51.50 ± 3.08,35.46 ± 0.35 / 37.08 ± 0.42,24.14 ± 1.90 / 41.76 ± 1.82,-7.87 ± 5.01 / 58.83 ± 2.94,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,3.01,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,89.13 ± 1.57 / 94.46 ± 0.81,30.83 ± 1.17 / 29.90 ± 1.14,17.80 ± 3.40 / 57.56 ± 1.70,68.14 ± 0.82 / 44.53 ± 1.12,23.84 ± 0.87 / 24.26 ± 0.93,42.40 ± 1.34 / 56.64 ± 1.01,6.51 ± 3.09 / 56.25 ± 1.94,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.05,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,92.60 ± 1.65 / 96.24 ± 0.86,29.31 ± 0.78 / 24.79 ± 0.86,6.10 ± 4.25 / 39.01 ± 2.01,64.29 ± 1.41 / 41.34 ± 1.97,37.27 ± 0.19 / 40.55 ± 0.21,12.48 ± 4.41 / 34.41 ± 3.25,-3.77 ± 6.11 / 53.98 ± 3.47,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.08,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,85.88 ± 0.78 / 92.80 ± 0.41,35.12 ± 1.02 / 34.02 ± 0.96,11.99 ± 1.70 / 50.67 ± 1.95,59.89 ± 1.31 / 39.11 ± 1.58,33.05 ± 0.25 / 35.29 ± 0.41,13.39 ± 1.14 / 34.94 ± 0.84,3.39 ± 2.34 / 51.90 ± 1.22,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.08,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,86.26 ± 0.94 / 92.97 ± 0.52,34.87 ± 1.04 / 33.91 ± 0.99,12.24 ± 2.10 / 51.91 ± 2.07,59.51 ± 1.18 / 40.64 ± 1.12,33.06 ± 0.25 / 35.04 ± 0.40,13.80 ± 1.16 / 35.20 ± 0.85,3.38 ± 3.29 / 51.92 ± 1.44,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,3.11,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,92.05 ± 0.88 / 95.97 ± 0.46,33.54 ± 1.68 / 32.69 ± 1.51,7.42 ± 3.29 / 45.13 ± 5.11,65.10 ± 1.42 / 48.14 ± 0.88,29.96 ± 3.09 / 31.90 ± 3.55,20.89 ± 0.64 / 39.95 ± 0.54,-1.30 ± 3.97 / 49.47 ± 1.34,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,3.18,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,28.19 ± 9.92 / 49.63 ± 7.30,34.35 ± 1.35 / 32.34 ± 1.27,16.77 ± 2.75 / 48.92 ± 3.42,70.45 ± 1.09 / 52.86 ± 1.41,28.85 ± 2.71 / 29.13 ± 2.93,30.33 ± 0.80 / 47.22 ± 0.76,13.79 ± 1.88 / 56.37 ± 0.84,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.18,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,88.99 ± 2.02 / 94.26 ± 1.16,38.96 ± 0.97 / 37.25 ± 0.91,17.80 ± 3.54 / 51.76 ± 5.23,14.15 ± 0.96 / 0.02 ± 0.04,35.65 ± 0.21 / 37.85 ± 0.36,18.90 ± 2.70 / 38.19 ± 2.29,-0.27 ± 2.26 / 49.40 ± 0.93,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.19,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,87.44 ± 0.98 / 93.60 ± 0.54,35.27 ± 0.82 / 34.35 ± 0.87,12.41 ± 1.99 / 53.81 ± 0.95,22.70 ± 0.99 / 0.47 ± 0.24,35.63 ± 0.62 / 38.65 ± 0.69,18.78 ± 1.11 / 38.45 ± 0.85,3.20 ± 2.75 / 51.16 ± 1.40,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.14.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.21,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,84.93 ± 4.11 / 91.76 ± 2.48,32.69 ± 1.16 / 32.76 ± 1.20,3.43 ± 1.39 / 45.26 ± 4.51,71.54 ± 1.09 / 54.55 ± 0.95,27.92 ± 1.87 / 28.59 ± 2.13,13.22 ± 1.13 / 28.31 ± 0.68,0.28 ± 1.46 / 49.15 ± 0.73,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.23,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,88.61 ± 1.13 / 94.10 ± 0.62,42.03 ± 0.80 / 37.10 ± 0.91,8.22 ± 2.00 / 39.24 ± 2.51,12.09 ± 0.86 / 0.02 ± 0.04,34.49 ± 0.50 / 35.75 ± 0.68,18.03 ± 0.96 / 37.80 ± 0.82,3.57 ± 3.22 / 50.98 ± 1.50,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.26,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,78.86 ± 1.15 / 88.74 ± 0.69,30.46 ± 0.58 / 26.10 ± 0.91,1.17 ± 1.99 / 34.15 ± 0.47,51.48 ± 1.01 / 28.94 ± 0.95,34.84 ± 0.22 / 37.94 ± 0.24,11.86 ± 1.53 / 33.91 ± 0.90,2.88 ± 2.01 / 37.89 ± 1.30,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.33,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,75.77 ± 1.50 / 87.55 ± 0.82,35.23 ± 0.66 / 30.57 ± 0.50,18.46 ± 3.18 / 58.77 ± 1.59,43.46 ± 0.88 / 0.00 ± 0.00,30.72 ± 0.23 / 34.33 ± 0.25,0.00 ± 0.00 / 23.44 ± 0.80,0.00 ± 0.00 / 63.28 ± 1.13,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.34,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,81.35 ± 1.51 / 90.03 ± 0.98,32.21 ± 1.19 / 31.50 ± 1.17,8.61 ± 1.46 / 46.47 ± 1.72,59.29 ± 1.57 / 40.40 ± 1.14,25.94 ± 1.45 / 26.55 ± 1.69,11.13 ± 1.66 / 33.22 ± 1.21,0.34 ± 2.73 / 50.36 ± 1.30,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.37,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,19.39 ± 5.15 / 42.93 ± 3.42,36.56 ± 0.93 / 33.49 ± 0.98,8.55 ± 1.88 / 44.45 ± 1.97,68.65 ± 0.97 / 48.23 ± 1.32,26.73 ± 1.49 / 27.65 ± 1.65,29.84 ± 1.27 / 43.55 ± 1.13,9.03 ± 3.68 / 60.78 ± 1.75,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.40,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,63.65 ± 2.35 / 78.27 ± 1.88,27.45 ± 0.76 / 25.90 ± 0.92,0.85 ± 1.45 / 35.24 ± 0.91,62.74 ± 1.00 / 42.96 ± 1.13,27.55 ± 1.50 / 29.33 ± 1.75,9.24 ± 1.75 / 31.48 ± 1.32,6.60 ± 2.25 / 39.84 ± 1.56,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.41,751632384.0,151936.0,40960.0,✓,✗,✗,✓,65.36 ± 4.17 / 80.47 ± 3.41,28.24 ± 0.83 / 27.04 ± 0.94,1.96 ± 1.45 / 42.10 ± 4.13,43.80 ± 1.92 / 27.85 ± 1.45,33.78 ± 0.75 / 35.97 ± 0.84,8.57 ± 1.26 / 30.47 ± 1.14,1.17 ± 2.80 / 49.73 ± 1.36,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.43,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,94.34 ± 0.70 / 97.15 ± 0.37,25.40 ± 1.16 / 24.46 ± 1.10,8.53 ± 1.38 / 47.07 ± 1.70,17.25 ± 0.47 / 0.02 ± 0.04,29.58 ± 0.44 / 31.28 ± 0.54,18.44 ± 1.81 / 38.28 ± 1.36,9.74 ± 2.73 / 53.71 ± 1.26,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
