<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.54,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,58.44 ± 2.51 / 58.44 ± 1.38,68.06 ± 1.72 / 68.06 ± 1.72,16.38 ± 6.06 / 47.76 ± 6.83,27.25 ± 4.21 / 4.63 ± 2.53,39.33 ± 0.40 / 42.27 ± 0.60,40.99 ± 0.87 / 55.51 ± 0.68,17.55 ± 1.83 / 58.50 ± 0.95,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.54,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,69.47 ± 2.65 / 64.68 ± 1.91,71.34 ± 2.00 / 71.34 ± 2.00,0.00 ± 0.00 / 33.36 ± 0.27,73.75 ± 1.58 / 46.13 ± 4.93,31.74 ± 1.90 / 33.49 ± 2.34,37.05 ± 0.80 / 52.13 ± 0.78,10.61 ± 1.79 / 54.45 ± 1.05,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-9B'>Unbabel/Tower-Plus-9B (val)</a>,📝,2.55,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,54.61 ± 4.67 / 61.71 ± 3.20,70.38 ± 3.70 / 70.38 ± 3.70,0.00 ± 0.00 / 32.87 ± 0.96,72.28 ± 1.54 / 48.48 ± 3.01,35.53 ± 0.26 / 41.25 ± 0.31,39.25 ± 2.86 / 54.22 ± 2.18,12.94 ± 6.76 / 54.69 ± 3.24,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.56,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,68.25 ± 2.20 / 55.38 ± 1.06,70.75 ± 2.46 / 70.75 ± 2.46,0.00 ± 0.00 / 33.36 ± 0.27,73.40 ± 1.65 / 52.00 ± 3.56,29.95 ± 1.56 / 30.45 ± 1.72,44.97 ± 0.75 / 58.58 ± 0.57,14.45 ± 0.94 / 56.99 ± 0.49,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.56,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,57.17 ± 3.09 / 62.28 ± 1.26,68.23 ± 3.46 / 68.23 ± 3.46,11.58 ± 1.46 / 54.71 ± 1.08,71.96 ± 1.03 / 47.49 ± 2.47,39.07 ± 0.71 / 42.60 ± 0.81,18.12 ± 0.86 / 37.16 ± 0.86,4.52 ± 1.75 / 50.65 ± 0.81,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.56,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,59.31 ± 3.40 / 54.58 ± 2.42,58.77 ± 1.31 / 58.77 ± 1.31,21.26 ± 2.19 / 52.21 ± 5.53,65.62 ± 1.10 / 44.58 ± 0.74,38.15 ± 0.14 / 42.56 ± 0.18,28.51 ± 1.30 / 46.42 ± 1.00,5.84 ± 2.80 / 52.83 ± 1.40,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.56,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,65.97 ± 2.02 / 58.29 ± 1.02,72.41 ± 2.75 / 72.41 ± 2.75,0.00 ± 0.00 / 32.87 ± 0.49,73.07 ± 0.94 / 52.20 ± 1.60,28.00 ± 1.06 / 29.27 ± 1.24,51.44 ± 1.21 / 63.40 ± 1.01,6.91 ± 4.30 / 50.62 ± 1.73,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-SFT'>allenai/Olmo-3.1-32B-Instruct-SFT</a>,📝,2.56,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,57.61 ± 1.91 / 61.09 ± 0.96,67.51 ± 2.16 / 67.51 ± 2.16,21.32 ± 1.69 / 59.23 ± 1.39,75.28 ± 1.17 / 56.72 ± 1.52,27.51 ± 0.98 / 27.69 ± 1.02,39.96 ± 1.19 / 55.04 ± 0.89,16.57 ± 1.66 / 58.21 ± 0.83,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.15.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.56,?,?,?,✓,✗,(✓),✓,43.90 ± 2.21 / 58.23 ± 1.47,62.76 ± 2.31 / 62.76 ± 2.31,34.98 ± 3.32 / 62.30 ± 4.32,74.41 ± 1.17 / 50.48 ± 1.84,29.65 ± 0.67 / 34.04 ± 0.74,40.14 ± 1.32 / 54.94 ± 1.01,14.50 ± 2.39 / 57.23 ± 1.23,16.17.0,16.17.0,16.17.0,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.57,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,54.50 ± 2.64 / 61.78 ± 1.66,63.65 ± 2.00 / 63.65 ± 2.00,19.13 ± 1.61 / 57.16 ± 2.75,69.99 ± 0.83 / 50.21 ± 1.65,35.31 ± 1.31 / 38.16 ± 1.47,36.07 ± 0.70 / 51.62 ± 0.56,5.16 ± 1.32 / 51.93 ± 0.75,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.14.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.60,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,55.29 ± 2.57 / 51.59 ± 1.77,61.43 ± 1.50 / 61.43 ± 1.50,32.14 ± 1.93 / 65.83 ± 0.96,62.06 ± 0.82 / 43.16 ± 1.18,21.89 ± 0.96 / 27.32 ± 1.12,57.41 ± 0.90 / 67.66 ± 0.71,22.63 ± 2.87 / 63.36 ± 1.43,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.61,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,60.45 ± 2.32 / 53.52 ± 1.23,68.10 ± 1.61 / 68.10 ± 1.61,9.96 ± 2.44 / 41.37 ± 1.29,62.14 ± 0.47 / 37.41 ± 0.83,25.56 ± 0.44 / 30.53 ± 0.47,46.67 ± 0.95 / 59.96 ± 0.73,22.35 ± 2.47 / 62.11 ± 1.33,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.65,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,44.71 ± 4.03 / 57.95 ± 2.33,76.16 ± 1.84 / 76.16 ± 1.84,0.00 ± 0.00 / 32.87 ± 0.49,73.70 ± 1.00 / 48.18 ± 2.10,27.08 ± 1.04 / 28.26 ± 1.21,58.06 ± 1.13 / 67.85 ± 1.02,9.31 ± 3.24 / 41.33 ± 0.68,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.66,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,53.23 ± 2.08 / 58.74 ± 1.32,68.48 ± 2.14 / 68.48 ± 2.14,4.18 ± 2.42 / 34.16 ± 0.70,28.89 ± 8.89 / 7.34 ± 5.49,39.05 ± 0.24 / 42.28 ± 0.41,48.61 ± 0.52 / 61.18 ± 0.45,14.56 ± 1.72 / 57.32 ± 0.81,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.67,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,68.80 ± 4.75 / 59.38 ± 4.31,65.30 ± 3.46 / 65.30 ± 3.46,0.00 ± 0.00 / 32.87 ± 0.96,72.51 ± 1.77 / 47.85 ± 2.26,35.19 ± 0.45 / 40.29 ± 0.40,28.15 ± 2.35 / 45.35 ± 1.60,-3.58 ± 6.89 / 54.53 ± 4.02,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.68,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,60.82 ± 2.17 / 64.81 ± 1.22,66.75 ± 2.32 / 66.75 ± 2.32,3.64 ± 2.66 / 34.55 ± 1.39,72.25 ± 0.81 / 46.78 ± 2.25,28.37 ± 2.50 / 28.89 ± 2.80,34.68 ± 0.75 / 50.95 ± 0.57,14.88 ± 1.73 / 57.42 ± 0.80,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.68,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,76.04 ± 3.96 / 62.36 ± 3.78,65.53 ± 4.50 / 65.53 ± 4.50,0.00 ± 0.00 / 32.87 ± 0.96,71.21 ± 2.19 / 50.80 ± 2.99,31.91 ± 0.99 / 34.60 ± 1.30,27.26 ± 2.41 / 43.98 ± 1.65,2.51 ± 5.07 / 55.70 ± 3.33,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.69,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,28.64 ± 4.36 / 52.48 ± 2.84,68.03 ± 1.58 / 68.03 ± 1.58,0.00 ± 0.00 / 33.36 ± 0.27,46.57 ± 4.26 / 28.37 ± 3.57,39.83 ± 0.14 / 44.50 ± 0.23,44.15 ± 1.07 / 56.85 ± 0.93,21.82 ± 2.86 / 60.18 ± 1.53,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,17.0.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.70,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,57.35 ± 2.18 / 61.91 ± 1.63,64.23 ± 1.72 / 64.23 ± 1.72,9.92 ± 1.92 / 38.32 ± 1.50,66.03 ± 0.67 / 43.15 ± 0.73,35.15 ± 0.23 / 39.59 ± 0.23,29.16 ± 0.84 / 46.84 ± 0.60,1.79 ± 3.14 / 51.09 ± 1.47,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.71,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,63.66 ± 4.23 / 65.02 ± 1.93,66.02 ± 2.11 / 66.02 ± 2.11,0.00 ± 0.00 / 33.36 ± 0.27,69.50 ± 1.75 / 41.27 ± 4.36,28.70 ± 1.58 / 29.64 ± 1.89,35.58 ± 1.33 / 51.01 ± 1.10,9.45 ± 1.91 / 54.33 ± 1.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.74,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,39.86 ± 3.72 / 54.05 ± 3.28,73.68 ± 2.35 / 73.68 ± 2.35,0.00 ± 0.00 / 32.87 ± 0.49,74.16 ± 0.78 / 50.17 ± 1.70,25.79 ± 1.10 / 26.67 ± 1.23,50.46 ± 1.02 / 62.77 ± 0.78,16.54 ± 3.23 / 57.81 ± 2.18,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.83,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,24.98 ± 4.01 / 45.82 ± 7.99,67.53 ± 1.65 / 67.53 ± 1.65,0.00 ± 0.00 / 33.36 ± 0.27,80.41 ± 0.59 / 62.67 ± 0.80,31.38 ± 1.34 / 32.45 ± 1.65,42.12 ± 0.83 / 56.13 ± 0.72,15.88 ± 2.10 / 57.47 ± 1.25,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-14B-Reasoning-2512'>mistralai/Ministral-3-14B-Reasoning-2512 (val)</a>,📝,2.83,13945031680.0,131072.0,8192.0,✓,✗,(✓),✓,71.85 ± 1.55 / 60.88 ± 1.82,73.19 ± 2.03 / 73.19 ± 2.03,0.00 ± 0.00 / 33.74 ± 0.46,76.90 ± 0.87 / 58.62 ± 1.35,4.95 ± 2.05 / 5.60 ± 2.34,60.08 ± 1.64 / 69.96 ± 1.26,20.31 ± 2.82 / 62.27 ± 1.65,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.84,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,43.38 ± 4.41 / 57.57 ± 1.49,68.38 ± 2.44 / 68.38 ± 2.44,0.00 ± 0.00 / 33.36 ± 0.27,22.03 ± 0.67 / 0.64 ± 0.37,40.19 ± 0.17 / 45.29 ± 0.25,34.14 ± 0.56 / 50.54 ± 0.49,17.53 ± 2.84 / 56.10 ± 1.32,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.85,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,58.95 ± 4.40 / 59.84 ± 3.11,66.39 ± 1.30 / 66.39 ± 1.30,-0.57 ± 0.57 / 32.85 ± 0.48,68.75 ± 0.45 / 41.57 ± 1.42,21.91 ± 1.08 / 22.77 ± 1.19,47.89 ± 2.17 / 60.82 ± 1.65,8.07 ± 4.34 / 51.64 ± 2.04,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.87,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,56.55 ± 2.44 / 58.25 ± 1.59,62.11 ± 1.34 / 62.11 ± 1.34,6.08 ± 3.82 / 35.86 ± 2.55,19.06 ± 0.82 / 0.27 ± 0.27,37.71 ± 0.22 / 41.59 ± 0.39,32.17 ± 0.86 / 48.09 ± 0.74,9.98 ± 1.85 / 54.75 ± 1.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.89,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,44.08 ± 3.42 / 61.14 ± 1.07,68.26 ± 4.34 / 68.26 ± 4.34,0.00 ± 0.00 / 33.36 ± 0.27,72.97 ± 1.21 / 55.51 ± 1.53,26.58 ± 1.81 / 26.82 ± 1.96,30.33 ± 1.12 / 46.89 ± 0.80,8.98 ± 2.43 / 52.52 ± 1.45,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.91,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,45.51 ± 3.55 / 55.62 ± 2.37,63.06 ± 2.62 / 63.06 ± 2.62,0.00 ± 0.00 / 33.36 ± 0.27,74.93 ± 0.90 / 57.85 ± 1.23,30.79 ± 1.91 / 32.27 ± 2.34,24.31 ± 1.07 / 43.14 ± 0.86,6.98 ± 2.06 / 52.91 ± 0.93,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,2.93,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,55.83 ± 2.21 / 56.58 ± 2.16,63.32 ± 1.76 / 63.32 ± 1.76,1.16 ± 1.59 / 45.17 ± 3.03,58.04 ± 1.35 / 41.97 ± 1.29,33.37 ± 1.13 / 36.50 ± 1.23,18.87 ± 0.98 / 38.72 ± 0.81,0.34 ± 1.68 / 50.59 ± 0.72,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.15.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.93,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,58.38 ± 2.67 / 61.85 ± 0.86,61.54 ± 3.44 / 61.54 ± 3.44,0.00 ± 0.00 / 33.36 ± 0.27,66.35 ± 1.98 / 43.91 ± 3.76,28.42 ± 2.88 / 29.81 ± 3.69,26.17 ± 1.25 / 43.67 ± 1.12,1.66 ± 1.32 / 49.99 ± 0.87,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.94,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,43.46 ± 2.04 / 57.98 ± 0.70,58.57 ± 2.24 / 58.57 ± 2.24,12.47 ± 1.20 / 55.57 ± 0.82,62.05 ± 0.89 / 39.10 ± 1.94,34.50 ± 0.20 / 37.85 ± 0.32,17.29 ± 1.32 / 37.47 ± 1.00,3.05 ± 1.65 / 51.74 ± 0.82,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.97,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,42.56 ± 2.00 / 57.31 ± 0.91,58.34 ± 2.26 / 58.34 ± 2.26,11.48 ± 1.62 / 54.96 ± 1.05,60.53 ± 0.85 / 34.37 ± 1.77,34.32 ± 0.19 / 38.04 ± 0.27,15.40 ± 1.11 / 36.04 ± 0.81,3.64 ± 1.95 / 52.02 ± 0.94,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,3.02,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,51.89 ± 6.20 / 55.76 ± 4.40,60.48 ± 1.65 / 60.48 ± 1.65,0.00 ± 0.00 / 32.87 ± 0.49,65.38 ± 0.82 / 33.18 ± 2.00,19.28 ± 1.27 / 19.75 ± 1.36,45.29 ± 1.72 / 58.91 ± 1.33,8.42 ± 3.21 / 56.56 ± 1.57,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.04,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,49.84 ± 7.62 / 59.31 ± 3.66,61.57 ± 3.14 / 61.57 ± 3.14,0.00 ± 0.00 / 32.87 ± 0.96,61.19 ± 1.69 / 39.83 ± 3.14,30.11 ± 0.28 / 35.33 ± 0.33,14.02 ± 2.91 / 35.00 ± 1.95,4.27 ± 4.43 / 51.56 ± 2.26,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.05,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,46.08 ± 5.06 / 56.33 ± 1.51,57.54 ± 3.17 / 57.54 ± 3.17,0.00 ± 0.00 / 32.87 ± 0.96,50.51 ± 2.04 / 24.40 ± 1.84,34.19 ± 0.45 / 39.64 ± 0.47,16.43 ± 1.71 / 35.78 ± 1.10,7.46 ± 4.17 / 39.92 ± 1.92,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.06,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,52.63 ± 3.88 / 57.27 ± 1.71,67.49 ± 1.79 / 67.49 ± 1.79,0.00 ± 0.00 / 33.36 ± 0.27,10.66 ± 0.79 / 0.04 ± 0.08,37.99 ± 0.41 / 41.12 ± 0.58,25.64 ± 0.93 / 44.03 ± 0.70,0.48 ± 2.45 / 50.12 ± 1.28,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.09,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,43.77 ± 3.26 / 46.28 ± 3.54,63.93 ± 2.48 / 63.93 ± 2.48,0.00 ± 0.00 / 32.87 ± 0.49,71.96 ± 0.59 / 45.26 ± 1.61,24.26 ± 1.19 / 25.17 ± 1.36,25.16 ± 1.03 / 40.23 ± 0.93,-1.99 ± 3.44 / 54.30 ± 1.80,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.09,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,44.92 ± 6.09 / 53.37 ± 4.83,64.98 ± 1.82 / 64.98 ± 1.82,0.00 ± 0.00 / 33.36 ± 0.27,14.54 ± 1.24 / 0.04 ± 0.05,37.93 ± 0.30 / 41.11 ± 0.46,27.52 ± 1.64 / 44.98 ± 1.67,2.03 ± 2.06 / 50.38 ± 1.31,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.11,751632384.0,151936.0,40960.0,✓,✗,✗,✓,46.09 ± 1.84 / 50.61 ± 1.18,44.61 ± 0.35 / 44.61 ± 0.35,5.89 ± 0.71 / 45.13 ± 0.64,48.36 ± 0.58 / 32.15 ± 0.55,36.68 ± 0.12 / 40.81 ± 0.13,21.86 ± 0.34 / 40.93 ± 0.27,-0.43 ± 0.57 / 49.64 ± 0.26,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.12,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,41.35 ± 3.08 / 59.03 ± 1.17,62.83 ± 1.89 / 62.83 ± 1.89,3.07 ± 1.74 / 34.53 ± 1.00,23.33 ± 0.71 / 0.68 ± 0.27,34.47 ± 0.85 / 39.05 ± 0.94,23.31 ± 1.19 / 42.00 ± 0.93,6.21 ± 2.96 / 52.65 ± 1.36,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
