<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.36,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,92.84 ± 1.99 / 94.10 ± 1.64,35.63 ± 1.53 / 29.40 ± 1.70,19.54 ± 1.71 / 55.75 ± 3.24,57.89 ± 1.63 / 34.12 ± 1.59,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.37,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,87.15 ± 1.62 / 89.79 ± 1.24,47.97 ± 1.05 / 40.80 ± 1.62,26.91 ± 2.67 / 62.32 ± 1.72,47.26 ± 3.80 / 24.03 ± 3.23,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.37,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,86.26 ± 1.11 / 88.88 ± 0.88,44.50 ± 1.57 / 32.94 ± 3.42,28.30 ± 1.81 / 58.77 ± 1.37,48.44 ± 1.93 / 28.88 ± 1.38,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.38,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,80.89 ± 0.74 / 80.00 ± 1.06,49.75 ± 0.81 / 34.20 ± 1.44,31.54 ± 0.79 / 65.73 ± 0.40,44.50 ± 1.04 / 24.86 ± 0.62,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.40,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,91.51 ± 0.88 / 93.44 ± 0.72,36.33 ± 1.07 / 30.25 ± 0.99,25.74 ± 4.03 / 62.52 ± 2.02,54.54 ± 1.09 / 28.83 ± 1.61,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.41,140642306.0,256000.0,8192.0,✓,✗,(✓),✓,88.85 ± 2.67 / 92.95 ± 1.72,60.30 ± 3.05 / 60.10 ± 2.48,36.50 ± 6.57 / 68.04 ± 3.27,19.61 ± 4.39 / 7.01 ± 2.06,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.42,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,82.16 ± 3.24 / 84.86 ± 3.06,49.29 ± 0.76 / 37.00 ± 1.79,5.68 ± 2.56 / 35.34 ± 2.08,63.05 ± 2.17 / 39.89 ± 1.71,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.43,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,83.53 ± 0.98 / 83.89 ± 1.26,37.51 ± 1.33 / 23.37 ± 1.09,32.63 ± 1.53 / 65.16 ± 0.90,51.11 ± 1.24 / 24.22 ± 1.36,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.43,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,85.04 ± 1.71 / 85.82 ± 2.24,36.92 ± 1.21 / 22.90 ± 1.31,25.73 ± 2.34 / 60.77 ± 2.49,57.29 ± 2.26 / 32.08 ± 1.30,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.44,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,78.19 ± 0.80 / 79.07 ± 0.93,64.76 ± 1.33 / 61.30 ± 1.60,14.16 ± 2.12 / 50.93 ± 1.31,41.72 ± 0.65 / 24.89 ± 0.69,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.44,32234279936.0,100352.0,4096.0,✗,✗,(✓),✓,92.33 ± 0.77 / 93.73 ± 0.66,45.65 ± 0.65 / 24.42 ± 0.73,25.40 ± 0.68 / 62.02 ± 0.57,42.70 ± 0.72 / 19.32 ± 0.51,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.46,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,84.75 ± 0.97 / 87.13 ± 0.75,42.41 ± 1.58 / 35.43 ± 1.41,28.57 ± 1.90 / 63.22 ± 1.04,46.34 ± 0.88 / 22.21 ± 0.97,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/lapa-llm/lapa-v0.1.2-instruct'>lapa-llm/lapa-v0.1.2-instruct</a>,📝,2.46,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,89.70 ± 1.46 / 90.71 ± 1.61,50.72 ± 1.33 / 36.33 ± 1.84,40.16 ± 3.72 / 68.39 ± 3.10,24.23 ± 2.90 / 0.09 ± 0.08,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.47,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,71.83 ± 5.83 / 77.75 ± 4.73,35.49 ± 1.89 / 26.73 ± 1.91,23.69 ± 3.18 / 60.78 ± 2.10,60.06 ± 1.64 / 38.88 ± 1.29,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0'>INSAIT-Institute/MamayLM-Gemma-3-12B-IT-v1.0</a>,📝,2.48,12187325040.0,262144.0,8192.0,✗,✗,(✓),✗,88.58 ± 1.82 / 89.15 ± 2.17,50.62 ± 0.97 / 33.18 ± 2.51,47.65 ± 2.69 / 73.07 ± 1.91,18.43 ± 1.99 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.49,?,?,?,✓,✗,(✓),✓,77.15 ± 1.22 / 81.50 ± 0.92,35.28 ± 1.09 / 22.49 ± 1.74,30.95 ± 2.98 / 64.04 ± 2.55,54.73 ± 0.87 / 28.52 ± 0.83,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,2.51,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,92.97 ± 1.06 / 95.60 ± 0.67,44.89 ± 4.63 / 46.76 ± 4.39,22.19 ± 8.40 / 58.57 ± 5.33,39.93 ± 4.24 / 18.23 ± 3.21,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct (zero-shot)</a>,📝,2.52,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,77.36 ± 0.43 / 74.15 ± 0.70,42.03 ± 0.63 / 23.44 ± 0.37,32.72 ± 1.31 / 60.50 ± 0.91,44.86 ± 0.24 / 26.54 ± 0.31,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.52,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,93.13 ± 0.79 / 94.45 ± 0.65,45.07 ± 1.11 / 32.85 ± 1.58,30.17 ± 2.25 / 54.86 ± 2.32,33.29 ± 2.58 / 5.71 ± 1.60,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.54,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,79.43 ± 1.56 / 81.23 ± 1.40,51.28 ± 0.89 / 34.99 ± 1.28,17.92 ± 2.91 / 55.30 ± 1.49,44.55 ± 1.27 / 27.70 ± 0.76,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.54,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,88.66 ± 0.87 / 91.13 ± 0.68,38.06 ± 2.10 / 24.28 ± 1.83,10.77 ± 2.89 / 42.31 ± 3.68,57.45 ± 0.76 / 35.29 ± 1.41,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.55,?,?,?,✓,✗,(✓),✓,86.31 ± 0.86 / 88.59 ± 0.80,37.93 ± 1.18 / 25.38 ± 1.22,27.08 ± 7.80 / 57.44 ± 7.48,41.61 ± 1.10 / 21.95 ± 0.57,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.55,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,85.61 ± 4.49 / 88.72 ± 3.50,39.38 ± 1.30 / 28.63 ± 2.73,11.39 ± 3.95 / 50.93 ± 4.31,54.88 ± 1.59 / 33.24 ± 1.51,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,2.55,4676271104.0,131072.0,8192.0,✓,✗,(✓),✓,85.83 ± 2.18 / 86.68 ± 2.75,41.71 ± 1.39 / 32.70 ± 2.40,9.21 ± 2.02 / 41.19 ± 2.75,55.15 ± 2.13 / 33.18 ± 1.11,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/allenai/Llama-3.1-Tulu-3-8B-SFT'>allenai/Llama-3.1-Tulu-3-8B-SFT</a>,📝,2.55,8030326784.0,128264.0,131072.0,✓,✗,(✓),✓,85.24 ± 1.55 / 87.55 ± 1.29,42.47 ± 1.00 / 36.54 ± 1.34,13.48 ± 2.76 / 38.03 ± 1.31,53.00 ± 2.18 / 29.53 ± 1.47,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.56,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,57.00 ± 3.49 / 62.99 ± 3.49,46.37 ± 2.75 / 38.69 ± 2.19,17.77 ± 6.05 / 44.79 ± 5.42,59.39 ± 2.24 / 34.64 ± 1.23,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.58,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,82.63 ± 2.63 / 84.87 ± 2.30,42.71 ± 1.70 / 35.11 ± 2.43,10.06 ± 4.29 / 37.75 ± 2.48,55.12 ± 2.94 / 31.29 ± 1.62,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.59,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,76.88 ± 2.65 / 78.89 ± 2.66,36.44 ± 1.28 / 24.48 ± 1.25,19.20 ± 2.30 / 55.53 ± 2.53,53.74 ± 1.74 / 30.10 ± 1.45,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,2.60,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,62.91 ± 7.93 / 70.62 ± 6.61,64.38 ± 0.93 / 58.87 ± 0.78,15.53 ± 1.48 / 53.12 ± 1.18,41.91 ± 0.80 / 23.02 ± 0.69,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.60,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,78.44 ± 1.77 / 81.36 ± 2.06,39.43 ± 1.68 / 25.45 ± 2.06,10.28 ± 1.71 / 47.75 ± 3.56,59.02 ± 2.40 / 30.11 ± 2.29,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.62,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,55.49 ± 4.52 / 55.94 ± 5.60,51.11 ± 1.67 / 42.66 ± 2.64,0.00 ± 0.00 / 33.46 ± 0.34,71.00 ± 2.00 / 42.71 ± 1.61,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,🤔,2.62,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,78.59 ± 1.19 / 78.09 ± 1.65,45.03 ± 1.70 / 32.25 ± 1.77,20.62 ± 1.43 / 60.28 ± 0.70,42.15 ± 0.65 / 22.70 ± 0.45,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.62,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,81.47 ± 1.08 / 82.62 ± 1.43,42.58 ± 1.35 / 33.10 ± 2.35,13.77 ± 2.58 / 45.87 ± 3.82,48.73 ± 1.64 / 27.04 ± 1.05,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.64,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,74.70 ± 3.10 / 78.55 ± 2.54,40.57 ± 1.55 / 28.00 ± 1.77,20.32 ± 4.41 / 58.23 ± 3.23,47.22 ± 1.76 / 24.63 ± 1.80,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.65,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,53.48 ± 1.83 / 50.73 ± 3.49,39.72 ± 1.27 / 30.12 ± 1.85,21.25 ± 5.87 / 46.76 ± 5.55,58.96 ± 2.42 / 36.69 ± 1.87,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,2.65,30677882880.0,131072.0,65536.0,✓,✗,✗,✓,48.08 ± 1.61 / 47.68 ± 2.71,46.87 ± 1.72 / 38.28 ± 1.77,16.78 ± 3.47 / 54.22 ± 3.89,59.64 ± 3.09 / 34.66 ± 2.53,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.67,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,90.50 ± 2.05 / 92.76 ± 1.47,26.84 ± 4.01 / 24.00 ± 3.61,12.26 ± 6.63 / 45.17 ± 5.39,57.40 ± 2.85 / 38.61 ± 2.47,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,2.71,?,256128.0,1048576.0,✓,✗,✗,✓,74.14 ± 2.00 / 70.06 ± 2.44,59.99 ± 1.76 / 42.83 ± 1.16,-0.39 ± 3.84 / 46.71 ± 2.06,42.44 ± 0.87 / 23.10 ± 1.01,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.72,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,87.70 ± 0.90 / 89.47 ± 0.85,45.06 ± 1.08 / 33.38 ± 2.01,33.17 ± 1.91 / 65.19 ± 1.31,17.03 ± 1.42 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.72,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,75.43 ± 1.38 / 72.53 ± 1.82,38.71 ± 3.45 / 27.55 ± 2.35,16.17 ± 2.73 / 57.47 ± 1.14,46.66 ± 2.08 / 27.40 ± 2.07,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.72,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,80.47 ± 0.78 / 80.88 ± 1.16,34.20 ± 1.20 / 24.51 ± 1.00,16.72 ± 1.42 / 55.71 ± 1.10,47.62 ± 1.38 / 24.19 ± 0.99,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,2.72,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,88.99 ± 1.49 / 90.38 ± 1.50,35.24 ± 1.00 / 24.88 ± 1.14,11.50 ± 2.20 / 46.58 ± 3.00,46.25 ± 2.46 / 26.10 ± 1.17,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.73,?,?,400000.0,✓,✗,✗,✓,78.34 ± 0.65 / 76.89 ± 0.70,44.34 ± 1.58 / 21.04 ± 0.90,13.36 ± 0.93 / 56.60 ± 0.47,43.69 ± 0.46 / 24.69 ± 0.54,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.74,?,?,1047576.0,✓,✗,✗,✓,77.41 ± 1.57 / 74.92 ± 1.54,38.02 ± 2.04 / 29.91 ± 1.55,26.93 ± 2.48 / 57.05 ± 1.82,37.55 ± 0.90 / 16.73 ± 0.87,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.75,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,73.88 ± 1.84 / 69.73 ± 2.72,35.66 ± 2.89 / 26.40 ± 1.70,17.21 ± 3.98 / 57.56 ± 1.82,46.81 ± 2.03 / 26.86 ± 2.12,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,2.76,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,87.19 ± 2.00 / 89.27 ± 2.29,30.94 ± 2.37 / 24.32 ± 2.20,7.79 ± 2.80 / 41.85 ± 3.34,48.44 ± 1.72 / 29.67 ± 1.39,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.79,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,79.06 ± 4.24 / 82.76 ± 3.78,36.52 ± 2.87 / 29.16 ± 2.27,0.00 ± 0.00 / 33.36 ± 0.27,56.22 ± 1.60 / 34.39 ± 1.82,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.84,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,73.57 ± 1.94 / 69.84 ± 3.50,27.15 ± 1.29 / 20.78 ± 1.43,18.82 ± 2.86 / 48.43 ± 4.70,46.22 ± 1.29 / 27.07 ± 0.84,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.84,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,88.73 ± 1.34 / 89.71 ± 1.42,28.72 ± 4.04 / 24.41 ± 3.54,32.64 ± 2.33 / 59.21 ± 1.97,25.94 ± 0.86 / 19.22 ± 0.93,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.85,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,76.50 ± 1.09 / 76.37 ± 1.84,31.90 ± 0.98 / 21.56 ± 1.38,12.27 ± 1.97 / 51.64 ± 2.47,48.29 ± 1.18 / 27.89 ± 0.76,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,2.86,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,80.80 ± 2.47 / 84.21 ± 1.87,26.36 ± 1.53 / 20.49 ± 1.02,17.88 ± 4.40 / 53.06 ± 2.84,44.11 ± 1.91 / 24.45 ± 1.37,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.87,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,78.75 ± 1.12 / 77.55 ± 1.97,41.35 ± 0.82 / 30.90 ± 1.74,23.95 ± 2.66 / 58.17 ± 2.91,21.89 ± 2.55 / 0.82 ± 0.58,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.91,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,72.23 ± 3.37 / 72.53 ± 4.93,27.95 ± 2.18 / 24.09 ± 1.32,1.16 ± 1.71 / 34.11 ± 1.48,56.37 ± 2.00 / 30.17 ± 1.77,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,2.96,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,83.30 ± 3.21 / 86.77 ± 2.51,35.12 ± 1.76 / 27.43 ± 2.16,0.22 ± 0.43 / 33.37 ± 0.27,43.89 ± 1.16 / 26.32 ± 1.25,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,2.99,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,42.00 ± 1.00 / 45.09 ± 0.97,39.26 ± 1.32 / 30.26 ± 1.01,8.65 ± 2.27 / 36.32 ± 0.99,54.31 ± 1.29 / 34.68 ± 1.06,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,2.99,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,74.31 ± 1.09 / 75.52 ± 1.28,34.08 ± 1.21 / 26.72 ± 0.96,10.32 ± 1.35 / 49.93 ± 1.42,39.73 ± 0.53 / 22.23 ± 0.85,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.00,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,77.76 ± 1.26 / 82.51 ± 1.04,41.49 ± 2.17 / 31.40 ± 1.82,9.00 ± 2.03 / 53.63 ± 0.99,29.42 ± 0.84 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.01,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,63.02 ± 1.61 / 71.11 ± 1.33,36.24 ± 1.44 / 31.05 ± 1.44,18.49 ± 2.23 / 53.59 ± 1.93,37.35 ± 3.30 / 16.20 ± 3.44,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.01,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,74.03 ± 0.67 / 77.28 ± 0.76,49.17 ± 1.20 / 39.88 ± 1.43,5.66 ± 2.22 / 51.81 ± 1.09,26.01 ± 0.55 / 0.00 ± 0.00,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
