<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,~~~<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>~~~,,~~~<a id=14 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>~~~,,<a id=16 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=17 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,~~~<a id=18 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>~~~,,<a id=20 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,,,,
"<a href='https://docs.x.ai/docs/models'>xai/grok-2-1212 (zero-shot, val)</a>",📝,-,?,?,?,131072.0,✓,✗,✗,✓,41.46 ± 2.01 / 41.24 ± 1.57,69.26 ± 1.90 / 60.05 ± 2.21,67.05 ± 3.68 / 56.45 ± 3.73,54.60 ± 2.76 / 74.00 ± 1.56,24.92 ± 3.51 / 51.17 ± 1.74,72.65 ± 1.02 / 39.39 ± 1.28,-,59.85 ± 2.73 / 70.39 ± 1.92,48.96 ± 2.75 / 61.25 ± 1.97,85.65 ± 3.33 / 88.44 ± 2.71,15.5.0.dev0,15.5.0.dev0,15.5.0.dev0,15.5.0.dev0,15.5.0.dev0,15.5.0.dev0,-,15.5.0.dev0,15.10.1.dev0,15.5.0.dev0
"xai/grok-3-beta (zero-shot, val)</a>",📝,-,?,?,?,131072.0,✓,✗,✗,✓,51.70 ± 2.47 / 63.20 ± 1.92,69.55 ± 2.61 / 50.16 ± 3.17,66.15 ± 3.19 / 44.50 ± 2.97,71.18 ± 3.03 / 85.38 ± 1.54,51.86 ± 2.41 / 75.63 ± 1.22,68.43 ± 0.66 / 36.16 ± 1.12,-,71.26 ± 1.68 / 78.83 ± 1.21,-,83.99 ± 3.68 / 87.03 ± 3.00,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,-,15.6.1.dev0,-,15.6.1.dev0
"xai/grok-3-mini-beta#high (zero-shot, val)</a>",🤔,-,?,?,?,131072.0,✓,✗,✗,✓,57.46 ± 2.54 / 68.84 ± 2.03,55.23 ± 2.88 / 45.57 ± 2.78,55.28 ± 3.58 / 45.92 ± 3.17,66.88 ± 2.81 / 82.79 ± 1.40,35.23 ± 3.68 / 63.60 ± 1.99,71.45 ± 0.71 / 44.25 ± 1.34,-,65.89 ± 3.05 / 75.08 ± 2.22,-,90.07 ± 2.44 / 91.88 ± 2.03,15.7.2,15.7.2,15.7.2,15.7.2,15.7.2,15.7.2,-,15.7.2,-,15.7.2
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,-,?,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,49.83 ± 3.05 / 61.60 ± 3.86,71.89 ± 1.90 / 67.01 ± 2.68,71.20 ± 1.28 / 66.71 ± 1.75,62.43 ± 0.57 / 79.21 ± 0.58,50.85 ± 3.86 / 72.72 ± 3.42,35.22 ± 2.92 / 0.00 ± 0.00,-,53.07 ± 1.35 / 64.18 ± 1.08,33.77 ± 1.15 / 49.71 ± 0.90,76.69 ± 0.97 / 81.15 ± 0.78,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,-,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/vesteinn/ScandiBERT'>vesteinn/ScandiBERT</a>,🔍,-,N/A,124548012.0,50005.0,514.0,✓,✗,(✓),✓,13.34 ± 9.43 / 30.10 ± 5.98,29.01 ± 19.57 / 30.54 ± 20.56,45.61 ± 22.81 / 47.74 ± 23.98,10.41 ± 13.68 / 41.18 ± 10.15,-0.11 ± 0.21 / 34.43 ± 2.10,5.42 ± 3.76 / 1.69 ± 1.14,-,-,-,-,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,-,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,-,5.15,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-,-,-,-,-,-,30.37 ± 0.16 / 34.54 ± 0.18,31.29 ± 1.44 / 48.89 ± 1.11,3.55 ± 1.16 / 27.08 ± 0.71,60.17 ± 1.57 / 67.59 ± 1.41,-,-,-,-,-,-,16.15.0.dev0,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-,?,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,50.13 ± 1.61 / 66.88 ± 0.96,50.95 ± 1.94 / 29.29 ± 1.11,53.47 ± 0.97 / 31.06 ± 1.86,42.63 ± 1.78 / 69.44 ± 1.53,29.17 ± 2.64 / 61.37 ± 2.45,68.40 ± 1.78 / 42.03 ± 2.30,-,34.72 ± 1.01 / 50.74 ± 0.89,6.01 ± 0.82 / 29.51 ± 0.60,66.23 ± 1.65 / 72.76 ± 1.37,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,-,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,-,?,1791080448.0,120818.0,262144.0,✓,✗,(✓),✓,24.94 ± 1.25 / 47.26 ± 0.83,32.71 ± 1.61 / 31.25 ± 1.51,29.22 ± 1.27 / 28.28 ± 1.18,4.52 ± 1.34 / 42.97 ± 1.01,1.78 ± 1.67 / 45.31 ± 1.86,17.99 ± 1.03 / 0.00 ± 0.00,-,0.00 ± 0.00 / 24.16 ± 0.48,0.00 ± 0.00 / 25.95 ± 0.67,0.00 ± 0.00 / 19.81 ± 0.56,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,-,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-,?,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,33.39 ± 1.32 / 54.48 ± 0.82,44.57 ± 2.57 / 36.98 ± 2.93,39.87 ± 2.56 / 33.79 ± 2.65,11.69 ± 2.13 / 55.12 ± 1.10,6.05 ± 1.06 / 50.77 ± 0.52,33.53 ± 0.71 / 0.00 ± 0.00,-,0.00 ± 0.00 / 24.16 ± 0.48,0.00 ± 0.00 / 25.95 ± 0.67,0.00 ± 0.00 / 19.81 ± 0.56,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,-,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/tiiuae/falcon-11B'>tiiuae/falcon-11B</a>,📝,-,?,11102822400.0,65024.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,22.89 ± 1.12 / 42.31 ± 0.92,0.79 ± 1.04 / 25.17 ± 0.76,41.18 ± 1.71 / 52.23 ± 1.33,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/timpal0l/Llama-3-8B-flashback-v1'>timpal0l/Llama-3-8B-flashback-v1</a>,🧠,-,N/A,8030261248.0,128256.0,8192.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,26.30 ± 1.49 / 44.24 ± 1.22,3.67 ± 0.76 / 28.00 ± 0.53,40.52 ± 1.97 / 51.69 ± 1.79,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,-,N/A,?,128000.0,4096.0,✓,✗,(✓),✓,54.31 ± 1.62 / 69.36 ± 1.39,59.40 ± 2.05 / 52.64 ± 1.76,59.13 ± 1.10 / 49.72 ± 2.91,40.68 ± 3.24 / 63.08 ± 3.34,25.97 ± 4.84 / 52.72 ± 6.00,73.92 ± 4.17 / 50.79 ± 6.06,-,39.34 ± 1.13 / 54.97 ± 0.82,13.31 ± 1.32 / 35.02 ± 0.99,70.04 ± 0.96 / 75.97 ± 0.79,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,-,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/timpal0l/Mistral-7B-v0.1-flashback-v2'>timpal0l/Mistral-7B-v0.1-flashback-v2</a>,📝,-,?,7241732096.0,32000.0,4096.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,2.17 ± 1.65 / 28.91 ± 2.52,-0.03 ± 0.87 / 25.14 ± 0.46,1.33 ± 2.00 / 20.43 ± 1.56,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-1.7B-Instruct'>utter-project/EuroLLM-1.7B-Instruct</a>,📝,-,?,1656850432.0,128000.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,1.60 ± 1.02 / 28.50 ± 1.27,0.63 ± 0.96 / 25.83 ± 0.65,0.30 ± 2.20 / 20.01 ± 1.48,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-1.7B'>utter-project/EuroLLM-1.7B</a>,🧠,-,N/A,?,128000.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,0.40 ± 0.69 / 24.27 ± 0.47,0.01 ± 0.01 / 25.95 ± 0.67,0.20 ± 0.39 / 19.82 ± 0.57,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,-,4.05,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,50.89 ± 0.76 / 66.98 ± 0.62,57.98 ± 1.60 / 39.81 ± 1.92,59.55 ± 1.41 / 40.20 ± 2.60,31.81 ± 4.69 / 53.12 ± 4.35,23.83 ± 6.15 / 50.66 ± 6.63,66.40 ± 1.57 / 37.96 ± 1.52,-,35.30 ± 0.90 / 51.32 ± 0.64,13.44 ± 0.73 / 34.80 ± 0.52,71.68 ± 1.10 / 77.16 ± 0.94,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,-,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-,N/A,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,-,-,-,-,-,-,-,34.18 ± 1.59 / 49.99 ± 1.23,2.44 ± 0.38 / 27.06 ± 0.32,57.51 ± 1.90 / 65.70 ± 1.52,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/mhenrichsen/danskgpt-tiny-chat'>mhenrichsen/danskgpt-tiny-chat</a>,📝,-,?,1100056576.0,32002.0,2048.0,✓,✗,(✓),✗,27.49 ± 3.13 / 48.00 ± 3.89,28.74 ± 4.18 / 28.29 ± 4.37,30.34 ± 6.08 / 30.02 ± 6.42,-2.17 ± 1.06 / 33.52 ± 0.37,0.26 ± 1.08 / 34.12 ± 0.45,-,-,4.38 ± 2.23 / 24.65 ± 0.78,0.48 ± 0.97 / 25.58 ± 0.74,0.28 ± 1.27 / 19.95 ± 1.17,9.1.2,9.1.2,9.1.2,9.1.2,9.1.2,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/microsoft/Phi-3-mini-128k-instruct'>microsoft/Phi-3-mini-128k-instruct</a>,📝,-,?,3821079552.0,32064.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,13.50 ± 0.97 / 35.50 ± 0.61,-2.96 ± 0.43 / 23.26 ± 0.34,22.65 ± 1.42 / 37.04 ± 1.23,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/microsoft/Phi-3-mini-4k-instruct'>microsoft/Phi-3-mini-4k-instruct</a>,📝,-,?,3821079552.0,32064.0,2047.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,15.97 ± 1.24 / 37.66 ± 0.73,-1.95 ± 0.61 / 23.83 ± 0.43,25.61 ± 1.88 / 39.92 ± 1.57,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/google/gemma-2-27b-it'>google/gemma-2-27b-it</a>,📝,-,?,27227128320.0,256000.0,8192.0,✓,✗,(✓),✓,67.35 ± 0.59 / 78.51 ± 0.48,64.41 ± 1.09 / 43.59 ± 2.13,62.91 ± 1.02 / 45.02 ± 2.76,60.47 ± 1.02 / 79.43 ± 0.71,48.87 ± 1.81 / 74.12 ± 1.02,70.06 ± 1.27 / 41.14 ± 1.58,-,46.13 ± 1.24 / 59.72 ± 0.94,19.38 ± 1.26 / 38.87 ± 0.98,77.68 ± 0.79 / 82.08 ± 0.64,15.5.0,15.6.1,15.6.1,15.6.1,15.6.1,15.6.1,-,15.6.1,15.10.1.dev0,15.6.1
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,-,?,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,0.69 ± 6.55 / 24.21 ± 4.11,58.34 ± 1.83 / 54.12 ± 1.70,56.77 ± 2.73 / 53.02 ± 2.30,13.80 ± 7.32 / 54.55 ± 4.73,-0.45 ± 6.11 / 44.52 ± 4.51,46.45 ± 10.49 / 26.81 ± 6.95,-,17.61 ± 3.96 / 34.36 ± 4.02,8.13 ± 3.68 / 30.60 ± 2.35,16.05 ± 7.72 / 27.53 ± 5.22,15.10.0,15.10.0,15.10.0,15.10.0,15.10.0,15.10.0,-,15.10.0,15.10.1.dev0,15.10.0
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,-,?,14659507200.0,100352.0,16384.0,✓,✗,(✓),✓,58.02 ± 1.21 / 70.73 ± 1.16,71.32 ± 2.01 / 56.33 ± 2.95,70.29 ± 1.04 / 57.53 ± 3.36,55.04 ± 1.68 / 77.37 ± 0.86,39.24 ± 1.70 / 69.16 ± 1.16,39.24 ± 2.39 / 0.00 ± 0.00,-,39.32 ± 1.02 / 55.43 ± 0.71,29.70 ± 1.59 / 47.08 ± 1.15,73.75 ± 0.96 / 78.94 ± 0.80,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,-,15.9.2,15.10.1.dev0,15.9.2
<a href='https://hf.co/mideind/IceBERT-igc'>mideind/IceBERT-igc</a>,🔍,-,N/A,124494162.0,50000.0,514.0,✓,✗,(✓),✗,9.97 ± 4.01 / 29.49 ± 3.70,66.81 ± 0.77 / 69.56 ± 0.68,64.04 ± 1.24 / 67.08 ± 1.11,1.87 ± 1.29 / 43.63 ± 4.21,-0.09 ± 1.74 / 39.63 ± 4.57,0.42 ± 0.60 / 0.26 ± 0.34,-,-,-,-,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,-,-,-,-
<a href='https://hf.co/mideind/IceBERT-large'>mideind/IceBERT-large</a>,🔍,-,N/A,406390946.0,50000.0,514.0,✓,✗,(✓),✗,9.34 ± 5.22 / 29.68 ± 4.58,74.15 ± 1.65 / 76.31 ± 1.43,70.22 ± 1.09 / 72.79 ± 1.00,1.47 ± 1.91 / 48.21 ± 1.54,0.93 ± 1.74 / 45.75 ± 3.52,24.32 ± 3.96 / 14.20 ± 2.37,-,-,-,-,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,-,-,-,-
<a href='https://hf.co/meta-llama/Meta-Llama-3-8B'>meta-llama/Meta-Llama-3-8B</a>,🧠,-,N/A,8030261248.0,128256.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,33.10 ± 1.14 / 49.85 ± 1.06,6.68 ± 1.26 / 30.11 ± 0.83,53.62 ± 1.62 / 62.39 ± 1.39,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/mideind/IceBERT-mC4-is'>mideind/IceBERT-mC4-is</a>,🔍,-,N/A,162944162.0,50000.0,514.0,✓,✗,(✓),✗,0.14 ± 0.74 / 21.84 ± 0.14,0.00 ± 0.00 / 0.00 ± 0.00,0.00 ± 0.00 / 0.00 ± 0.00,-0.74 ± 1.12 / 35.49 ± 3.06,0.00 ± 0.00 / 33.15 ± 0.32,0.00 ± 0.00 / 0.00 ± 0.00,-,-,-,-,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,15.9.2,-,-,-,-
<a href='https://hf.co/mideind/IceBERT'>mideind/IceBERT</a>,🔍,-,N/A,162944162.0,50000.0,514.0,✓,✗,(✓),✗,6.51 ± 5.17 / 27.07 ± 4.30,71.85 ± 0.58 / 74.39 ± 0.63,69.19 ± 0.76 / 72.13 ± 0.70,0.71 ± 1.14 / 34.77 ± 1.74,1.76 ± 1.89 / 37.22 ± 4.72,2.27 ± 2.15 / 1.16 ± 1.12,-,-,-,-,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,-,-,-,-
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,-,?,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,60.46 ± 1.06 / 73.55 ± 0.82,75.23 ± 0.91 / 64.25 ± 2.27,74.79 ± 1.86 / 64.38 ± 2.50,58.64 ± 1.53 / 78.65 ± 0.91,46.07 ± 1.75 / 71.64 ± 1.58,77.06 ± 3.14 / 50.58 ± 4.79,-,49.60 ± 1.50 / 62.52 ± 1.14,26.09 ± 0.95 / 44.35 ± 0.80,76.67 ± 1.46 / 81.27 ± 1.18,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,-,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,-,N/A,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,47.69 ± 2.47 / 61.74 ± 2.62,62.03 ± 1.46 / 53.17 ± 2.67,60.60 ± 2.38 / 54.71 ± 2.86,42.06 ± 3.00 / 68.88 ± 2.44,24.75 ± 2.81 / 53.37 ± 5.13,70.85 ± 5.11 / 47.06 ± 6.43,-,30.45 ± 0.77 / 48.65 ± 0.46,14.12 ± 1.08 / 35.61 ± 0.79,65.96 ± 1.18 / 72.66 ± 0.98,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/mistralai/Ministral-8B-Instruct-2410'>mistralai/Ministral-8B-Instruct-2410</a>,📝,-,?,8019808256.0,131072.0,32768.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,25.99 ± 1.29 / 44.08 ± 1.12,1.57 ± 1.25 / 26.67 ± 0.80,57.89 ± 1.54 / 65.71 ± 1.26,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.1'>mistralai/Mistral-7B-Instruct-v0.1</a>,📝,-,?,7241732096.0,32000.0,4096.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,16.73 ± 0.94 / 34.77 ± 0.80,1.32 ± 0.95 / 26.00 ± 0.68,19.13 ± 1.44 / 34.24 ± 1.10,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/mideind/IceBERT-xlmr-ic3'>mideind/IceBERT-xlmr-ic3</a>,🔍,-,N/A,278545702.0,250002.0,514.0,✓,✗,(✓),✗,29.18 ± 8.30 / 40.33 ± 5.70,79.84 ± 1.35 / 81.51 ± 1.15,73.51 ± 1.14 / 76.48 ± 0.88,5.28 ± 5.41 / 46.52 ± 6.20,3.15 ± 3.36 / 41.86 ± 5.78,13.27 ± 6.41 / 7.67 ± 3.71,-,-,-,-,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,-,-,-,-
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2</a>,📝,-,?,7241732096.0,32000.0,32768.0,✗,✗,(✓),✓,-,-,-,-,-,-,-,20.35 ± 1.44 / 38.96 ± 0.91,0.75 ± 1.27 / 26.11 ± 0.91,26.51 ± 2.06 / 39.06 ± 1.62,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/meta-llama/Meta-Llama-3-8B-Instruct'>meta-llama/Meta-Llama-3-8B-Instruct</a>,📝,-,?,8030261248.0,128256.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,32.12 ± 1.10 / 49.46 ± 0.83,7.18 ± 0.76 / 30.30 ± 0.61,58.32 ± 0.76 / 66.49 ± 0.61,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B-Instruct'>meta-llama/Meta-Llama-3-70B-Instruct</a>,📝,-,?,70553706496.0,128256.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,54.05 ± 0.77 / 65.75 ± 0.55,22.45 ± 1.06 / 41.48 ± 0.74,77.02 ± 0.73 / 81.55 ± 0.57,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf</a>,📝,-,?,6738417664.0,32000.0,4096.0,✓,✗,(✓),✓,29.62 ± 0.75 / 37.49 ± 0.65,45.09 ± 1.31 / 30.77 ± 1.10,46.82 ± 1.13 / 33.02 ± 1.37,7.63 ± 2.95 / 46.45 ± 5.09,4.60 ± 1.36 / 45.42 ± 3.49,49.83 ± 1.51 / 27.66 ± 1.16,-,7.53 ± 1.20 / 29.29 ± 1.53,0.02 ± 1.05 / 25.12 ± 0.49,4.91 ± 1.16 / 23.24 ± 0.73,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/meta-llama/Llama-2-7b-hf'>meta-llama/Llama-2-7b-hf</a>,📝,-,?,6738417664.0,32000.0,4096.0,✓,✗,(✓),✓,41.74 ± 2.25 / 57.91 ± 2.82,42.13 ± 3.82 / 37.17 ± 3.44,43.80 ± 2.85 / 37.48 ± 4.00,0.00 ± 0.00 / 33.41 ± 0.30,0.02 ± 0.04 / 33.88 ± 0.35,-,-,11.37 ± 1.43 / 32.60 ± 0.54,1.98 ± 0.74 / 26.78 ± 0.48,4.51 ± 2.09 / 22.78 ± 1.30,9.2.0,9.2.0,9.2.0,9.2.0,9.2.0,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-405B-Instruct-FP8'>meta-llama/Llama-3.1-405B-Instruct-FP8</a>,📝,-,?,405868625920.0,128256.0,131072.0,✓,✗,(✓),✓,64.42 ± 1.00 / 76.06 ± 0.78,82.10 ± 1.08 / 81.35 ± 1.09,81.44 ± 0.83 / 81.01 ± 1.43,65.57 ± 1.68 / 81.05 ± 1.11,49.78 ± 1.71 / 70.53 ± 1.67,73.24 ± 1.20 / 45.40 ± 1.45,-,65.71 ± 0.81 / 74.50 ± 0.64,41.20 ± 1.32 / 55.69 ± 0.96,82.30 ± 0.80 / 85.78 ± 0.65,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0,-,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-405B'>meta-llama/Llama-3.1-405B</a>,🧠,-,N/A,405853388800.0,128256.0,131072.0,✓,✗,(✓),✓,59.29 ± 1.45 / 70.98 ± 1.31,77.65 ± 1.61 / 75.25 ± 2.16,75.94 ± 1.30 / 73.63 ± 1.98,73.89 ± 1.48 / 86.89 ± 0.74,65.37 ± 2.60 / 82.26 ± 1.42,79.66 ± 3.88 / 56.82 ± 5.92,-,70.06 ± 0.82 / 77.88 ± 0.61,54.48 ± 1.30 / 65.79 ± 1.02,80.93 ± 1.01 / 84.69 ± 0.80,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,-,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-70B-Instruct'>meta-llama/Llama-3.1-70B-Instruct</a>,📝,-,?,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,40.59 ± 0.44 / 40.53 ± 0.29,79.86 ± 0.86 / 67.69 ± 1.93,80.18 ± 0.93 / 68.67 ± 3.23,56.73 ± 1.75 / 76.47 ± 1.37,37.64 ± 3.25 / 64.40 ± 3.15,74.92 ± 1.35 / 49.22 ± 2.20,-,55.18 ± 0.69 / 66.63 ± 0.47,28.44 ± 1.14 / 46.04 ± 0.84,78.14 ± 1.29 / 82.37 ± 1.06,15.3.1,15.3.1,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.10.1.dev0,15.3.1
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,-,22.5,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,-,-,-,-,-,-,31.34 ± 0.21 / 33.27 ± 0.39,32.65 ± 1.24 / 49.97 ± 0.91,9.99 ± 0.81 / 32.54 ± 0.59,61.73 ± 1.16 / 69.32 ± 0.92,-,-,-,-,-,-,16.15.0.dev0,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B'>meta-llama/Meta-Llama-3-70B</a>,🧠,-,N/A,70553706496.0,128256.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,-,56.04 ± 0.88 / 67.51 ± 0.62,28.99 ± 1.17 / 46.74 ± 0.85,77.27 ± 0.62 / 81.76 ± 0.51,-,-,-,-,-,-,-,15.2.0.dev0,15.10.1.dev0,15.2.0.dev0
