<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,~~~<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>~~~,,<a id=18 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,,
<a href='https://hf.co/ibm-granite/granite-20b-code-instruct'>ibm-granite/granite-20b-code-instruct</a>,📝,-,?,20066993152.0,49152.0,8192.0,✓,✗,(✓),✗,26.90 ± 1.11 / 42.14 ± 0.89,48.74 ± 1.68 / 32.30 ± 2.51,9.54 ± 1.65 / 49.99 ± 3.94,-,-,3.76 ± 1.93 / 25.95 ± 1.48,7.67 ± 2.02 / 38.84 ± 1.53,5.71 ± 1.43 / 28.24 ± 0.91,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0,-,-,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-base'>ibm-granite/granite-3.0-1b-a400m-base</a>,🧠,-,N/A,1384956928.0,49152.0,4096.0,✓,✗,(✓),✗,-,-,-,-,-,-,1.65 ± 3.42 / 33.77 ± 1.10,-,-,-,-,-,-,-,15.2.0.dev0,-
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07#minimal (zero-shot, val)</a>",🤔,-,?,?,100256.0,272000.0,✓,✗,✗,✓,48.95 ± 2.12 / 64.34 ± 1.42,50.50 ± 1.87 / 30.11 ± 1.69,46.17 ± 2.56 / 69.74 ± 1.30,-,-,90.51 ± 1.72 / 93.12 ± 1.22,94.61 ± 1.67 / 96.33 ± 1.17,61.92 ± 2.65 / 71.29 ± 2.04,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0,-,-,15.15.0.dev0,15.15.0.dev0,15.15.0.dev0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,-,N/A,278220290.0,251000.0,512.0,✓,✗,(✓),✓,-,-,-,18.30 ± 2.12 / 13.24 ± 1.72,-,-,-,-,-,-,-,16.3.0.dev0,-,-,-,-
<a href='https://hf.co/tiiuae/falcon-11B'>tiiuae/falcon-11B</a>,📝,-,?,11102822400.0,65024.0,8192.0,✓,✗,(✓),✓,-,-,-,-,-,-,41.07 ± 2.19 / 58.51 ± 1.72,-,-,-,-,-,-,-,15.2.0.dev0,-
<a href='https://hf.co/openai/gpt-oss-120b'>openai/gpt-oss-120b (val)</a>,🤔,-,?,120000000000.0,201088.0,131072.0,✓,✗,✗,✓,54.20 ± 1.80 / 68.59 ± 1.46,67.77 ± 1.56 / 56.62 ± 2.10,34.05 ± 6.97 / 64.90 ± 3.79,71.03 ± 1.54 / 53.37 ± 1.89,-,63.20 ± 4.36 / 72.34 ± 3.42,92.48 ± 3.62 / 94.67 ± 2.90,58.03 ± 1.97 / 68.52 ± 1.48,16.11.0,16.11.0,16.11.0,16.11.0,-,16.11.0,16.11.0,16.11.0
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b</a>,📝,-,?,1000000000.0,262144.0,32768.0,✓,✗,✗,✓,40.29 ± 1.91 / 59.77 ± 1.27,31.23 ± 1.29 / 23.71 ± 1.34,9.58 ± 2.53 / 50.39 ± 2.85,-,-,1.76 ± 1.72 / 24.76 ± 0.81,1.61 ± 1.93 / 30.91 ± 1.89,1.81 ± 1.62 / 26.36 ± 0.91,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,-,15.3.1,15.3.1,15.3.1
<a href='https://ollama.com/library/gemma3:27b-it-fp16'>ollama_chat/gemma3:27b-it-fp16</a>,📝,-,?,?,?,?,✓,✗,✗,✓,56.38 ± 1.59 / 70.85 ± 1.19,63.09 ± 1.90 / 50.67 ± 2.61,56.28 ± 1.84 / 77.57 ± 1.04,-,-,83.91 ± 1.57 / 87.91 ± 1.18,92.45 ± 1.42 / 94.93 ± 0.96,73.47 ± 1.04 / 79.96 ± 0.80,15.3.1,15.3.1,15.3.1,-,-,15.3.1,15.3.1,15.3.1
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M</a>,📝,-,?,27432062576.0,?,131072.0,✓,✗,✗,✓,57.01 ± 1.42 / 71.52 ± 0.88,-,62.90 ± 1.40 / 81.40 ± 0.69,-,-,-,-,-,15.7.0.dev0,-,15.7.0.dev0,-,-,-,-,-
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M (val)</a>,📝,-,?,27400000000.0,262144.0,128000.0,✓,✗,✗,✓,56.02 ± 2.06 / 70.33 ± 1.66,62.83 ± 1.93 / 55.69 ± 3.19,54.27 ± 2.85 / 76.19 ± 1.68,-,-,76.66 ± 4.74 / 82.81 ± 3.54,89.71 ± 3.50 / 92.89 ± 2.54,67.86 ± 2.31 / 75.62 ± 1.87,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0,-,-,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0
<a href='https://ollama.com/library/gemma3:4b-it-q4_K_M'>ollama_chat/gemma3:4b-it-q4_K_M</a>,📝,-,?,4299915632.0,?,131072.0,✓,✗,✗,✓,50.34 ± 1.27 / 64.31 ± 1.37,54.40 ± 1.74 / 35.28 ± 2.14,31.91 ± 1.81 / 63.12 ± 1.52,-,-,44.92 ± 1.84 / 57.20 ± 1.36,54.07 ± 2.04 / 69.03 ± 1.37,22.35 ± 2.25 / 40.77 ± 2.12,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0,-,-,15.6.1.dev0,15.6.1.dev0,15.6.1.dev0
<a href='https://ollama.com/library/hf.co'>ollama_chat/hf.co/google/gemma-3-4b-it-qat-q4_0-gguf</a>,📝,-,?,3880099328.0,?,131072.0,✓,✗,✗,✓,50.48 ± 1.50 / 65.30 ± 0.99,55.62 ± 2.52 / 39.42 ± 2.18,29.14 ± 2.15 / 56.05 ± 2.06,-,-,44.03 ± 1.47 / 56.73 ± 1.15,53.91 ± 3.58 / 69.09 ± 2.35,26.54 ± 1.61 / 44.08 ± 1.35,15.6.1,15.6.1,15.6.1,-,-,15.6.1,15.6.1,15.6.1
<a href='https://ollama.com/library/phi4:14b-q4_K_M'>ollama_chat/phi4:14b-q4_K_M (val)</a>,📝,-,?,14700000000.0,100352.0,16384.0,✓,✗,✗,✓,53.25 ± 2.78 / 68.18 ± 2.04,59.76 ± 1.23 / 50.19 ± 1.99,49.64 ± 5.18 / 73.84 ± 3.01,-,-,59.43 ± 6.84 / 70.00 ± 5.42,90.35 ± 3.34 / 93.56 ± 2.22,63.86 ± 2.52 / 72.30 ± 2.07,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0,-,-,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-commercial-v0.4'>openGPT-X/Teuken-7B-instruct-commercial-v0.4</a>,📝,-,?,7452725248.0,250680.0,4096.0,✓,✗,(✓),✗,14.75 ± 4.12 / 25.11 ± 3.97,32.16 ± 2.42 / 23.20 ± 1.89,0.00 ± 0.00 / 33.49 ± 0.27,-,-,-,37.06 ± 2.56 / 52.48 ± 2.40,-,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,-,-,15.2.0.dev0,-
<a href='https://hf.co/openGPT-X/Teuken-7B-instruct-research-v0.4'>openGPT-X/Teuken-7B-instruct-research-v0.4</a>,📝,-,?,7452725248.0,250680.0,4096.0,✗,✗,(✓),✗,-,-,-,-,-,-,32.20 ± 3.18 / 51.45 ± 2.44,-,-,-,-,-,-,-,15.2.0.dev0,-
<a href='https://hf.co/timpal0l/Llama-3-8B-flashback-v1'>timpal0l/Llama-3-8B-flashback-v1</a>,🧠,-,N/A,8030261248.0,128256.0,8192.0,✓,✗,(✓),✗,-,-,-,-,-,-,57.37 ± 2.65 / 71.20 ± 1.76,-,-,-,-,-,-,-,15.2.0.dev0,-
<a href='https://hf.co/openai-community/gpt2-large'>openai-community/gpt2-large</a>,🧠,-,N/A,811778816.0,50257.0,1024.0,✓,✗,(✓),✗,1.44 ± 2.92 / 20.92 ± 3.43,8.78 ± 1.99 / 10.31 ± 1.39,0.58 ± 1.48 / 36.39 ± 3.90,-,-,0.04 ± 1.77 / 24.75 ± 1.06,0.06 ± 1.73 / 25.71 ± 4.81,0.00 ± 0.00 / 25.54 ± 0.64,15.4.1,15.4.1,15.4.1,-,-,15.4.1,15.4.1,15.4.1
<a href='https://hf.co/openai-community/gpt2'>openai-community/gpt2</a>,🧠,-,N/A,137022720.0,50257.0,1024.0,✓,✗,(✓),✗,3.67 ± 1.96 / 21.95 ± 2.66,7.67 ± 1.48 / 8.42 ± 1.00,-0.63 ± 1.56 / 37.65 ± 3.32,-,-,0.55 ± 1.08 / 24.12 ± 1.34,0.68 ± 2.70 / 32.08 ± 4.71,0.00 ± 0.00 / 25.54 ± 0.64,15.4.1,15.4.1,15.4.1,-,-,15.4.1,15.4.1,15.4.1
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-,N/A,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,-,-,-,82.34 ± 0.75 / 67.94 ± 0.72,-,-,68.42 ± 1.98 / 78.72 ± 1.34,-,-,-,-,16.3.0.dev0,-,-,15.2.0.dev0,-
<a href='https://hf.co/timpal0l/Mistral-7B-v0.1-flashback-v2'>timpal0l/Mistral-7B-v0.1-flashback-v2</a>,📝,-,?,7241732096.0,32000.0,4096.0,✓,✗,(✓),✗,-,-,-,-,-,-,21.47 ± 2.72 / 42.65 ± 1.97,-,-,-,-,-,-,-,15.2.0.dev0,-
<a href='https://hf.co/openai-community/gpt2-medium'>openai-community/gpt2-medium</a>,🧠,-,N/A,379988992.0,50257.0,1024.0,✓,✗,(✓),✗,2.29 ± 2.64 / 20.47 ± 3.44,7.64 ± 1.90 / 8.70 ± 1.52,-0.88 ± 1.17 / 36.89 ± 2.41,-,-,0.46 ± 1.50 / 25.40 ± 0.92,1.18 ± 3.05 / 32.27 ± 4.96,0.00 ± 0.00 / 25.54 ± 0.64,15.4.1,15.4.1,15.4.1,-,-,15.4.1,15.4.1,15.4.1
<a href='https://hf.co/ssmits/Falcon2-5.5B-multilingual'>ssmits/Falcon2-5.5B-multilingual</a>,📝,-,?,5465415680.0,65024.0,8192.0,✓,✓,(✓),✗,-,-,-,-,-,-,4.89 ± 2.87 / 37.16 ± 0.67,-,-,-,-,-,-,-,15.2.0.dev0,-
<a href='https://hf.co/stabilityai/stablelm-2-1_6b'>stabilityai/stablelm-2-1_6b</a>,🧠,-,N/A,1644515328.0,100352.0,4096.0,✓,✗,(✓),✗,-,-,-,-,-,-,19.62 ± 2.42 / 45.43 ± 1.38,-,-,-,-,-,-,-,15.2.0.dev0,-
<a href='https://hf.co/stabilityai/stablelm-zephyr-3b'>stabilityai/stablelm-zephyr-3b</a>,📝,-,?,2795443200.0,50304.0,2048.0,✗,✗,(✓),✗,1.22 ± 3.01 / 22.90 ± 1.74,-,-,-,-,-,-,-,9.3.2,-,-,-,-,-,-,-
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,-,N/A,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,54.83 ± 2.43 / 69.27 ± 2.14,49.26 ± 2.21 / 37.72 ± 3.63,54.66 ± 3.57 / 76.04 ± 2.21,79.56 ± 1.37 / 64.59 ± 1.63,-,75.48 ± 1.51 / 81.45 ± 1.14,81.27 ± 1.93 / 87.45 ± 1.31,38.08 ± 3.57 / 50.64 ± 3.09,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,-,19.97,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,42.57 ± 2.53 / 62.29 ± 1.82,51.14 ± 1.62 / 28.86 ± 1.58,16.93 ± 2.51 / 42.21 ± 2.35,70.56 ± 0.71 / 51.51 ± 0.52,-,40.42 ± 1.95 / 55.37 ± 1.51,50.07 ± 0.98 / 66.44 ± 0.61,33.95 ± 4.12 / 49.32 ± 3.29,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-,14.14,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,39.24 ± 8.61 / 54.21 ± 9.36,46.27 ± 1.93 / 26.33 ± 1.63,0.00 ± 0.00 / 33.36 ± 0.27,13.91 ± 0.65 / 0.04 ± 0.05,-,49.95 ± 2.18 / 61.30 ± 1.71,66.27 ± 2.76 / 76.51 ± 2.30,31.55 ± 3.83 / 46.63 ± 3.80,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,-,?,1791080448.0,120818.0,262144.0,✓,✗,(✓),✓,23.49 ± 1.58 / 47.17 ± 1.39,23.58 ± 1.92 / 20.07 ± 1.21,-0.59 ± 1.52 / 35.22 ± 0.38,-,-,0.00 ± 0.00 / 22.38 ± 1.18,0.00 ± 0.00 / 36.67 ± 1.50,0.00 ± 0.00 / 25.54 ± 0.64,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,-,-,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct</a>,🤔,-,?,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,36.06 ± 1.33 / 56.87 ± 0.81,48.78 ± 1.73 / 39.34 ± 1.86,-2.03 ± 1.83 / 34.52 ± 0.52,-,-,0.00 ± 0.00 / 22.38 ± 1.18,0.00 ± 0.00 / 36.67 ± 1.50,0.00 ± 0.00 / 25.54 ± 0.64,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,-,-,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-,?,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,33.69 ± 1.57 / 56.05 ± 1.06,32.35 ± 1.48 / 25.98 ± 1.62,0.86 ± 1.58 / 33.81 ± 0.30,39.12 ± 0.38 / 0.00 ± 0.00,-,0.00 ± 0.00 / 22.38 ± 1.18,0.00 ± 0.00 / 36.67 ± 1.50,0.00 ± 0.00 / 25.54 ± 0.64,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,-,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-,N/A,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,44.15 ± 2.57 / 52.99 ± 3.97,39.98 ± 2.27 / 27.93 ± 2.05,34.14 ± 2.72 / 66.16 ± 1.22,74.67 ± 0.98 / 56.05 ± 1.50,-,67.56 ± 1.54 / 75.27 ± 1.18,76.10 ± 1.95 / 84.04 ± 1.28,31.08 ± 2.95 / 47.27 ± 2.45,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
"<a href='https://www.ordbogen.ai/docs/models/odin-large'>ordbogen/odin-large (zero-shot, val)</a>",🤔,-,20.71,?,?,202752.0,✓,✗,✗,✓,52.08 ± 1.87 / 62.32 ± 1.30,62.52 ± 1.30 / 45.70 ± 1.40,59.63 ± 2.51 / 79.24 ± 1.23,75.59 ± 1.12 / 55.54 ± 1.09,-,82.15 ± 3.84 / 86.41 ± 3.13,97.35 ± 1.60 / 98.22 ± 1.09,74.08 ± 1.41 / 80.51 ± 1.07,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
"<a href='https://www.ordbogen.ai/docs/models/odin-medium'>ordbogen/odin-medium (zero-shot, val)</a>",🤔,-,?,?,?,131072.0,✓,✗,✗,✓,52.70 ± 1.52 / 66.04 ± 1.02,64.65 ± 1.32 / 51.45 ± 2.09,53.98 ± 3.73 / 74.36 ± 2.18,69.69 ± 1.08 / 53.17 ± 1.19,-,62.69 ± 2.68 / 71.88 ± 1.83,96.05 ± 1.26 / 97.33 ± 0.87,50.63 ± 2.06 / 62.97 ± 1.56,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-,N/A,117654272.0,250037.0,512.0,✓,✗,(✓),✗,-,-,-,0.19 ± 0.38 / 0.10 ± 0.20,-,-,-,-,-,-,-,16.3.0.dev0,-,-,-,-
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-,N/A,470927360.0,501153.0,512.0,✓,✗,(✓),✗,-,-,-,28.39 ± 1.78 / 22.07 ± 1.49,-,-,-,-,-,-,-,16.3.0.dev0,-,-,-,-
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-,64.3,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,52.35 ± 1.30 / 68.67 ± 0.88,57.96 ± 2.32 / 42.37 ± 4.59,33.45 ± 3.38 / 63.21 ± 3.61,81.65 ± 0.74 / 63.34 ± 1.22,-,59.35 ± 1.09 / 69.39 ± 0.92,68.45 ± 1.60 / 78.65 ± 1.06,57.82 ± 2.15 / 68.12 ± 1.73,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,-,0.29,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,51.96 ± 1.50 / 67.74 ± 0.95,58.99 ± 1.49 / 35.73 ± 3.14,37.02 ± 2.96 / 64.81 ± 3.00,26.32 ± 1.00 / 0.00 ± 0.00,-,59.55 ± 1.56 / 69.28 ± 1.17,70.63 ± 1.30 / 80.15 ± 0.86,49.33 ± 1.45 / 61.53 ± 1.13,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,-,N/A,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,18.78 ± 4.63 / 27.32 ± 3.94,55.01 ± 2.16 / 37.09 ± 1.78,44.32 ± 3.12 / 70.16 ± 3.04,80.51 ± 1.28 / 65.62 ± 1.56,-,60.55 ± 2.25 / 70.32 ± 1.75,80.09 ± 2.36 / 86.34 ± 1.62,13.29 ± 1.87 / 32.76 ± 1.95,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,-,20.55,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,54.89 ± 1.01 / 70.01 ± 0.54,60.82 ± 2.36 / 40.34 ± 1.96,57.84 ± 1.51 / 77.99 ± 0.78,26.00 ± 1.02 / 0.04 ± 0.05,-,74.54 ± 1.76 / 80.78 ± 1.30,80.89 ± 1.69 / 87.12 ± 1.11,60.64 ± 2.88 / 70.00 ± 2.33,16.10.0,16.10.0,16.10.0,16.10.0,-,16.10.0,16.10.0,16.10.0
<a href='https://ollama.com/library/gemma3:12b-it-q4_K_M'>ollama_chat/gemma3:12b-it-q4_K_M (val)</a>,📝,-,?,12200000000.0,262144.0,128000.0,✓,✗,✗,✓,56.18 ± 2.79 / 70.45 ± 2.07,62.09 ± 1.87 / 42.38 ± 2.81,46.82 ± 4.23 / 72.05 ± 2.07,-,-,68.61 ± 3.88 / 75.94 ± 3.30,85.03 ± 1.76 / 90.00 ± 1.21,65.97 ± 3.38 / 74.30 ± 2.54,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,-,-,15.3.0.dev0,15.3.0.dev0,15.3.0.dev0
<a href='https://ollama.com/library/gemma3:12b-it-fp16'>ollama_chat/gemma3:12b-it-fp16 (val)</a>,📝,-,?,12187325040.0,262144.0,128000.0,✓,✗,✗,✓,53.65 ± 2.89 / 68.82 ± 2.06,62.70 ± 2.00 / 42.41 ± 2.82,44.48 ± 4.01 / 70.52 ± 2.03,-,-,68.10 ± 3.71 / 75.94 ± 2.82,83.89 ± 2.14 / 89.22 ± 1.42,64.95 ± 3.07 / 73.55 ± 2.36,15.3.1,15.3.1,15.3.1,-,-,15.3.1,15.3.1,15.3.1
<a href='https://hf.co/mideind/IceBERT-ic3'>mideind/IceBERT-ic3</a>,🔍,-,N/A,162944162.0,50000.0,514.0,✓,✗,(✓),✗,17.50 ± 2.97 / 35.18 ± 3.68,43.59 ± 2.50 / 41.23 ± 2.07,1.05 ± 1.49 / 43.88 ± 3.50,-,-,-,-,-,15.8.2,15.8.2,15.8.2,-,-,-,-,-
<a href='https://hf.co/mideind/IceBERT-igc'>mideind/IceBERT-igc</a>,🔍,-,N/A,124494162.0,50000.0,514.0,✓,✗,(✓),✗,20.08 ± 2.34 / 40.13 ± 2.89,40.07 ± 1.63 / 37.95 ± 1.87,1.77 ± 1.97 / 47.79 ± 2.33,-,-,-,-,-,15.8.2,15.9.0.dev0,15.8.2,-,-,-,-,-
<a href='https://hf.co/mideind/IceBERT-large'>mideind/IceBERT-large</a>,🔍,-,N/A,406390946.0,50000.0,514.0,✓,✗,(✓),✗,20.52 ± 2.10 / 40.02 ± 2.88,47.57 ± 2.65 / 44.23 ± 2.13,2.91 ± 2.28 / 48.46 ± 3.54,-,-,-,-,-,15.8.2,15.8.2,15.8.2,-,-,-,-,-
<a href='https://hf.co/mideind/IceBERT-mC4-is'>mideind/IceBERT-mC4-is</a>,🔍,-,N/A,162944162.0,50000.0,514.0,✓,✗,(✓),✗,7.51 ± 6.01 / 24.57 ± 5.37,0.04 ± 0.07 / 0.03 ± 0.06,0.12 ± 0.24 / 33.30 ± 0.28,-,-,-,-,-,15.8.2,15.8.2,15.8.2,-,-,-,-,-
<a href='https://hf.co/mideind/IceBERT-xlmr-ic3'>mideind/IceBERT-xlmr-ic3</a>,🔍,-,N/A,278545702.0,250002.0,514.0,✓,✗,(✓),✗,32.48 ± 4.92 / 50.96 ± 5.99,53.82 ± 2.00 / 51.83 ± 1.72,7.20 ± 5.17 / 46.17 ± 5.93,-,-,-,-,-,15.8.2,15.8.2,15.8.2,-,-,-,-,-
<a href='https://hf.co/mideind/IceBERT'>mideind/IceBERT</a>,🔍,-,N/A,162944162.0,50000.0,514.0,✓,✗,(✓),✗,18.21 ± 0.85 / 36.17 ± 1.18,44.28 ± 2.39 / 41.46 ± 2.08,0.15 ± 0.31 / 36.03 ± 3.39,-,-,-,-,-,15.8.2,15.8.2,15.8.2,-,-,-,-,-
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,-,20.34,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,-,-,-,73.11 ± 0.58 / 55.15 ± 0.87,36.62 ± 0.26 / 41.27 ± 0.19,-,75.49 ± 1.76 / 83.56 ± 1.22,-,-,-,-,16.3.0.dev0,16.15.0.dev0,-,15.2.0.dev0,-
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,-,N/A,?,128000.0,4096.0,✓,✗,(✓),✓,49.50 ± 2.12 / 64.19 ± 2.07,44.70 ± 1.82 / 34.13 ± 2.46,49.72 ± 2.89 / 73.21 ± 2.42,79.43 ± 0.82 / 64.45 ± 0.95,-,66.66 ± 1.11 / 74.80 ± 0.86,81.44 ± 2.37 / 87.43 ± 1.67,36.89 ± 1.58 / 51.98 ± 1.27,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,16.3.0.dev0,-,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,-,N/A,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,48.01 ± 1.98 / 62.30 ± 1.97,48.72 ± 1.72 / 36.81 ± 3.27,33.23 ± 4.60 / 62.96 ± 4.12,79.06 ± 1.46 / 64.12 ± 1.81,-,63.07 ± 1.15 / 72.35 ± 0.86,63.83 ± 2.46 / 74.95 ± 1.69,35.02 ± 5.21 / 50.12 ± 4.14,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,-,?,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,55.98 ± 2.06 / 70.64 ± 1.65,63.74 ± 1.45 / 48.02 ± 3.33,54.86 ± 0.87 / 77.07 ± 0.51,82.72 ± 1.27 / 66.06 ± 1.87,-,77.69 ± 1.22 / 83.25 ± 0.93,86.80 ± 1.29 / 91.03 ± 0.89,72.52 ± 0.84 / 79.20 ± 0.62,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.4.0.dev0,-,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,-,?,14659507200.0,100352.0,16384.0,✓,✗,(✓),✓,54.95 ± 1.42 / 70.24 ± 0.98,60.47 ± 1.99 / 42.32 ± 2.72,49.20 ± 2.56 / 72.80 ± 2.18,-,-,75.61 ± 1.47 / 81.72 ± 1.10,79.18 ± 1.89 / 85.94 ± 1.25,60.21 ± 1.06 / 69.55 ± 0.83,15.9.2,15.9.2,15.9.2,-,-,15.9.2,15.9.2,15.9.2
