<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.71,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,87.79 ± 2.36 / 93.57 ± 1.38,34.80 ± 0.83 / 31.45 ± 0.89,13.95 ± 1.52 / 46.49 ± 2.35,71.05 ± 1.22 / 52.29 ± 1.85,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.72,?,128000.0,4096.0,✓,✗,(✓),✓,42.82 ± 9.41 / 60.60 ± 7.93,38.65 ± 1.02 / 38.06 ± 0.94,33.97 ± 2.48 / 64.92 ± 2.21,73.58 ± 1.12 / 55.30 ± 1.03,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.73,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,95.13 ± 1.84 / 97.49 ± 1.00,34.68 ± 1.87 / 33.98 ± 1.77,3.84 ± 3.20 / 34.27 ± 1.16,73.24 ± 1.01 / 54.12 ± 1.08,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,2.74,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,78.66 ± 2.76 / 88.26 ± 1.76,43.16 ± 0.80 / 39.97 ± 0.75,14.56 ± 1.71 / 51.61 ± 1.04,61.37 ± 1.09 / 42.21 ± 1.41,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.74,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,94.60 ± 1.20 / 97.26 ± 0.64,43.56 ± 0.95 / 36.45 ± 1.12,20.32 ± 2.19 / 52.22 ± 2.37,36.93 ± 5.48 / 12.64 ± 4.43,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.74,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,53.20 ± 9.90 / 68.85 ± 7.60,42.71 ± 0.75 / 41.42 ± 0.73,15.29 ± 2.16 / 42.04 ± 2.71,77.57 ± 0.80 / 59.89 ± 1.24,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.75,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,89.13 ± 1.57 / 94.46 ± 0.81,30.83 ± 1.17 / 29.90 ± 1.14,17.80 ± 3.40 / 57.56 ± 1.70,68.14 ± 0.82 / 44.53 ± 1.12,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.75,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,83.02 ± 1.46 / 91.07 ± 0.81,40.11 ± 0.90 / 36.86 ± 0.87,18.18 ± 1.51 / 50.69 ± 0.97,58.45 ± 0.56 / 35.42 ± 0.93,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.75,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,87.95 ± 0.72 / 93.90 ± 0.38,33.69 ± 0.69 / 29.37 ± 0.75,20.00 ± 1.11 / 56.90 ± 2.72,63.38 ± 1.29 / 43.71 ± 1.27,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/OpenLLM-Ro/RoMistral-7b-Instruct-DPO'>OpenLLM-Ro/RoMistral-7b-Instruct-DPO</a>,📝,2.75,7248023552.0,32768.0,32768.0,✗,✗,(✓),✗,96.04 ± 0.41 / 98.01 ± 0.20,35.87 ± 0.91 / 30.45 ± 0.98,7.32 ± 1.04 / 40.42 ± 1.49,65.97 ± 1.26 / 44.57 ± 1.72,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.76,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,90.70 ± 1.50 / 95.20 ± 0.83,35.77 ± 0.98 / 34.45 ± 0.93,8.96 ± 2.08 / 50.67 ± 2.60,70.61 ± 1.01 / 48.88 ± 1.84,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.79,?,?,400000.0,✓,✗,✗,✓,90.78 ± 0.95 / 95.15 ± 0.52,35.68 ± 0.62 / 23.06 ± 0.40,12.54 ± 1.76 / 54.74 ± 0.88,61.57 ± 0.64 / 29.82 ± 0.93,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.80,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,90.36 ± 2.16 / 95.10 ± 1.09,33.96 ± 1.85 / 29.89 ± 1.80,9.61 ± 5.13 / 39.88 ± 2.68,64.77 ± 2.33 / 42.58 ± 2.33,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.81,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,92.67 ± 2.73 / 96.31 ± 1.37,30.84 ± 3.46 / 29.78 ± 3.19,7.44 ± 4.87 / 51.77 ± 3.12,70.13 ± 2.37 / 51.50 ± 3.08,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.81,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,23.87 ± 2.75 / 44.31 ± 2.13,43.68 ± 0.86 / 43.13 ± 0.98,34.53 ± 2.69 / 65.31 ± 2.23,74.08 ± 1.17 / 53.79 ± 1.22,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.82,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,90.30 ± 1.84 / 95.07 ± 0.93,33.45 ± 2.16 / 29.47 ± 1.97,9.68 ± 4.81 / 39.62 ± 2.25,64.81 ± 2.25 / 42.88 ± 2.37,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.85,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,92.05 ± 0.88 / 95.97 ± 0.46,33.54 ± 1.68 / 32.69 ± 1.51,7.42 ± 3.29 / 45.13 ± 5.11,65.10 ± 1.42 / 48.14 ± 0.88,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.86,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,95.67 ± 0.50 / 97.82 ± 0.26,42.36 ± 1.34 / 38.35 ± 1.11,25.24 ± 2.42 / 59.33 ± 3.03,21.97 ± 0.72 / 0.13 ± 0.07,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.86,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,93.87 ± 0.76 / 96.87 ± 0.41,42.18 ± 0.67 / 34.76 ± 0.71,29.42 ± 1.84 / 63.90 ± 1.01,21.04 ± 0.82 / 0.40 ± 0.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.88,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,93.32 ± 2.53 / 96.51 ± 1.38,40.96 ± 1.06 / 30.96 ± 0.82,0.00 ± 0.00 / 33.30 ± 0.27,54.46 ± 8.59 / 36.18 ± 7.50,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.88,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,86.26 ± 0.94 / 92.97 ± 0.52,34.87 ± 1.04 / 33.91 ± 0.99,12.24 ± 2.10 / 51.91 ± 2.07,59.51 ± 1.18 / 40.64 ± 1.12,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.88,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,85.88 ± 0.78 / 92.80 ± 0.41,35.12 ± 1.02 / 34.02 ± 0.96,11.99 ± 1.70 / 50.67 ± 1.95,59.89 ± 1.31 / 39.11 ± 1.58,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.90,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,93.73 ± 0.73 / 96.86 ± 0.37,18.79 ± 1.06 / 17.20 ± 1.03,29.51 ± 2.36 / 64.74 ± 1.18,59.32 ± 1.12 / 37.10 ± 1.60,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.91,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,84.93 ± 4.11 / 91.76 ± 2.48,32.69 ± 1.16 / 32.76 ± 1.20,3.43 ± 1.39 / 45.26 ± 4.51,71.54 ± 1.09 / 54.55 ± 0.95,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,2.95,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,92.60 ± 1.65 / 96.24 ± 0.86,29.31 ± 0.78 / 24.79 ± 0.86,6.10 ± 4.25 / 39.01 ± 2.01,64.29 ± 1.41 / 41.34 ± 1.97,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,2.98,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,88.79 ± 0.75 / 94.33 ± 0.39,30.95 ± 1.11 / 29.48 ± 0.96,6.60 ± 1.90 / 38.98 ± 2.91,60.62 ± 1.04 / 44.90 ± 1.65,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.02,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,81.35 ± 1.51 / 90.03 ± 0.98,32.21 ± 1.19 / 31.50 ± 1.17,8.61 ± 1.46 / 46.47 ± 1.72,59.29 ± 1.57 / 40.40 ± 1.14,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.04,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,75.77 ± 1.50 / 87.55 ± 0.82,35.23 ± 0.66 / 30.57 ± 0.50,18.46 ± 3.18 / 58.77 ± 1.59,43.46 ± 0.88 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,3.04,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,94.48 ± 0.71 / 97.18 ± 0.37,9.56 ± 1.28 / 9.88 ± 1.27,45.49 ± 2.73 / 71.32 ± 1.53,40.92 ± 1.04 / 27.76 ± 1.02,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,3.06,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,95.47 ± 0.93 / 97.71 ± 0.48,37.37 ± 0.98 / 33.82 ± 1.63,16.64 ± 2.75 / 42.61 ± 2.83,20.73 ± 0.84 / 0.02 ± 0.04,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,3.14,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,94.18 ± 0.72 / 97.08 ± 0.36,36.88 ± 1.07 / 33.42 ± 1.08,9.16 ± 2.14 / 46.01 ± 0.85,25.93 ± 1.92 / 4.18 ± 2.20,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.15,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,88.99 ± 2.02 / 94.26 ± 1.16,38.96 ± 0.97 / 37.25 ± 0.91,17.80 ± 3.54 / 51.76 ± 5.23,14.15 ± 0.96 / 0.02 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,3.16,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,28.19 ± 9.92 / 49.63 ± 7.30,34.35 ± 1.35 / 32.34 ± 1.27,16.77 ± 2.75 / 48.92 ± 3.42,70.45 ± 1.09 / 52.86 ± 1.41,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.22,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,94.77 ± 0.64 / 97.38 ± 0.32,20.75 ± 0.62 / 20.53 ± 0.67,1.79 ± 1.09 / 34.24 ± 1.53,58.15 ± 1.52 / 41.23 ± 1.76,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.22,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,64.64 ± 9.34 / 79.83 ± 6.49,36.83 ± 0.84 / 35.33 ± 0.90,0.89 ± 0.75 / 33.82 ± 0.73,52.11 ± 2.20 / 33.77 ± 2.33,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,3.22,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,94.02 ± 0.97 / 96.91 ± 0.52,12.86 ± 2.63 / 11.97 ± 2.19,29.49 ± 2.64 / 63.75 ± 1.50,36.40 ± 0.92 / 27.74 ± 0.82,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.24,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,88.61 ± 1.13 / 94.10 ± 0.62,42.03 ± 0.80 / 37.10 ± 0.91,8.22 ± 2.00 / 39.24 ± 2.51,12.09 ± 0.86 / 0.02 ± 0.04,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.24,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,87.44 ± 0.98 / 93.60 ± 0.54,35.27 ± 0.82 / 34.35 ± 0.87,12.41 ± 1.99 / 53.81 ± 0.95,22.70 ± 0.99 / 0.47 ± 0.24,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.25,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,78.86 ± 1.15 / 88.74 ± 0.69,30.46 ± 0.58 / 26.10 ± 0.91,1.17 ± 1.99 / 34.15 ± 0.47,51.48 ± 1.01 / 28.94 ± 0.95,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.29,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,72.36 ± 2.13 / 85.71 ± 1.19,22.18 ± 1.08 / 21.42 ± 0.96,3.66 ± 3.13 / 50.69 ± 1.73,61.76 ± 1.33 / 38.83 ± 1.15,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.29,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,66.18 ± 1.17 / 82.98 ± 0.62,36.85 ± 0.55 / 33.55 ± 0.66,7.45 ± 1.91 / 52.49 ± 0.96,38.01 ± 0.44 / 0.00 ± 0.00,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.30,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,63.65 ± 2.35 / 78.27 ± 1.88,27.45 ± 0.76 / 25.90 ± 0.92,0.85 ± 1.45 / 35.24 ± 0.91,62.74 ± 1.00 / 42.96 ± 1.13,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.31,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,73.97 ± 4.57 / 85.16 ± 3.14,29.77 ± 2.24 / 29.48 ± 2.14,0.19 ± 0.75 / 34.23 ± 1.26,51.36 ± 1.56 / 37.64 ± 1.54,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,3.31,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,81.67 ± 1.20 / 90.60 ± 0.67,34.66 ± 0.53 / 30.77 ± 0.72,7.17 ± 1.58 / 50.56 ± 1.95,25.54 ± 1.59 / 1.80 ± 0.38,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.32,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,86.54 ± 0.75 / 93.24 ± 0.38,33.82 ± 0.76 / 31.00 ± 0.66,10.26 ± 1.89 / 53.97 ± 1.21,17.96 ± 0.86 / 0.29 ± 0.13,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.33,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,62.14 ± 1.82 / 80.93 ± 0.90,34.47 ± 0.87 / 31.50 ± 0.73,12.30 ± 2.81 / 54.69 ± 1.36,37.23 ± 0.85 / 0.00 ± 0.00,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.34,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,19.39 ± 5.15 / 42.93 ± 3.42,36.56 ± 0.93 / 33.49 ± 0.98,8.55 ± 1.88 / 44.45 ± 1.97,68.65 ± 0.97 / 48.23 ± 1.32,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,3.41,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,94.67 ± 1.59 / 97.27 ± 0.86,36.00 ± 1.56 / 31.74 ± 1.48,0.00 ± 0.00 / 33.30 ± 0.27,12.25 ± 0.64 / 0.07 ± 0.07,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.43,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,65.83 ± 3.85 / 81.50 ± 2.60,32.78 ± 1.05 / 29.99 ± 0.98,4.78 ± 1.28 / 43.80 ± 2.66,29.85 ± 5.06 / 15.06 ± 4.39,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.44,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,45.78 ± 5.72 / 63.33 ± 4.78,33.52 ± 0.36 / 30.92 ± 0.52,0.86 ± 1.64 / 33.70 ± 0.57,54.17 ± 1.37 / 38.18 ± 1.60,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.45,751632384.0,151936.0,40960.0,✓,✗,✗,✓,65.36 ± 4.17 / 80.47 ± 3.41,28.24 ± 0.83 / 27.04 ± 0.94,1.96 ± 1.45 / 42.10 ± 4.13,43.80 ± 1.92 / 27.85 ± 1.45,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.45,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,70.43 ± 10.15 / 81.99 ± 7.22,38.87 ± 0.97 / 33.33 ± 1.31,4.26 ± 2.51 / 38.78 ± 4.43,11.56 ± 1.69 / 1.42 ± 0.52,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.45,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,94.34 ± 0.70 / 97.15 ± 0.37,25.40 ± 1.16 / 24.46 ± 1.10,8.53 ± 1.38 / 47.07 ± 1.70,17.25 ± 0.47 / 0.02 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.46,117654272.0,250037.0,512.0,✓,✗,(✓),✗,69.53 ± 1.47 / 84.47 ± 0.84,51.66 ± 2.01 / 52.03 ± 1.97,0.09 ± 1.25 / 47.14 ± 2.44,0.00 ± 0.00 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.50,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,86.03 ± 2.73 / 92.77 ± 1.61,15.99 ± 2.65 / 15.82 ± 2.70,0.72 ± 1.84 / 45.47 ± 1.23,45.88 ± 3.02 / 32.67 ± 2.39,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.51,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,45.67 ± 7.19 / 69.06 ± 6.16,46.70 ± 3.47 / 46.52 ± 3.62,0.80 ± 1.27 / 43.17 ± 5.20,18.38 ± 1.56 / 12.17 ± 1.49,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.55,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,59.45 ± 10.89 / 73.69 ± 8.55,23.17 ± 1.46 / 23.11 ± 1.41,1.78 ± 2.09 / 42.34 ± 3.75,49.41 ± 1.33 / 35.15 ± 1.10,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.55,108867577.0,84985.0,512.0,✓,✗,(✓),✗,18.70 ± 5.37 / 54.37 ± 4.83,65.37 ± 0.58 / 65.27 ± 0.55,2.23 ± 1.47 / 42.94 ± 5.33,0.28 ± 0.37 / 0.16 ± 0.26,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.57,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,78.52 ± 8.09 / 88.01 ± 6.06,30.01 ± 1.08 / 26.77 ± 0.72,5.53 ± 1.75 / 48.42 ± 2.86,13.24 ± 0.52 / 0.02 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
