<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.47,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,35.46 ± 0.88 / 57.33 ± 0.68,57.35 ± 1.19 / 57.35 ± 1.19,19.87 ± 1.63 / 50.28 ± 2.12,55.00 ± 1.85 / 35.51 ± 2.11,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.47,?,32002.0,32768.0,✗,✗,(✓),✗,38.03 ± 2.49 / 55.99 ± 3.25,55.57 ± 2.40 / 55.57 ± 2.40,8.56 ± 1.11 / 52.32 ± 1.38,65.49 ± 0.79 / 41.74 ± 1.45,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.48,278044162.0,250002.0,512.0,✓,✗,(✓),✗,47.54 ± 1.71 / 64.44 ± 1.09,80.33 ± 0.84 / 80.33 ± 0.84,2.31 ± 2.61 / 50.41 ± 1.42,19.58 ± 1.57 / 13.25 ± 1.51,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.49,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,44.67 ± 2.01 / 52.62 ± 1.79,48.21 ± 2.92 / 48.21 ± 2.92,11.66 ± 5.13 / 43.34 ± 5.00,59.33 ± 1.65 / 36.28 ± 1.87,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,2.49,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,38.38 ± 1.55 / 57.59 ± 1.27,51.52 ± 2.37 / 51.52 ± 2.37,16.61 ± 1.49 / 55.88 ± 1.41,60.49 ± 1.21 / 40.17 ± 0.95,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.50,14765947904.0,151665.0,131072.0,✓,✗,(✓),✗,37.42 ± 1.59 / 58.22 ± 1.24,65.33 ± 1.63 / 65.33 ± 1.63,32.91 ± 2.38 / 61.17 ± 2.46,23.82 ± 0.43 / 0.00 ± 0.00,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.51,574602505.0,250300.0,512.0,✓,✗,(✓),✓,27.79 ± 3.63 / 49.99 ± 3.44,73.18 ± 1.09 / 73.18 ± 1.09,23.16 ± 14.95 / 56.48 ± 10.88,32.64 ± 1.49 / 23.84 ± 1.18,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.52,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,36.53 ± 1.63 / 54.90 ± 2.01,55.71 ± 4.04 / 55.71 ± 4.04,6.95 ± 1.72 / 44.02 ± 2.14,63.68 ± 1.00 / 46.88 ± 1.15,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.53,?,?,400000.0,✓,✗,✗,✓,32.75 ± 1.90 / 54.88 ± 1.20,54.37 ± 0.95 / 54.37 ± 0.95,12.20 ± 2.20 / 53.71 ± 1.09,62.63 ± 0.66 / 32.78 ± 0.97,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.53,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,30.90 ± 1.36 / 53.22 ± 0.95,62.49 ± 0.85 / 62.49 ± 0.85,18.03 ± 2.90 / 52.69 ± 1.57,52.51 ± 0.70 / 34.08 ± 0.76,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.56,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,15.09 ± 2.51 / 24.12 ± 2.79,59.14 ± 3.27 / 59.14 ± 3.27,34.65 ± 7.86 / 61.13 ± 7.06,60.54 ± 0.99 / 39.09 ± 1.60,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.56,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,3.19 ± 2.05 / 16.75 ± 0.46,67.46 ± 0.99 / 67.46 ± 0.99,27.99 ± 3.96 / 49.78 ± 2.91,71.90 ± 1.11 / 53.86 ± 1.22,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,2.57,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,34.76 ± 1.62 / 56.55 ± 1.16,59.02 ± 0.65 / 59.02 ± 0.65,11.04 ± 1.16 / 42.91 ± 1.63,54.61 ± 0.77 / 34.21 ± 1.33,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.58,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,45.57 ± 1.72 / 63.26 ± 1.03,59.21 ± 1.52 / 59.21 ± 1.52,23.94 ± 1.33 / 55.92 ± 1.93,19.23 ± 1.85 / 1.37 ± 1.26,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.61,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,37.95 ± 1.60 / 54.66 ± 1.45,49.44 ± 2.03 / 49.44 ± 2.03,15.66 ± 1.89 / 56.92 ± 1.21,56.13 ± 2.01 / 35.80 ± 2.53,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.61,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,39.83 ± 1.34 / 46.58 ± 0.91,50.19 ± 4.69 / 50.19 ± 4.69,8.02 ± 1.75 / 47.24 ± 4.49,56.25 ± 1.33 / 39.31 ± 1.73,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,2.61,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,31.41 ± 1.47 / 54.27 ± 0.90,62.66 ± 0.85 / 62.66 ± 0.85,11.83 ± 1.61 / 49.53 ± 1.24,50.25 ± 0.98 / 32.79 ± 1.26,16.9.0.dev0,16.10.1.dev0,16.9.0.dev0,16.10.1.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.64,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,9.25 ± 2.37 / 20.24 ± 2.01,59.05 ± 2.08 / 59.05 ± 2.08,31.94 ± 5.95 / 60.91 ± 6.00,65.05 ± 1.84 / 46.28 ± 2.24,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.64,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,10.27 ± 3.28 / 20.40 ± 1.96,63.58 ± 1.60 / 63.58 ± 1.60,18.03 ± 1.73 / 57.47 ± 1.81,73.23 ± 0.61 / 53.36 ± 0.71,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.66,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,31.91 ± 4.68 / 52.22 ± 3.01,51.49 ± 2.58 / 51.49 ± 2.58,3.89 ± 3.19 / 36.79 ± 1.31,63.57 ± 1.61 / 41.81 ± 1.87,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.67,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,40.50 ± 1.38 / 58.56 ± 1.05,58.43 ± 1.48 / 58.43 ± 1.48,13.77 ± 1.78 / 40.93 ± 1.86,37.08 ± 7.64 / 10.97 ± 7.21,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.69,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,33.77 ± 3.66 / 53.09 ± 2.38,50.78 ± 2.13 / 50.78 ± 2.13,2.30 ± 3.25 / 35.94 ± 1.01,63.71 ± 1.67 / 42.56 ± 2.41,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.73,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,35.52 ± 3.12 / 56.79 ± 2.34,57.46 ± 2.21 / 57.46 ± 2.21,19.34 ± 2.46 / 49.70 ± 3.82,26.14 ± 1.98 / 4.69 ± 2.07,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.73,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,31.61 ± 1.79 / 53.04 ± 1.17,52.59 ± 1.58 / 52.59 ± 1.58,32.33 ± 2.78 / 62.92 ± 1.80,30.02 ± 0.80 / 23.47 ± 0.59,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.79,?,128000.0,4096.0,✓,✗,(✓),✓,0.00 ± 0.00 / 16.56 ± 0.20,57.92 ± 2.60 / 57.92 ± 2.60,34.54 ± 2.55 / 64.62 ± 3.31,66.35 ± 1.27 / 46.64 ± 1.44,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.79,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,24.87 ± 1.50 / 49.05 ± 1.13,47.92 ± 1.60 / 47.92 ± 1.60,10.02 ± 3.88 / 54.27 ± 1.77,62.26 ± 1.30 / 39.11 ± 1.08,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.82,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,0.20 ± 1.35 / 15.84 ± 0.64,63.55 ± 1.49 / 63.55 ± 1.49,19.36 ± 2.54 / 45.25 ± 2.79,69.54 ± 1.30 / 49.45 ± 1.72,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.82,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,42.47 ± 2.64 / 56.60 ± 1.78,56.03 ± 1.91 / 56.03 ± 1.91,20.94 ± 1.94 / 54.41 ± 2.83,14.23 ± 0.67 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.84,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,18.74 ± 7.05 / 31.16 ± 6.12,52.57 ± 2.41 / 52.57 ± 2.41,13.56 ± 2.29 / 53.86 ± 2.69,58.62 ± 1.52 / 38.80 ± 2.03,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.86,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,27.34 ± 3.99 / 48.19 ± 2.54,47.58 ± 4.54 / 47.58 ± 4.54,3.56 ± 3.76 / 38.07 ± 2.52,64.87 ± 1.67 / 45.97 ± 2.07,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,2.86,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,29.01 ± 4.38 / 50.87 ± 3.20,46.79 ± 2.43 / 46.79 ± 2.43,10.93 ± 4.54 / 46.58 ± 3.87,50.76 ± 1.88 / 30.95 ± 1.53,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,2.90,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,24.30 ± 3.68 / 43.35 ± 1.78,43.08 ± 2.92 / 43.08 ± 2.92,10.21 ± 5.22 / 45.39 ± 3.73,58.02 ± 1.62 / 37.87 ± 1.69,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.92,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,22.82 ± 2.46 / 37.00 ± 1.76,54.38 ± 3.38 / 54.38 ± 3.38,0.00 ± 0.00 / 33.30 ± 0.27,61.95 ± 1.63 / 44.09 ± 1.62,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.94,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,15.81 ± 3.12 / 26.38 ± 2.87,55.76 ± 3.81 / 55.76 ± 3.81,5.30 ± 3.88 / 35.93 ± 2.94,59.52 ± 1.82 / 40.13 ± 2.42,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.95,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,31.41 ± 1.71 / 51.45 ± 1.40,58.71 ± 1.81 / 58.71 ± 1.81,10.97 ± 2.53 / 45.67 ± 3.48,25.07 ± 1.70 / 3.46 ± 1.60,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.02,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,20.10 ± 2.12 / 40.93 ± 2.97,51.07 ± 1.13 / 51.07 ± 1.13,7.74 ± 1.22 / 48.98 ± 1.75,52.07 ± 0.61 / 33.28 ± 0.69,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.02,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,19.85 ± 2.20 / 40.41 ± 2.82,51.99 ± 1.17 / 51.99 ± 1.17,6.85 ± 1.60 / 48.05 ± 1.62,51.67 ± 0.52 / 31.02 ± 0.82,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.04,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,20.04 ± 2.19 / 39.26 ± 3.10,50.97 ± 2.47 / 50.97 ± 2.47,5.46 ± 2.34 / 45.75 ± 2.30,49.88 ± 1.29 / 31.56 ± 1.08,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.09,117654272.0,250037.0,512.0,✓,✗,(✓),✗,39.96 ± 3.16 / 59.35 ± 2.18,65.38 ± 1.39 / 65.38 ± 1.39,0.43 ± 1.22 / 48.30 ± 1.69,0.00 ± 0.00 / 0.00 ± 0.00,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.09,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,35.06 ± 3.10 / 53.82 ± 2.30,54.71 ± 1.42 / 54.71 ± 1.42,10.23 ± 3.40 / 45.61 ± 5.47,13.81 ± 1.26 / 0.04 ± 0.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.13,108867577.0,84985.0,512.0,✓,✗,(✓),✗,25.17 ± 1.47 / 46.94 ± 2.71,76.76 ± 0.99 / 76.76 ± 0.99,1.62 ± 0.86 / 43.66 ± 4.84,0.04 ± 0.06 / 0.04 ± 0.05,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.13,751632384.0,151936.0,40960.0,✓,✗,✗,✓,26.36 ± 0.86 / 44.53 ± 0.91,47.79 ± 0.29 / 47.79 ± 0.29,4.02 ± 0.85 / 44.87 ± 0.51,39.79 ± 0.43 / 24.72 ± 0.54,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,3.13,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,31.41 ± 1.20 / 52.96 ± 1.11,49.39 ± 1.05 / 49.39 ± 1.05,9.36 ± 1.20 / 53.51 ± 1.16,25.14 ± 1.10 / 2.37 ± 1.23,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,3.14,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,15.30 ± 2.14 / 31.94 ± 1.68,52.57 ± 1.60 / 52.57 ± 1.60,3.69 ± 1.45 / 42.14 ± 3.51,50.18 ± 0.99 / 34.17 ± 1.18,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.15,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,28.89 ± 1.06 / 52.56 ± 0.72,51.22 ± 0.87 / 51.22 ± 0.87,9.52 ± 2.05 / 41.82 ± 1.97,18.43 ± 0.57 / 0.18 ± 0.09,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.15,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,8.13 ± 5.54 / 26.76 ± 5.08,57.20 ± 1.49 / 57.20 ± 1.49,3.01 ± 2.19 / 37.77 ± 3.96,45.78 ± 4.82 / 28.68 ± 3.77,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,3.16,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,29.34 ± 3.35 / 41.69 ± 4.00,44.00 ± 3.82 / 44.00 ± 3.82,2.13 ± 1.41 / 42.75 ± 4.40,35.70 ± 1.97 / 23.39 ± 1.71,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.18,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,0.00 ± 0.00 / 15.41 ± 0.34,54.58 ± 1.66 / 54.58 ± 1.66,7.00 ± 1.69 / 36.70 ± 0.99,64.80 ± 0.95 / 47.01 ± 1.21,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.19,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,23.29 ± 1.11 / 48.47 ± 0.55,48.37 ± 1.18 / 48.37 ± 1.18,5.89 ± 2.60 / 51.54 ± 1.23,35.16 ± 0.66 / 0.00 ± 0.00,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.20,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,21.23 ± 2.45 / 42.99 ± 2.52,53.46 ± 1.68 / 53.46 ± 1.68,9.14 ± 1.23 / 53.86 ± 0.97,24.08 ± 0.69 / 1.42 ± 0.53,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.21,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,19.86 ± 1.56 / 44.26 ± 0.97,51.11 ± 1.00 / 51.11 ± 1.00,2.90 ± 2.77 / 50.72 ± 1.36,37.22 ± 0.46 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.26,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,19.89 ± 1.75 / 46.77 ± 1.20,49.67 ± 1.68 / 49.67 ± 1.68,5.90 ± 2.12 / 51.21 ± 1.02,33.74 ± 0.76 / 0.00 ± 0.00,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.30,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,26.37 ± 4.50 / 41.25 ± 5.15,54.17 ± 1.14 / 54.17 ± 1.14,4.07 ± 1.31 / 41.60 ± 3.19,12.58 ± 1.37 / 0.12 ± 0.17,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.34,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,27.84 ± 2.41 / 49.99 ± 2.39,47.16 ± 8.17 / 47.13 ± 8.15,0.50 ± 0.99 / 40.12 ± 5.06,18.05 ± 1.44 / 10.61 ± 1.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.36,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,24.99 ± 1.13 / 47.34 ± 1.86,55.74 ± 3.44 / 55.74 ± 3.44,-0.06 ± 1.28 / 47.21 ± 2.59,11.47 ± 1.15 / 5.06 ± 0.95,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.37,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,29.52 ± 1.83 / 51.93 ± 1.40,46.22 ± 7.91 / 46.27 ± 7.86,1.35 ± 1.46 / 45.69 ± 3.23,13.53 ± 1.84 / 7.27 ± 1.24,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.37,93990500.0,65636.0,512.0,✓,✗,(✓),✓,25.16 ± 1.86 / 48.08 ± 1.99,59.45 ± 1.13 / 59.45 ± 1.13,2.65 ± 0.77 / 49.52 ± 1.68,1.72 ± 1.12 / 0.81 ± 0.55,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.38,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,34.03 ± 1.09 / 54.16 ± 1.23,37.35 ± 1.62 / 37.35 ± 1.62,7.03 ± 1.49 / 47.00 ± 1.63,15.50 ± 0.38 / 0.04 ± 0.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.40,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,19.70 ± 1.48 / 41.65 ± 1.55,49.74 ± 0.99 / 49.74 ± 0.99,4.33 ± 1.76 / 49.46 ± 1.85,22.43 ± 2.39 / 7.09 ± 1.89,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.41,751632384.0,151936.0,40960.0,✓,✗,✗,✓,22.95 ± 2.94 / 43.11 ± 4.63,43.35 ± 2.02 / 43.35 ± 2.02,2.56 ± 1.34 / 44.01 ± 4.83,26.57 ± 1.89 / 13.78 ± 1.34,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
