<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.36,278225673.0,251000.0,512.0,✓,✗,(✓),✓,29.79 ± 19.11 / 42.53 ± 7.39,74.21 ± 1.78 / 74.21 ± 1.78,65.91 ± 1.33 / 81.53 ± 0.86,12.16 ± 1.74 / 8.16 ± 1.21,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.36,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,57.35 ± 2.18 / 61.91 ± 1.63,64.23 ± 1.72 / 64.23 ± 1.72,9.92 ± 1.92 / 38.32 ± 1.50,66.03 ± 0.67 / 43.15 ± 0.73,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.37,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,55.23 ± 2.70 / 60.07 ± 1.40,66.48 ± 2.46 / 66.48 ± 2.46,7.09 ± 3.75 / 37.58 ± 2.61,68.07 ± 1.41 / 51.30 ± 1.37,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.37,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,44.71 ± 4.03 / 57.95 ± 2.33,76.16 ± 1.84 / 76.16 ± 1.84,0.00 ± 0.00 / 32.87 ± 0.49,73.70 ± 1.00 / 48.18 ± 2.10,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.40,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,44.82 ± 7.12 / 59.23 ± 2.94,72.32 ± 2.19 / 72.32 ± 2.19,0.00 ± 0.00 / 33.36 ± 0.27,78.20 ± 1.26 / 57.24 ± 2.16,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.40,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,58.95 ± 4.40 / 59.84 ± 3.11,66.39 ± 1.30 / 66.39 ± 1.30,-0.57 ± 0.57 / 32.85 ± 0.48,68.75 ± 0.45 / 41.57 ± 1.42,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.41,278044162.0,250002.0,512.0,✓,✗,(✓),✗,50.99 ± 13.11 / 51.92 ± 5.49,83.02 ± 0.83 / 83.02 ± 0.83,26.63 ± 13.16 / 60.39 ± 6.89,15.39 ± 4.20 / 10.39 ± 2.97,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.41,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,39.86 ± 3.72 / 54.05 ± 3.28,73.68 ± 2.35 / 73.68 ± 2.35,0.00 ± 0.00 / 32.87 ± 0.49,74.16 ± 0.78 / 50.17 ± 1.70,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.42,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,67.07 ± 1.98 / 61.43 ± 1.86,66.44 ± 1.46 / 66.44 ± 1.46,0.00 ± 0.00 / 33.36 ± 0.27,54.98 ± 3.07 / 35.17 ± 2.79,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-E4B-it'>google/gemma-4-E4B-it (val)</a>,📝,2.43,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,58.65 ± 1.84 / 60.08 ± 1.33,63.74 ± 1.55 / 63.74 ± 1.55,0.00 ± 0.00 / 32.87 ± 0.49,67.74 ± 0.82 / 38.47 ± 1.52,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,2.45,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,47.59 ± 2.23 / 56.70 ± 1.31,64.93 ± 1.29 / 64.93 ± 1.29,4.34 ± 1.42 / 33.88 ± 0.44,70.42 ± 0.78 / 45.01 ± 0.65,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.47,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,58.38 ± 2.67 / 61.85 ± 0.86,61.54 ± 3.44 / 61.54 ± 3.44,0.00 ± 0.00 / 33.36 ± 0.27,66.35 ± 1.98 / 43.91 ± 3.76,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,2.47,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,66.46 ± 1.77 / 64.49 ± 1.52,61.31 ± 3.76 / 61.31 ± 3.76,0.00 ± 0.00 / 33.36 ± 0.27,60.88 ± 0.89 / 43.16 ± 2.21,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.49,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,44.08 ± 3.42 / 61.14 ± 1.07,68.26 ± 4.34 / 68.26 ± 4.34,0.00 ± 0.00 / 33.36 ± 0.27,72.97 ± 1.21 / 55.51 ± 1.53,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.50,7849978192.0,262400.0,8192.0,✓,✗,(✓),✓,46.00 ± 1.47 / 59.32 ± 0.74,65.04 ± 1.79 / 65.04 ± 1.79,5.18 ± 2.08 / 34.16 ± 0.60,70.22 ± 1.62 / 42.44 ± 2.86,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,2.50,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,50.21 ± 2.86 / 58.70 ± 1.25,56.79 ± 2.32 / 56.79 ± 2.32,13.96 ± 1.42 / 52.71 ± 1.99,67.21 ± 0.99 / 44.79 ± 1.18,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.52,140645001.0,256000.0,8192.0,✓,✗,(✓),✓,35.84 ± 7.48 / 46.16 ± 3.56,68.97 ± 1.73 / 68.97 ± 1.73,49.97 ± 3.54 / 74.82 ± 1.72,22.64 ± 1.22 / 15.19 ± 1.26,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.53,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,58.44 ± 2.51 / 58.44 ± 1.38,68.06 ± 1.72 / 68.06 ± 1.72,16.38 ± 6.06 / 47.76 ± 6.83,27.25 ± 4.21 / 4.63 ± 2.53,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.57,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,45.51 ± 3.55 / 55.62 ± 2.37,63.06 ± 2.62 / 63.06 ± 2.62,0.00 ± 0.00 / 33.36 ± 0.27,74.93 ± 0.90 / 57.85 ± 1.23,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,2.57,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,55.83 ± 2.21 / 56.58 ± 2.16,63.32 ± 1.76 / 63.32 ± 1.76,1.16 ± 1.59 / 45.17 ± 3.03,58.04 ± 1.35 / 41.97 ± 1.29,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,2.59,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,43.77 ± 3.26 / 46.28 ± 3.54,63.93 ± 2.48 / 63.93 ± 2.48,0.00 ± 0.00 / 32.87 ± 0.49,71.96 ± 0.59 / 45.26 ± 1.61,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.60,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,51.89 ± 6.20 / 55.76 ± 4.40,60.48 ± 1.65 / 60.48 ± 1.65,0.00 ± 0.00 / 32.87 ± 0.49,65.38 ± 0.82 / 33.18 ± 2.00,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.61,12187325040.0,262144.0,8192.0,✓,✗,(✓),✓,52.23 ± 1.64 / 61.07 ± 0.90,68.67 ± 2.69 / 68.67 ± 2.69,0.00 ± 0.00 / 33.36 ± 0.27,52.05 ± 10.95 / 28.93 ± 9.71,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.64,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,43.46 ± 2.04 / 57.98 ± 0.70,58.57 ± 2.24 / 58.57 ± 2.24,12.47 ± 1.20 / 55.57 ± 0.82,62.05 ± 0.89 / 39.10 ± 1.94,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,2.65,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,49.84 ± 7.62 / 59.31 ± 3.66,61.57 ± 3.14 / 61.57 ± 3.14,0.00 ± 0.00 / 32.87 ± 0.96,61.19 ± 1.69 / 39.83 ± 3.14,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.66,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,42.56 ± 2.00 / 57.31 ± 0.91,58.34 ± 2.26 / 58.34 ± 2.26,11.48 ± 1.62 / 54.96 ± 1.05,60.53 ± 0.85 / 34.37 ± 1.77,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/OpenLLM-Ro/RoGemma2-9b-Instruct-DPO'>OpenLLM-Ro/RoGemma2-9b-Instruct-DPO</a>,📝,2.71,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,55.72 ± 1.34 / 55.79 ± 1.79,56.87 ± 2.23 / 56.87 ± 2.23,0.53 ± 1.04 / 33.45 ± 0.36,56.52 ± 1.17 / 30.84 ± 1.86,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,2.72,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,52.23 ± 2.61 / 52.87 ± 2.16,54.85 ± 2.40 / 54.85 ± 2.40,0.00 ± 0.00 / 33.36 ± 0.27,64.42 ± 0.91 / 47.54 ± 0.85,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.72,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,24.98 ± 4.01 / 45.82 ± 7.99,67.53 ± 1.65 / 67.53 ± 1.65,0.00 ± 0.00 / 33.36 ± 0.27,80.41 ± 0.59 / 62.67 ± 0.80,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,2.74,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,54.64 ± 2.99 / 53.10 ± 2.38,57.50 ± 0.89 / 57.50 ± 0.89,8.93 ± 2.82 / 53.89 ± 1.47,43.27 ± 0.74 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.76,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,53.23 ± 2.08 / 58.74 ± 1.32,68.48 ± 2.14 / 68.48 ± 2.14,4.18 ± 2.42 / 34.16 ± 0.70,28.89 ± 8.89 / 7.34 ± 5.49,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,2.76,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,42.12 ± 3.18 / 57.78 ± 1.40,58.39 ± 2.19 / 58.39 ± 2.19,10.34 ± 1.43 / 54.36 ± 1.07,52.87 ± 4.44 / 33.15 ± 3.21,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.77,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,62.70 ± 3.01 / 64.57 ± 1.87,64.30 ± 2.32 / 64.30 ± 2.32,-0.22 ± 0.42 / 33.36 ± 0.27,28.75 ± 4.11 / 7.56 ± 3.93,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,2.79,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,21.51 ± 7.03 / 39.62 ± 8.83,64.15 ± 1.90 / 64.15 ± 1.90,12.14 ± 2.66 / 52.09 ± 4.13,59.93 ± 1.25 / 40.50 ± 1.20,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.85,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,15.80 ± 2.37 / 31.37 ± 4.27,67.41 ± 2.15 / 67.41 ± 2.15,0.00 ± 0.00 / 33.36 ± 0.27,76.85 ± 1.28 / 54.18 ± 3.29,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,2.87,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,46.08 ± 5.06 / 56.33 ± 1.51,57.54 ± 3.17 / 57.54 ± 3.17,0.00 ± 0.00 / 32.87 ± 0.96,50.51 ± 2.04 / 24.40 ± 1.84,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.87,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,28.64 ± 4.36 / 52.48 ± 2.84,68.03 ± 1.58 / 68.03 ± 1.58,0.00 ± 0.00 / 33.36 ± 0.27,46.57 ± 4.26 / 28.37 ± 3.57,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.90,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,56.55 ± 2.44 / 58.25 ± 1.59,62.11 ± 1.34 / 62.11 ± 1.34,6.08 ± 3.82 / 35.86 ± 2.55,19.06 ± 0.82 / 0.27 ± 0.27,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,2.90,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,58.64 ± 1.18 / 60.34 ± 1.72,66.23 ± 2.44 / 66.23 ± 2.44,1.05 ± 2.07 / 33.60 ± 0.58,16.53 ± 1.15 / 1.52 ± 0.59,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,2.91,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,55.79 ± 1.32 / 58.22 ± 1.43,69.77 ± 1.58 / 69.77 ± 1.58,0.00 ± 0.00 / 33.36 ± 0.27,15.98 ± 0.51 / 0.04 ± 0.05,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,2.93,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,48.84 ± 2.72 / 48.51 ± 1.69,60.39 ± 1.55 / 60.39 ± 1.55,14.13 ± 3.45 / 51.14 ± 1.63,17.23 ± 1.14 / 7.34 ± 0.96,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.93,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,15.22 ± 4.25 / 22.34 ± 3.84,64.00 ± 3.27 / 64.00 ± 3.27,0.00 ± 0.00 / 33.36 ± 0.27,72.27 ± 1.62 / 49.26 ± 4.33,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,2.94,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,11.54 ± 3.14 / 38.18 ± 1.81,65.09 ± 2.19 / 65.09 ± 2.19,4.26 ± 1.35 / 52.11 ± 0.69,64.18 ± 0.84 / 42.30 ± 1.45,16.8.0.dev0,16.9.0.dev0,16.8.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.95,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,56.08 ± 1.38 / 51.01 ± 0.63,52.73 ± 2.36 / 52.73 ± 2.36,8.70 ± 2.32 / 52.23 ± 1.56,23.43 ± 0.54 / 0.99 ± 0.41,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,2.96,70553706496.0,128256.0,131072.0,✓,✗,(✓),✗,54.35 ± 1.63 / 59.23 ± 1.19,69.14 ± 1.64 / 69.14 ± 1.64,0.00 ± 0.00 / 33.36 ± 0.27,14.99 ± 0.42 / 0.04 ± 0.05,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,2.98,751632384.0,151936.0,40960.0,✓,✗,✗,✓,52.72 ± 5.68 / 53.73 ± 4.41,51.76 ± 2.17 / 51.76 ± 2.17,1.28 ± 1.67 / 37.14 ± 3.47,41.22 ± 1.27 / 25.98 ± 1.41,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.00,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,17.66 ± 3.31 / 23.85 ± 3.53,58.46 ± 1.65 / 58.46 ± 1.65,0.00 ± 0.00 / 32.87 ± 0.49,64.29 ± 0.60 / 40.83 ± 1.68,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.02,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,54.46 ± 5.43 / 55.32 ± 2.95,41.46 ± 3.65 / 41.46 ± 3.65,0.00 ± 0.00 / 33.36 ± 0.27,48.87 ± 1.90 / 30.57 ± 1.99,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,3.03,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,43.38 ± 4.41 / 57.57 ± 1.49,68.38 ± 2.44 / 68.38 ± 2.44,0.00 ± 0.00 / 33.36 ± 0.27,22.03 ± 0.67 / 0.64 ± 0.37,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.03,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,48.81 ± 4.09 / 55.86 ± 2.20,51.25 ± 1.56 / 51.25 ± 1.56,5.36 ± 1.70 / 52.03 ± 1.21,32.01 ± 3.39 / 8.17 ± 2.43,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,3.04,751632384.0,151936.0,40960.0,✓,✗,✗,✓,46.09 ± 1.84 / 50.61 ± 1.18,44.61 ± 0.35 / 44.61 ± 0.35,5.89 ± 0.71 / 45.13 ± 0.64,48.36 ± 0.58 / 32.15 ± 0.55,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.06,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,52.63 ± 3.88 / 57.27 ± 1.71,67.49 ± 1.79 / 67.49 ± 1.79,0.00 ± 0.00 / 33.36 ± 0.27,10.66 ± 0.79 / 0.04 ± 0.08,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.07,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,41.35 ± 3.08 / 59.03 ± 1.17,62.83 ± 1.89 / 62.83 ± 1.89,3.07 ± 1.74 / 34.53 ± 1.00,23.33 ± 0.71 / 0.68 ± 0.27,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,3.12,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,44.31 ± 3.09 / 54.36 ± 2.23,66.59 ± 2.67 / 66.59 ± 2.67,0.00 ± 0.00 / 33.36 ± 0.27,13.24 ± 0.90 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.13,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,44.92 ± 6.09 / 53.37 ± 4.83,64.98 ± 1.82 / 64.98 ± 1.82,0.00 ± 0.00 / 33.36 ± 0.27,14.54 ± 1.24 / 0.04 ± 0.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.13,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,53.23 ± 6.84 / 53.26 ± 4.21,50.80 ± 1.75 / 50.80 ± 1.75,4.55 ± 1.19 / 47.05 ± 1.96,18.74 ± 0.54 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.13,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,44.31 ± 3.47 / 57.54 ± 1.23,57.68 ± 1.63 / 57.68 ± 1.63,4.63 ± 3.08 / 36.10 ± 3.34,18.90 ± 0.67 / 0.04 ± 0.05,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.16,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,41.71 ± 6.55 / 49.15 ± 4.45,33.09 ± 2.58 / 33.09 ± 2.58,0.00 ± 0.00 / 32.87 ± 0.49,61.75 ± 1.10 / 32.21 ± 2.04,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.20,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,59.64 ± 3.18 / 65.06 ± 1.39,47.08 ± 1.56 / 47.08 ± 1.56,0.00 ± 0.00 / 33.36 ± 0.27,18.08 ± 0.38 / 0.02 ± 0.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
