<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.72,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,37.08 ± 5.01 / 58.87 ± 3.63,45.93 ± 4.21 / 33.46 ± 3.04,23.04 ± 2.38 / 59.81 ± 2.13,57.71 ± 1.92 / 39.88 ± 2.15,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.72,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,31.58 ± 1.39 / 41.65 ± 0.67,62.29 ± 2.24 / 61.85 ± 1.80,0.00 ± 0.00 / 33.19 ± 0.34,70.29 ± 1.02 / 53.98 ± 1.23,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.73,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,34.23 ± 2.33 / 57.69 ± 1.35,49.31 ± 1.64 / 50.40 ± 2.22,17.62 ± 2.65 / 56.82 ± 1.63,63.81 ± 1.30 / 44.37 ± 1.55,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.73,574602505.0,250300.0,512.0,✓,✗,(✓),✓,4.04 ± 6.82 / 24.52 ± 6.93,90.48 ± 0.57 / 90.82 ± 0.50,32.44 ± 17.00 / 62.54 ± 11.63,32.52 ± 0.79 / 26.16 ± 0.79,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.74,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,25.51 ± 3.77 / 40.52 ± 2.99,58.35 ± 1.65 / 60.52 ± 1.26,6.44 ± 2.40 / 35.88 ± 1.01,73.63 ± 1.55 / 56.60 ± 2.06,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.74,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,49.70 ± 1.30 / 60.75 ± 1.01,43.45 ± 1.89 / 42.74 ± 1.74,25.85 ± 1.52 / 48.84 ± 1.41,40.67 ± 1.06 / 34.65 ± 1.30,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.77,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,46.59 ± 0.89 / 52.74 ± 1.29,41.88 ± 2.51 / 35.18 ± 2.50,13.82 ± 2.61 / 51.97 ± 4.80,51.05 ± 1.95 / 34.72 ± 2.02,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.77,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,52.81 ± 1.61 / 62.10 ± 1.74,53.50 ± 2.30 / 47.87 ± 2.79,11.61 ± 1.91 / 50.76 ± 3.21,38.32 ± 3.75 / 14.71 ± 3.98,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.79,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,46.16 ± 1.01 / 48.10 ± 0.48,49.03 ± 2.54 / 46.32 ± 2.18,7.17 ± 1.55 / 49.62 ± 2.82,55.75 ± 1.79 / 34.91 ± 2.23,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.79,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,36.50 ± 2.19 / 54.20 ± 2.24,49.51 ± 2.15 / 36.92 ± 1.75,14.37 ± 3.30 / 56.60 ± 1.62,53.42 ± 1.48 / 35.31 ± 1.47,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.80,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,56.90 ± 1.03 / 60.47 ± 1.68,47.46 ± 1.84 / 40.04 ± 3.19,19.98 ± 5.88 / 49.11 ± 6.73,27.36 ± 1.27 / 1.42 ± 0.41,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.80,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,31.10 ± 1.94 / 53.58 ± 1.44,45.96 ± 1.42 / 44.93 ± 1.16,17.95 ± 3.49 / 58.43 ± 1.77,58.50 ± 2.22 / 39.40 ± 2.17,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.83,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,43.51 ± 1.32 / 58.51 ± 1.17,41.23 ± 1.08 / 41.15 ± 1.61,7.22 ± 1.64 / 47.79 ± 2.12,63.45 ± 1.48 / 47.06 ± 1.95,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.84,?,?,400000.0,✓,✗,✗,✓,34.81 ± 2.32 / 53.63 ± 1.44,32.67 ± 1.09 / 19.73 ± 0.77,21.31 ± 2.33 / 59.74 ± 1.12,60.72 ± 0.52 / 37.55 ± 1.08,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,2.88,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,30.25 ± 1.32 / 52.30 ± 0.77,71.37 ± 0.68 / 72.23 ± 0.78,3.99 ± 2.22 / 43.77 ± 1.45,39.61 ± 1.14 / 25.86 ± 0.85,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.89,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,27.15 ± 3.26 / 51.08 ± 1.98,67.08 ± 1.40 / 69.74 ± 1.08,7.07 ± 2.62 / 43.13 ± 0.63,43.41 ± 0.75 / 30.61 ± 0.85,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.96,70599864480.0,131072.0,65536.0,✗,✗,(✓),✗,53.89 ± 0.48 / 51.45 ± 0.28,57.85 ± 1.49 / 46.26 ± 1.78,0.00 ± 0.00 / 33.19 ± 0.34,28.36 ± 3.70 / 11.97 ± 4.38,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.96,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,38.56 ± 1.38 / 48.16 ± 1.26,44.76 ± 3.02 / 45.80 ± 2.83,0.00 ± 0.00 / 32.87 ± 0.96,59.64 ± 2.49 / 40.27 ± 2.68,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.99,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,45.91 ± 3.43 / 58.27 ± 2.75,29.72 ± 4.04 / 33.89 ± 4.09,4.31 ± 5.54 / 43.97 ± 6.04,62.64 ± 3.85 / 45.58 ± 4.79,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.00,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,35.29 ± 2.95 / 53.60 ± 2.47,44.46 ± 1.29 / 40.40 ± 1.95,0.00 ± 0.00 / 32.87 ± 0.49,60.01 ± 1.33 / 43.64 ± 1.18,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,3.00,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,38.92 ± 0.87 / 47.80 ± 1.14,43.26 ± 3.71 / 44.05 ± 3.74,0.00 ± 0.00 / 32.87 ± 0.96,58.94 ± 2.96 / 40.20 ± 2.69,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.01,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,47.89 ± 3.44 / 63.77 ± 3.02,63.17 ± 2.10 / 56.93 ± 2.94,7.37 ± 1.66 / 38.80 ± 1.56,15.20 ± 1.43 / 0.15 ± 0.13,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.03,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,46.57 ± 4.93 / 57.57 ± 4.80,55.08 ± 2.64 / 44.45 ± 2.29,15.72 ± 2.26 / 45.15 ± 3.89,13.82 ± 1.99 / 0.06 ± 0.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,3.05,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,29.36 ± 2.04 / 39.76 ± 1.21,50.42 ± 1.77 / 46.04 ± 2.11,4.00 ± 2.13 / 34.05 ± 0.40,50.73 ± 1.93 / 34.83 ± 1.99,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.09,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,38.46 ± 4.26 / 55.08 ± 2.51,29.75 ± 3.47 / 26.82 ± 3.86,10.88 ± 3.18 / 46.48 ± 4.04,51.77 ± 2.17 / 33.12 ± 2.75,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,3.13,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,32.74 ± 1.22 / 41.24 ± 0.72,45.68 ± 3.02 / 43.16 ± 2.41,1.32 ± 2.99 / 43.33 ± 3.66,47.94 ± 1.59 / 35.02 ± 1.51,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,3.13,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,46.84 ± 1.53 / 57.18 ± 1.53,30.78 ± 2.61 / 30.71 ± 2.57,19.27 ± 1.64 / 42.07 ± 1.49,30.96 ± 0.68 / 27.29 ± 0.94,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.18,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,46.80 ± 1.69 / 48.94 ± 1.73,35.66 ± 2.70 / 35.88 ± 2.78,0.75 ± 1.81 / 33.68 ± 0.52,36.43 ± 2.34 / 23.80 ± 1.92,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.21,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,33.98 ± 1.06 / 41.50 ± 0.98,46.65 ± 2.76 / 43.64 ± 2.96,3.29 ± 2.44 / 46.25 ± 2.56,36.59 ± 2.14 / 25.30 ± 1.81,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.21,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,13.84 ± 4.31 / 27.94 ± 3.83,49.18 ± 2.22 / 50.01 ± 2.09,0.00 ± 0.00 / 33.19 ± 0.34,60.25 ± 2.95 / 43.99 ± 2.97,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,3.22,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,53.15 ± 1.19 / 51.03 ± 0.67,49.37 ± 2.02 / 43.55 ± 2.85,0.43 ± 0.84 / 33.24 ± 0.32,12.86 ± 1.35 / 0.15 ± 0.06,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.23,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,25.60 ± 1.59 / 49.00 ± 1.82,48.61 ± 0.89 / 46.83 ± 1.96,5.39 ± 2.96 / 50.77 ± 1.95,36.56 ± 1.40 / 22.74 ± 1.21,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.26,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,25.49 ± 1.92 / 47.81 ± 1.27,40.35 ± 1.17 / 35.37 ± 1.12,7.23 ± 1.24 / 46.55 ± 1.80,41.92 ± 0.73 / 23.53 ± 0.81,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,3.26,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,29.00 ± 2.64 / 46.78 ± 2.12,44.59 ± 3.61 / 41.11 ± 3.18,1.46 ± 1.72 / 34.19 ± 0.65,43.52 ± 2.79 / 29.86 ± 2.56,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.27,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,26.91 ± 1.32 / 49.70 ± 1.43,48.12 ± 1.29 / 47.28 ± 1.73,4.88 ± 2.10 / 49.19 ± 1.82,37.50 ± 1.32 / 25.29 ± 1.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.27,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,52.81 ± 0.76 / 51.18 ± 0.39,35.03 ± 1.66 / 33.75 ± 1.90,9.67 ± 3.71 / 53.82 ± 2.19,14.94 ± 0.62 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.29,117654272.0,250037.0,512.0,✓,✗,(✓),✗,34.92 ± 11.35 / 51.96 ± 8.74,68.13 ± 2.08 / 70.88 ± 1.93,0.61 ± 1.52 / 47.17 ± 2.89,0.03 ± 0.04 / 0.00 ± 0.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.35,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,10.31 ± 4.95 / 34.00 ± 5.34,69.56 ± 4.37 / 71.01 ± 4.44,1.89 ± 3.01 / 41.30 ± 5.37,24.21 ± 1.61 / 18.08 ± 1.53,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.36,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,23.54 ± 2.27 / 46.08 ± 2.21,39.72 ± 1.76 / 36.84 ± 1.76,0.00 ± 0.00 / 32.87 ± 0.49,44.63 ± 1.41 / 31.98 ± 1.46,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.37,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,25.30 ± 1.61 / 48.57 ± 1.92,48.05 ± 1.79 / 44.72 ± 1.89,6.42 ± 2.20 / 52.06 ± 1.28,22.20 ± 0.84 / 1.60 ± 0.69,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.41,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,23.72 ± 5.84 / 31.66 ± 4.99,26.32 ± 1.99 / 25.69 ± 1.89,7.00 ± 2.53 / 46.23 ± 4.49,46.22 ± 2.33 / 31.71 ± 2.28,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.41,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,22.73 ± 2.32 / 41.25 ± 3.46,42.72 ± 2.27 / 42.29 ± 2.14,1.81 ± 2.77 / 45.28 ± 3.30,35.62 ± 1.30 / 23.67 ± 1.32,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.44,751632384.0,151936.0,40960.0,✓,✗,✗,✓,28.80 ± 1.99 / 41.96 ± 1.89,42.11 ± 2.49 / 37.89 ± 2.75,3.33 ± 3.00 / 40.23 ± 5.67,23.24 ± 1.86 / 13.50 ± 1.52,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.45,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,10.20 ± 2.81 / 37.07 ± 2.53,68.56 ± 1.90 / 70.77 ± 1.92,3.37 ± 2.09 / 46.30 ± 4.17,14.57 ± 1.69 / 9.56 ± 1.99,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.50,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,12.61 ± 4.96 / 35.52 ± 5.04,62.81 ± 6.89 / 64.60 ± 5.89,2.58 ± 2.42 / 45.65 ± 3.64,12.03 ± 1.04 / 7.30 ± 1.12,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.51,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,7.88 ± 2.78 / 34.37 ± 3.64,71.39 ± 0.99 / 73.58 ± 0.94,-0.35 ± 1.85 / 46.25 ± 2.58,11.30 ± 1.28 / 5.53 ± 1.06,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.55,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,8.91 ± 3.24 / 37.30 ± 2.58,26.46 ± 1.79 / 28.19 ± 1.50,2.78 ± 3.84 / 47.87 ± 2.17,55.56 ± 2.24 / 35.23 ± 1.91,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.55,108867577.0,84985.0,512.0,✓,✗,(✓),✗,2.72 ± 2.36 / 25.70 ± 3.08,85.79 ± 0.41 / 87.04 ± 0.33,0.58 ± 2.11 / 43.63 ± 4.42,0.08 ± 0.15 / 0.07 ± 0.13,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.56,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,19.40 ± 1.62 / 45.06 ± 1.07,44.89 ± 2.30 / 41.13 ± 2.35,4.85 ± 3.00 / 52.03 ± 1.44,21.89 ± 1.03 / 0.00 ± 0.00,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.57,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,32.06 ± 3.09 / 53.21 ± 2.81,23.32 ± 3.84 / 24.65 ± 3.92,-0.58 ± 2.10 / 47.35 ± 2.50,31.00 ± 3.53 / 17.69 ± 2.95,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,3.58,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,25.57 ± 1.30 / 37.84 ± 1.03,38.10 ± 2.50 / 32.90 ± 3.07,4.64 ± 1.45 / 47.41 ± 3.51,21.69 ± 1.34 / 2.05 ± 0.95,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.58,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,7.84 ± 5.36 / 21.57 ± 3.44,53.83 ± 1.95 / 43.74 ± 2.70,1.53 ± 1.93 / 34.42 ± 0.76,23.11 ± 2.51 / 6.85 ± 2.27,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,3.58,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,21.75 ± 2.11 / 42.38 ± 2.64,37.02 ± 3.60 / 38.47 ± 3.07,3.07 ± 2.23 / 39.92 ± 3.76,26.69 ± 2.92 / 18.76 ± 2.05,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.61,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,25.66 ± 1.24 / 38.43 ± 0.83,40.68 ± 2.32 / 33.52 ± 2.92,3.64 ± 2.77 / 50.19 ± 1.70,14.36 ± 0.84 / 0.02 ± 0.04,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.62,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,7.43 ± 2.96 / 34.61 ± 2.79,69.12 ± 1.00 / 71.35 ± 0.91,0.13 ± 2.02 / 47.27 ± 2.73,8.11 ± 0.99 / 3.65 ± 0.67,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.65,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,15.00 ± 1.34 / 40.17 ± 0.93,42.85 ± 2.07 / 40.25 ± 1.51,1.13 ± 2.44 / 49.92 ± 1.16,21.93 ± 0.77 / 0.00 ± 0.00,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.69,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,20.89 ± 2.28 / 45.41 ± 1.66,35.04 ± 3.30 / 33.39 ± 2.88,4.04 ± 2.68 / 50.69 ± 1.44,15.63 ± 1.22 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.69,93990500.0,65636.0,512.0,✓,✗,(✓),✓,9.89 ± 2.49 / 37.30 ± 3.05,60.68 ± 0.65 / 61.92 ± 0.66,2.90 ± 2.35 / 50.03 ± 1.68,1.91 ± 0.96 / 1.28 ± 0.63,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.72,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,10.79 ± 4.76 / 37.35 ± 4.20,47.27 ± 2.19 / 47.77 ± 2.17,0.00 ± 0.00 / 33.46 ± 0.34,19.74 ± 5.01 / 11.90 ± 3.44,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
