<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.27,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,58.98 ± 1.12 / 68.88 ± 1.17,41.02 ± 1.72 / 28.95 ± 1.61,21.35 ± 1.99 / 57.16 ± 2.09,55.44 ± 0.87 / 26.10 ± 0.76,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct'>allenai/Olmo-3.1-32B-Instruct</a>,📝,2.28,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,61.04 ± 1.60 / 73.94 ± 1.19,40.19 ± 1.39 / 31.37 ± 2.35,18.50 ± 2.22 / 56.29 ± 2.61,56.81 ± 0.65 / 32.52 ± 1.37,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.31,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,54.97 ± 1.73 / 64.52 ± 1.64,46.92 ± 3.06 / 29.60 ± 3.42,14.22 ± 6.10 / 55.78 ± 3.47,54.69 ± 2.01 / 32.18 ± 1.82,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.32,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,49.77 ± 2.78 / 60.02 ± 1.89,48.61 ± 1.46 / 40.53 ± 1.46,25.07 ± 2.19 / 62.04 ± 1.28,46.67 ± 0.89 / 29.71 ± 0.98,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.35,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,52.07 ± 0.69 / 50.55 ± 0.37,55.84 ± 1.40 / 44.93 ± 2.93,1.52 ± 4.01 / 34.40 ± 1.01,65.14 ± 1.50 / 43.48 ± 1.47,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.35,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,55.97 ± 1.49 / 64.09 ± 1.73,40.65 ± 1.68 / 34.08 ± 1.46,16.94 ± 1.60 / 50.05 ± 2.96,56.70 ± 0.84 / 35.45 ± 0.88,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,2.35,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,52.67 ± 1.27 / 62.48 ± 1.55,34.91 ± 1.81 / 27.62 ± 2.15,19.49 ± 0.94 / 58.57 ± 1.04,59.67 ± 1.44 / 35.87 ± 1.58,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.37,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,55.71 ± 1.25 / 65.29 ± 1.34,47.51 ± 4.19 / 29.22 ± 3.57,13.06 ± 4.45 / 55.67 ± 2.61,53.25 ± 1.87 / 31.18 ± 1.74,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.37,140642306.0,256000.0,8192.0,✓,✗,(✓),✓,38.88 ± 2.42 / 58.12 ± 2.06,73.30 ± 1.78 / 72.67 ± 1.79,25.08 ± 5.80 / 61.87 ± 2.97,23.40 ± 1.07 / 14.65 ± 0.82,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.38,278044162.0,250002.0,512.0,✓,✗,(✓),✗,55.66 ± 2.00 / 69.37 ± 1.70,76.19 ± 2.75 / 77.48 ± 2.35,14.12 ± 6.66 / 54.32 ± 4.76,17.64 ± 2.17 / 10.73 ± 1.48,16.5.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.42,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,52.97 ± 1.21 / 61.47 ± 1.86,42.43 ± 2.29 / 30.95 ± 3.65,12.63 ± 1.22 / 51.44 ± 3.60,56.96 ± 1.03 / 36.51 ± 1.15,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,2.45,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,56.22 ± 0.99 / 58.51 ± 1.60,33.26 ± 3.76 / 31.10 ± 2.54,10.57 ± 3.52 / 42.86 ± 3.79,60.54 ± 1.66 / 35.93 ± 2.43,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.47,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,55.15 ± 1.49 / 68.57 ± 1.27,40.81 ± 0.72 / 33.20 ± 2.32,10.38 ± 2.96 / 49.41 ± 3.68,57.29 ± 1.19 / 32.83 ± 1.24,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.48,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,56.09 ± 1.67 / 60.23 ± 1.91,38.76 ± 5.42 / 37.25 ± 5.55,3.90 ± 4.10 / 41.21 ± 4.60,65.47 ± 1.94 / 43.62 ± 2.30,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.49,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,57.54 ± 1.23 / 69.04 ± 1.35,44.34 ± 0.99 / 35.16 ± 1.30,23.66 ± 2.18 / 61.13 ± 1.26,26.70 ± 2.85 / 7.54 ± 1.51,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.50,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,55.04 ± 1.10 / 62.57 ± 1.02,45.40 ± 1.86 / 43.74 ± 1.89,22.76 ± 0.97 / 44.96 ± 1.16,28.62 ± 0.96 / 19.47 ± 0.51,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.51,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,59.97 ± 1.64 / 70.76 ± 1.55,42.52 ± 1.42 / 25.49 ± 2.78,19.20 ± 3.22 / 49.96 ± 4.96,30.37 ± 10.47 / 8.26 ± 10.52,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.56,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,56.28 ± 1.93 / 65.12 ± 2.23,42.21 ± 2.01 / 36.19 ± 2.87,1.96 ± 2.27 / 34.80 ± 1.31,56.67 ± 2.28 / 36.41 ± 2.21,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,2.57,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,38.82 ± 3.32 / 56.54 ± 1.27,58.03 ± 1.68 / 52.75 ± 2.00,10.41 ± 1.83 / 50.48 ± 2.29,45.04 ± 1.17 / 24.71 ± 1.47,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.57,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,50.29 ± 0.72 / 56.36 ± 2.22,32.56 ± 1.68 / 24.64 ± 1.81,16.26 ± 1.46 / 55.25 ± 1.33,53.22 ± 1.21 / 32.59 ± 1.40,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.57,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,54.02 ± 2.36 / 63.66 ± 3.50,38.05 ± 3.40 / 30.11 ± 2.22,6.49 ± 1.94 / 49.67 ± 3.48,56.65 ± 1.21 / 27.18 ± 1.61,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,2.58,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,45.18 ± 1.29 / 63.22 ± 1.04,42.89 ± 1.75 / 36.88 ± 2.13,14.96 ± 2.31 / 47.75 ± 2.02,48.45 ± 0.69 / 26.82 ± 0.83,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.68,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,51.13 ± 0.92 / 66.41 ± 0.63,32.45 ± 1.55 / 27.50 ± 1.75,14.88 ± 2.10 / 54.71 ± 1.93,45.23 ± 1.04 / 23.26 ± 1.57,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.70,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,55.47 ± 1.61 / 63.05 ± 1.70,46.64 ± 1.29 / 35.93 ± 2.10,13.25 ± 1.28 / 46.09 ± 1.76,27.50 ± 0.94 / 1.91 ± 0.85,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.74,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,50.79 ± 0.98 / 66.11 ± 0.72,32.55 ± 1.15 / 26.37 ± 1.79,12.26 ± 1.35 / 53.56 ± 1.80,43.25 ± 1.11 / 19.51 ± 1.36,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.75,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,51.16 ± 1.18 / 66.07 ± 0.99,27.07 ± 0.85 / 16.58 ± 0.81,8.33 ± 1.23 / 52.33 ± 0.96,55.08 ± 1.55 / 33.82 ± 1.33,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,2.78,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,50.62 ± 1.29 / 54.04 ± 1.87,33.56 ± 7.33 / 32.47 ± 6.51,0.67 ± 1.02 / 33.46 ± 0.28,48.36 ± 1.07 / 29.25 ± 1.14,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,2.80,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,42.82 ± 2.09 / 49.63 ± 2.04,39.04 ± 2.03 / 36.31 ± 2.31,0.49 ± 3.00 / 40.85 ± 2.48,49.71 ± 0.95 / 30.98 ± 1.04,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,2.80,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,39.79 ± 5.74 / 54.71 ± 6.31,31.67 ± 3.36 / 20.09 ± 1.87,12.96 ± 2.89 / 54.90 ± 2.73,51.88 ± 1.60 / 31.63 ± 1.74,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,2.81,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,48.84 ± 1.05 / 62.75 ± 1.21,34.45 ± 1.64 / 30.28 ± 1.98,6.50 ± 2.66 / 49.93 ± 2.31,44.55 ± 1.49 / 22.31 ± 1.79,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,2.86,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,46.06 ± 0.97 / 60.72 ± 0.67,41.64 ± 1.61 / 35.90 ± 1.44,4.91 ± 2.10 / 52.15 ± 1.12,32.80 ± 0.79 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,2.88,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,58.41 ± 0.95 / 63.93 ± 1.73,17.85 ± 2.94 / 17.32 ± 2.83,2.70 ± 2.24 / 35.83 ± 2.11,49.20 ± 1.06 / 28.22 ± 1.37,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.90,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,55.50 ± 1.07 / 62.59 ± 1.70,40.07 ± 1.09 / 25.76 ± 2.52,15.56 ± 2.06 / 50.81 ± 3.07,12.10 ± 1.60 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.92,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,29.55 ± 11.69 / 35.42 ± 8.15,42.66 ± 2.88 / 39.79 ± 2.93,0.00 ± 0.00 / 33.36 ± 0.27,59.59 ± 1.52 / 36.96 ± 2.28,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,2.95,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,35.67 ± 1.20 / 54.37 ± 1.20,24.60 ± 1.72 / 20.56 ± 1.41,2.90 ± 3.39 / 50.85 ± 1.70,57.72 ± 0.91 / 34.69 ± 0.98,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.95,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,47.48 ± 0.74 / 50.81 ± 1.08,27.04 ± 2.30 / 22.00 ± 2.11,9.67 ± 1.08 / 51.20 ± 1.30,39.74 ± 1.05 / 21.73 ± 1.64,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.96,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,54.40 ± 1.21 / 64.08 ± 1.59,37.06 ± 1.53 / 29.12 ± 2.01,14.09 ± 1.78 / 50.98 ± 2.88,10.48 ± 1.62 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,3.00,7799574528.0,100096.0,4096.0,✓,✗,(✓),✗,45.44 ± 4.67 / 62.09 ± 4.11,35.63 ± 2.24 / 29.33 ± 2.57,0.00 ± 0.00 / 33.36 ± 0.27,42.14 ± 1.02 / 25.59 ± 1.73,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.01,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,55.19 ± 1.15 / 70.21 ± 0.81,27.82 ± 2.54 / 19.08 ± 2.12,14.98 ± 1.06 / 48.61 ± 1.97,14.13 ± 1.28 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.03,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,39.61 ± 1.35 / 56.13 ± 1.00,44.76 ± 1.20 / 30.68 ± 0.85,2.65 ± 1.60 / 51.18 ± 0.80,31.81 ± 0.73 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.07,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,38.07 ± 1.95 / 53.67 ± 1.21,43.04 ± 1.39 / 42.04 ± 1.61,19.83 ± 1.74 / 54.03 ± 1.41,5.22 ± 0.31 / 2.63 ± 0.37,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.10,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,49.61 ± 6.39 / 56.89 ± 7.54,20.07 ± 3.11 / 18.09 ± 3.14,1.76 ± 1.45 / 48.92 ± 2.71,39.77 ± 1.12 / 24.13 ± 1.23,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.11,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,46.01 ± 1.29 / 57.70 ± 1.92,16.53 ± 2.09 / 15.36 ± 1.99,8.90 ± 1.02 / 53.51 ± 0.98,39.87 ± 0.85 / 18.23 ± 1.42,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.16,751632384.0,151936.0,40960.0,✓,✗,✗,✓,39.34 ± 3.70 / 55.84 ± 4.16,31.24 ± 2.78 / 24.68 ± 3.21,1.27 ± 1.88 / 36.84 ± 3.97,33.78 ± 1.24 / 18.97 ± 1.38,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,3.17,108867577.0,84985.0,512.0,✓,✗,(✓),✗,26.25 ± 6.34 / 48.20 ± 7.04,72.82 ± 1.12 / 73.12 ± 0.93,2.43 ± 3.12 / 42.27 ± 5.68,0.27 ± 0.25 / 0.18 ± 0.19,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.19,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,28.10 ± 6.14 / 48.46 ± 5.84,47.25 ± 7.04 / 46.50 ± 7.02,1.49 ± 1.66 / 41.41 ± 3.84,24.83 ± 1.86 / 16.32 ± 1.81,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.21,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,55.48 ± 1.24 / 66.63 ± 1.24,19.72 ± 3.01 / 16.35 ± 2.65,6.74 ± 2.57 / 51.47 ± 2.04,15.91 ± 0.71 / 0.08 ± 0.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.25,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,12.25 ± 5.92 / 32.09 ± 4.93,52.99 ± 1.58 / 35.32 ± 4.41,0.14 ± 0.78 / 33.53 ± 0.40,30.21 ± 5.24 / 11.95 ± 3.11,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.29,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,52.25 ± 1.64 / 67.12 ± 1.26,27.46 ± 1.68 / 22.88 ± 2.11,3.40 ± 1.80 / 47.13 ± 3.08,14.01 ± 0.54 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.29,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,29.56 ± 1.49 / 48.97 ± 2.89,47.92 ± 7.13 / 48.60 ± 6.77,1.96 ± 0.94 / 47.62 ± 2.82,14.61 ± 2.80 / 8.56 ± 2.01,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.30,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,47.44 ± 1.23 / 49.25 ± 0.95,16.43 ± 4.79 / 16.91 ± 4.07,-1.70 ± 1.36 / 41.90 ± 2.80,38.19 ± 1.35 / 22.62 ± 1.82,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.31,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,25.44 ± 4.08 / 47.31 ± 3.15,49.99 ± 4.69 / 49.62 ± 4.69,1.47 ± 1.76 / 46.17 ± 3.72,16.27 ± 1.48 / 10.46 ± 1.15,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.31,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,7.38 ± 2.60 / 19.85 ± 1.98,43.17 ± 1.49 / 37.49 ± 2.77,2.19 ± 1.85 / 39.99 ± 3.69,43.96 ± 2.48 / 24.23 ± 2.20,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.37,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,23.40 ± 3.53 / 45.94 ± 2.53,11.42 ± 1.68 / 12.09 ± 1.73,1.32 ± 2.43 / 49.69 ± 1.21,50.49 ± 1.22 / 29.35 ± 1.05,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.39,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,28.17 ± 4.89 / 45.63 ± 6.19,30.18 ± 1.96 / 24.99 ± 2.07,2.19 ± 1.39 / 37.19 ± 2.01,26.79 ± 1.85 / 8.36 ± 1.85,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.41,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,17.04 ± 2.91 / 43.16 ± 2.37,56.05 ± 1.52 / 56.42 ± 1.64,1.45 ± 1.35 / 46.98 ± 2.05,6.76 ± 0.65 / 3.21 ± 0.32,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.50,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,14.57 ± 4.24 / 36.79 ± 4.78,51.08 ± 2.70 / 51.28 ± 2.82,0.09 ± 1.94 / 44.17 ± 2.00,11.10 ± 1.18 / 6.03 ± 0.80,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.64,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,21.11 ± 5.09 / 36.32 ± 5.61,21.53 ± 4.10 / 21.42 ± 3.85,-0.42 ± 1.41 / 41.24 ± 3.87,24.41 ± 1.79 / 14.64 ± 1.00,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.67,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,14.76 ± 4.85 / 32.74 ± 4.54,9.94 ± 3.73 / 10.86 ± 3.04,0.40 ± 2.01 / 38.33 ± 1.84,30.02 ± 3.72 / 9.20 ± 3.37,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,3.73,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,37.09 ± 3.23 / 42.73 ± 2.08,13.93 ± 5.05 / 13.59 ± 4.83,-0.89 ± 2.12 / 39.41 ± 4.02,5.52 ± 1.42 / 1.53 ± 0.65,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
