<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.31,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,70.55 ± 1.53 / 84.58 ± 0.89,49.32 ± 1.32 / 31.07 ± 1.49,11.77 ± 2.98 / 47.39 ± 2.02,66.30 ± 1.57 / 41.98 ± 1.83,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/mii-llm/nesso-4B'>mii-llm/nesso-4B</a>,📝,2.32,4022468096.0,151936.0,262144.0,✗,✗,(✓),✗,71.97 ± 1.15 / 85.78 ± 0.61,49.71 ± 1.30 / 32.90 ± 1.44,28.19 ± 3.13 / 62.61 ± 2.34,38.72 ± 0.97 / 2.55 ± 0.65,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.34,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,73.73 ± 7.87 / 86.01 ± 4.64,40.62 ± 3.02 / 30.37 ± 3.01,9.99 ± 2.76 / 37.14 ± 1.90,67.99 ± 2.18 / 45.50 ± 2.81,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.34,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,71.69 ± 1.78 / 84.74 ± 0.92,49.63 ± 1.46 / 38.23 ± 1.38,20.75 ± 4.12 / 59.41 ± 2.10,46.06 ± 3.74 / 13.31 ± 4.67,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,2.39,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,65.22 ± 2.42 / 81.79 ± 1.22,41.33 ± 1.49 / 30.83 ± 1.35,22.17 ± 4.48 / 59.30 ± 3.17,55.86 ± 1.87 / 29.74 ± 2.82,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.41,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,62.81 ± 3.12 / 80.67 ± 1.67,38.09 ± 2.41 / 30.26 ± 1.62,38.02 ± 2.08 / 63.13 ± 1.51,37.33 ± 1.33 / 26.23 ± 1.10,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/nvidia/Nemotron-Cascade-2-30B-A3B'>nvidia/Nemotron-Cascade-2-30B-A3B (val)</a>,🤔,2.42,31577937344.0,131072.0,262144.0,✓,✗,(✓),✓,69.60 ± 2.99 / 84.69 ± 1.51,34.59 ± 2.07 / 29.08 ± 1.27,24.64 ± 2.21 / 55.69 ± 1.57,54.70 ± 0.88 / 34.87 ± 1.39,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.45,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,61.28 ± 3.58 / 78.48 ± 2.22,46.55 ± 2.74 / 36.25 ± 2.58,20.93 ± 5.00 / 58.09 ± 4.56,50.39 ± 2.69 / 27.71 ± 3.68,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.46,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,64.09 ± 2.23 / 81.33 ± 0.97,37.52 ± 1.61 / 28.49 ± 1.33,21.40 ± 3.62 / 56.94 ± 3.31,57.07 ± 1.66 / 36.85 ± 2.20,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.47,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,63.37 ± 5.61 / 81.02 ± 3.63,30.93 ± 1.53 / 25.71 ± 1.20,24.61 ± 2.72 / 62.14 ± 1.39,58.53 ± 1.19 / 38.69 ± 1.25,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.48,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,67.81 ± 3.15 / 81.21 ± 2.32,57.73 ± 1.84 / 43.68 ± 1.72,15.28 ± 4.11 / 38.91 ± 3.06,38.27 ± 0.80 / 3.21 ± 0.88,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.50,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,58.98 ± 6.97 / 78.55 ± 4.03,57.54 ± 1.74 / 41.22 ± 2.80,2.10 ± 1.72 / 34.41 ± 0.90,58.24 ± 1.49 / 37.81 ± 1.97,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.51,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,71.27 ± 4.36 / 85.38 ± 2.16,44.23 ± 1.97 / 36.38 ± 1.74,4.45 ± 2.61 / 38.10 ± 2.85,58.43 ± 1.93 / 36.07 ± 3.02,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.51,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,68.07 ± 7.14 / 83.12 ± 4.09,53.76 ± 1.59 / 43.35 ± 2.18,15.36 ± 1.24 / 43.04 ± 1.87,36.99 ± 1.27 / 1.54 ± 0.23,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.51,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,73.16 ± 4.03 / 85.90 ± 2.20,35.56 ± 3.57 / 29.16 ± 3.98,-1.25 ± 3.23 / 33.89 ± 0.98,73.40 ± 1.79 / 54.09 ± 1.58,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,2.52,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,27.50 ± 6.59 / 53.15 ± 6.18,62.87 ± 1.14 / 50.42 ± 2.05,22.12 ± 3.18 / 59.20 ± 1.66,57.30 ± 1.50 / 37.87 ± 2.07,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.52,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,57.57 ± 2.23 / 73.72 ± 1.86,46.17 ± 1.50 / 33.12 ± 1.68,16.68 ± 2.29 / 55.31 ± 2.62,53.85 ± 1.15 / 33.06 ± 1.98,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,2.52,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,77.78 ± 3.40 / 88.35 ± 1.70,28.10 ± 0.91 / 17.62 ± 0.38,18.34 ± 2.76 / 51.43 ± 3.17,55.60 ± 2.79 / 37.57 ± 2.19,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.55,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,74.95 ± 1.44 / 86.26 ± 0.96,49.91 ± 1.54 / 36.44 ± 1.21,15.93 ± 2.81 / 40.82 ± 2.81,26.18 ± 1.31 / 0.00 ± 0.00,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.58,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,37.21 ± 5.02 / 68.02 ± 2.56,58.92 ± 1.15 / 47.10 ± 1.17,23.30 ± 1.73 / 61.10 ± 0.81,42.57 ± 1.05 / 26.43 ± 1.16,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.70,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,46.40 ± 2.45 / 72.57 ± 1.29,47.63 ± 2.36 / 30.36 ± 1.64,19.00 ± 2.18 / 54.70 ± 1.31,37.21 ± 1.17 / 20.28 ± 1.52,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,2.71,4619184640.0,128004.0,65536.0,✓,✗,(✓),✗,58.51 ± 5.58 / 76.98 ± 2.54,33.02 ± 2.52 / 28.35 ± 1.99,9.41 ± 3.27 / 50.31 ± 4.81,53.58 ± 1.34 / 36.23 ± 1.64,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.72,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,64.32 ± 1.86 / 82.06 ± 0.92,32.38 ± 2.12 / 25.49 ± 1.88,19.61 ± 2.29 / 47.47 ± 1.48,35.46 ± 2.19 / 19.45 ± 1.25,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.76,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,67.42 ± 5.13 / 81.44 ± 3.78,46.56 ± 1.45 / 34.96 ± 0.97,18.59 ± 2.57 / 51.04 ± 4.85,14.13 ± 0.70 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,2.80,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,61.95 ± 2.45 / 77.36 ± 1.78,40.40 ± 1.36 / 29.69 ± 1.32,20.31 ± 2.45 / 53.68 ± 3.13,24.09 ± 0.84 / 0.32 ± 0.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,2.81,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,37.90 ± 2.07 / 56.32 ± 1.93,42.77 ± 1.38 / 33.52 ± 1.15,14.78 ± 2.38 / 51.38 ± 1.92,51.11 ± 0.35 / 34.41 ± 0.45,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,2.81,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,52.77 ± 2.41 / 72.38 ± 1.82,35.02 ± 2.03 / 29.97 ± 1.51,1.68 ± 1.95 / 40.43 ± 2.42,58.74 ± 1.40 / 43.34 ± 1.53,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,2.88,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,42.54 ± 4.60 / 69.97 ± 2.57,33.38 ± 1.54 / 27.27 ± 1.62,4.42 ± 3.80 / 49.91 ± 1.91,60.35 ± 1.68 / 36.45 ± 2.39,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.90,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,67.26 ± 5.91 / 83.10 ± 3.24,40.18 ± 2.14 / 33.32 ± 2.49,14.72 ± 2.68 / 40.49 ± 1.40,15.11 ± 1.35 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,2.93,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,67.19 ± 5.54 / 82.71 ± 3.18,25.19 ± 1.76 / 19.59 ± 1.45,-0.88 ± 2.81 / 40.32 ± 3.45,47.12 ± 1.44 / 30.04 ± 1.82,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,2.94,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,38.39 ± 10.59 / 62.61 ± 7.08,34.63 ± 1.44 / 28.68 ± 0.94,10.98 ± 5.41 / 46.85 ± 4.84,48.97 ± 2.45 / 29.64 ± 2.34,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,2.96,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,59.67 ± 9.00 / 78.56 ± 4.39,32.84 ± 2.44 / 23.57 ± 1.86,2.50 ± 3.00 / 43.34 ± 4.25,38.95 ± 1.92 / 22.35 ± 3.40,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,2.97,108867577.0,84985.0,512.0,✓,✗,(✓),✗,52.07 ± 3.38 / 73.70 ± 2.38,71.31 ± 1.10 / 74.37 ± 0.78,5.35 ± 2.80 / 43.40 ± 5.59,0.00 ± 0.00 / 0.00 ± 0.00,16.6.0.dev0,16.7.0.dev0,16.6.0.dev0,16.7.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,2.98,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,76.02 ± 3.09 / 87.39 ± 1.51,28.62 ± 1.08 / 19.33 ± 0.78,8.99 ± 3.18 / 51.16 ± 1.93,18.02 ± 0.65 / 0.00 ± 0.00,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,2.99,117654272.0,250037.0,512.0,✓,✗,(✓),✗,69.24 ± 1.66 / 83.37 ± 0.79,59.16 ± 2.21 / 68.77 ± 1.52,0.09 ± 3.24 / 47.74 ± 2.11,0.02 ± 0.05 / 0.00 ± 0.00,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.00,93990500.0,65636.0,512.0,✓,✗,(✓),✓,62.13 ± 3.19 / 79.96 ± 2.09,53.51 ± 1.36 / 62.02 ± 0.88,9.91 ± 4.15 / 53.74 ± 2.65,2.16 ± 1.09 / 1.19 ± 0.66,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,3.05,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,46.83 ± 11.25 / 71.10 ± 6.97,28.64 ± 4.32 / 24.85 ± 2.33,0.27 ± 3.41 / 35.91 ± 1.78,48.33 ± 1.52 / 32.48 ± 1.52,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.09,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,40.78 ± 3.60 / 69.43 ± 1.77,31.54 ± 2.07 / 28.45 ± 1.52,6.89 ± 3.35 / 43.12 ± 3.53,43.42 ± 1.42 / 22.15 ± 2.11,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.09,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,53.95 ± 7.27 / 71.08 ± 7.00,37.29 ± 1.38 / 28.51 ± 1.31,9.06 ± 5.04 / 45.34 ± 6.32,16.33 ± 0.52 / 0.07 ± 0.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.12,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,43.38 ± 2.80 / 70.50 ± 1.74,30.54 ± 1.88 / 26.58 ± 1.27,3.21 ± 2.69 / 42.37 ± 3.10,40.08 ± 1.65 / 15.84 ± 2.24,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.12,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,40.17 ± 3.05 / 69.31 ± 1.59,30.36 ± 2.29 / 27.42 ± 1.67,2.91 ± 3.42 / 34.65 ± 0.98,40.31 ± 1.55 / 19.82 ± 1.75,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.12,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,50.57 ± 6.35 / 72.60 ± 5.29,49.30 ± 3.99 / 57.68 ± 3.26,1.25 ± 2.94 / 41.48 ± 4.71,14.97 ± 2.62 / 8.18 ± 2.04,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.13,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,53.39 ± 3.52 / 75.15 ± 1.86,32.79 ± 1.85 / 25.69 ± 1.11,14.04 ± 2.62 / 46.97 ± 2.45,15.46 ± 0.61 / 0.13 ± 0.07,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.13,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,46.46 ± 16.60 / 69.70 ± 10.64,37.80 ± 1.88 / 26.92 ± 2.06,-0.75 ± 1.46 / 33.27 ± 0.70,36.88 ± 4.88 / 22.23 ± 3.79,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.15,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,50.04 ± 4.89 / 74.04 ± 2.73,46.62 ± 1.37 / 55.79 ± 0.83,4.00 ± 2.96 / 49.58 ± 2.31,8.96 ± 1.60 / 4.39 ± 0.98,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.15,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,28.06 ± 2.97 / 63.38 ± 1.56,54.58 ± 1.23 / 39.78 ± 1.00,2.48 ± 3.92 / 49.81 ± 1.86,28.64 ± 0.86 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.17,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,54.53 ± 3.16 / 76.31 ± 2.17,48.24 ± 3.15 / 56.77 ± 2.39,2.89 ± 2.69 / 39.41 ± 5.14,5.64 ± 0.81 / 2.21 ± 0.64,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,3.22,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,17.46 ± 7.56 / 46.38 ± 6.91,62.36 ± 1.48 / 41.21 ± 1.69,5.49 ± 5.28 / 48.68 ± 2.36,19.00 ± 1.56 / 4.49 ± 1.38,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,3.23,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,10.48 ± 9.91 / 47.08 ± 6.09,43.63 ± 1.46 / 32.12 ± 1.28,-0.24 ± 1.62 / 33.64 ± 0.70,47.94 ± 1.20 / 30.23 ± 1.29,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,3.26,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,47.26 ± 3.34 / 73.10 ± 1.59,29.46 ± 2.45 / 23.69 ± 1.58,2.60 ± 3.27 / 41.16 ± 4.38,27.02 ± 0.80 / 1.02 ± 0.26,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0,16.5.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,3.26,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,20.91 ± 9.29 / 52.19 ± 6.49,33.25 ± 3.25 / 27.09 ± 2.27,1.56 ± 1.86 / 34.29 ± 1.09,43.36 ± 1.70 / 24.22 ± 1.85,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.27,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,47.20 ± 7.92 / 69.47 ± 7.78,49.80 ± 1.15 / 57.36 ± 1.29,2.16 ± 2.50 / 48.10 ± 2.40,5.88 ± 0.51 / 2.55 ± 0.36,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,3.28,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,38.48 ± 2.60 / 68.84 ± 1.48,47.50 ± 0.71 / 32.81 ± 0.85,5.01 ± 2.43 / 46.70 ± 1.11,6.08 ± 0.84 / 2.94 ± 0.53,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.30,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,33.81 ± 3.36 / 64.19 ± 2.29,18.81 ± 1.85 / 15.51 ± 1.49,-2.87 ± 2.82 / 41.55 ± 2.07,50.82 ± 1.04 / 31.36 ± 1.70,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.35,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,44.85 ± 7.10 / 71.87 ± 3.85,13.35 ± 2.25 / 11.70 ± 1.65,-1.16 ± 4.21 / 38.45 ± 2.89,42.88 ± 1.07 / 26.46 ± 1.88,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.38,395881664.0,50368.0,8192.0,✓,✗,(✓),✗,39.22 ± 5.92 / 68.28 ± 3.41,45.97 ± 2.28 / 54.68 ± 1.55,-0.24 ± 3.86 / 38.82 ± 3.84,4.68 ± 0.58 / 2.86 ± 0.41,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0,16.7.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,3.48,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,52.38 ± 4.90 / 74.96 ± 2.80,31.58 ± 0.98 / 29.88 ± 1.43,1.69 ± 1.99 / 35.24 ± 0.61,0.00 ± 0.00 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.49,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,26.84 ± 7.97 / 50.65 ± 8.88,23.62 ± 5.35 / 19.10 ± 4.45,1.05 ± 1.99 / 40.55 ± 4.13,29.62 ± 2.39 / 19.07 ± 2.01,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.51,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,33.88 ± 9.23 / 50.50 ± 9.83,19.09 ± 3.48 / 16.92 ± 1.65,-0.79 ± 3.08 / 41.02 ± 4.72,28.27 ± 1.94 / 3.39 ± 1.78,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0
