<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/allenai/Olmo-3.1-32B-Instruct-DPO'>allenai/Olmo-3.1-32B-Instruct-DPO</a>,📝,2.63,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,45.63 ± 0.97 / 61.46 ± 0.93,45.02 ± 1.27 / 25.57 ± 2.02,8.12 ± 2.09 / 53.51 ± 1.23,65.49 ± 1.20 / 42.54 ± 1.37,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think</a>,🤔,2.63,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,44.69 ± 1.26 / 60.44 ± 1.05,52.05 ± 1.71 / 38.34 ± 2.57,3.37 ± 1.39 / 37.15 ± 2.18,58.50 ± 1.04 / 36.65 ± 1.40,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.63,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,39.62 ± 2.82 / 55.57 ± 2.18,37.48 ± 1.63 / 24.78 ± 1.26,16.62 ± 2.88 / 56.81 ± 1.71,70.19 ± 1.12 / 42.93 ± 1.88,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.65,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,52.55 ± 2.47 / 65.89 ± 1.91,51.44 ± 1.55 / 28.17 ± 1.51,13.82 ± 1.49 / 51.42 ± 2.42,34.43 ± 4.33 / 7.05 ± 2.03,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.66,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,35.21 ± 1.34 / 36.00 ± 1.04,50.13 ± 1.90 / 38.12 ± 1.47,0.00 ± 0.00 / 33.86 ± 0.38,75.36 ± 1.14 / 51.71 ± 1.59,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#high</a>,🤔,2.66,21511953984.0,201088.0,131072.0,✓,✗,✗,✓,55.05 ± 1.28 / 67.63 ± 0.95,32.76 ± 1.88 / 28.20 ± 1.56,15.95 ± 2.21 / 55.38 ± 1.39,58.53 ± 0.88 / 39.25 ± 1.02,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.67,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,43.10 ± 3.37 / 53.70 ± 3.74,37.16 ± 5.32 / 26.60 ± 4.52,8.88 ± 3.45 / 45.59 ± 5.15,73.59 ± 1.56 / 50.32 ± 2.62,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/LumiOpen/Llama-Poro-2-8B-base'>LumiOpen/Llama-Poro-2-8B-base</a>,🧠,2.67,8030261248.0,128256.0,?,✓,✗,(✓),✗,45.78 ± 1.98 / 47.27 ± 1.73,46.74 ± 2.96 / 30.96 ± 2.57,0.00 ± 0.00 / 33.07 ± 0.40,69.73 ± 1.30 / 50.45 ± 1.96,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,2.67,?,?,?,✓,✗,(✓),✓,41.06 ± 3.04 / 54.15 ± 3.54,37.84 ± 2.05 / 19.93 ± 1.30,17.45 ± 2.66 / 53.05 ± 3.43,60.81 ± 1.18 / 32.85 ± 1.84,16.17.0,16.17.0,16.17.0,16.17.0
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,2.67,?,?,?,✓,✗,(✓),✓,49.15 ± 2.29 / 63.30 ± 1.59,37.53 ± 1.70 / 18.50 ± 0.97,11.86 ± 2.28 / 53.78 ± 1.95,63.80 ± 1.29 / 39.25 ± 2.16,16.17.0,16.17.0,16.17.0,16.17.0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,2.68,?,?,400000.0,✓,✗,✗,✓,46.11 ± 1.42 / 59.48 ± 1.09,33.81 ± 1.16 / 17.77 ± 0.56,17.83 ± 1.05 / 58.11 ± 0.53,60.41 ± 0.76 / 29.34 ± 0.97,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.69,21948655808.0,103424.0,131072.0,✓,✗,(✓),✗,47.20 ± 2.61 / 59.06 ± 2.25,41.69 ± 1.86 / 23.45 ± 1.62,7.93 ± 3.86 / 45.51 ± 5.58,64.61 ± 2.00 / 41.18 ± 2.43,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B</a>,🤔,2.70,30532122624.0,151936.0,40960.0,✓,✗,✗,✓,7.55 ± 2.78 / 25.52 ± 1.67,53.18 ± 1.34 / 39.05 ± 2.27,23.23 ± 0.85 / 61.52 ± 0.44,65.04 ± 1.00 / 41.41 ± 0.99,16.1.0.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,2.70,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,35.76 ± 3.09 / 48.10 ± 4.33,47.61 ± 2.07 / 29.41 ± 1.70,3.33 ± 2.89 / 36.06 ± 1.92,70.34 ± 1.62 / 49.99 ± 2.10,16.5.0.dev0,16.0.1.dev0,16.5.0.dev0,16.0.1.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.70,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,49.48 ± 2.86 / 60.18 ± 3.71,43.28 ± 2.46 / 28.35 ± 2.24,0.13 ± 1.01 / 33.38 ± 0.42,67.92 ± 1.03 / 47.72 ± 2.16,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.71,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,43.85 ± 1.73 / 59.62 ± 1.03,40.62 ± 2.13 / 20.71 ± 0.63,4.45 ± 1.73 / 48.31 ± 1.08,69.18 ± 0.80 / 45.90 ± 0.78,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.72,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,38.57 ± 2.82 / 53.66 ± 2.52,45.14 ± 1.20 / 23.65 ± 1.23,6.52 ± 1.74 / 49.30 ± 1.79,64.96 ± 1.15 / 45.99 ± 1.33,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0,16.10.0.dev0
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,2.73,4676271104.0,131072.0,?,✓,✗,(✓),✓,43.17 ± 1.95 / 55.07 ± 2.10,43.64 ± 4.37 / 26.16 ± 2.84,3.00 ± 1.26 / 50.56 ± 1.30,66.06 ± 1.35 / 46.76 ± 1.87,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.73,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,50.91 ± 3.21 / 62.24 ± 2.40,42.36 ± 3.21 / 26.20 ± 1.85,0.00 ± 0.00 / 32.75 ± 0.77,63.45 ± 1.51 / 34.05 ± 1.35,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16 (val)</a>,🤔,2.73,31577934400.0,131072.0,262144.0,✓,✗,✗,✓,41.26 ± 1.51 / 54.40 ± 1.29,46.16 ± 1.35 / 39.51 ± 1.49,8.49 ± 1.89 / 46.82 ± 0.97,56.32 ± 0.80 / 31.03 ± 1.12,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.76,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,24.90 ± 2.20 / 29.29 ± 2.14,42.09 ± 3.12 / 23.85 ± 2.01,18.48 ± 5.63 / 43.76 ± 4.81,66.75 ± 1.29 / 48.17 ± 1.50,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.76,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,51.02 ± 3.74 / 61.79 ± 2.60,40.12 ± 3.37 / 24.89 ± 1.28,0.00 ± 0.00 / 32.75 ± 0.77,64.46 ± 1.43 / 36.07 ± 1.98,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.77,307531778.0,256000.0,8192.0,✓,✗,(✓),✓,37.02 ± 6.23 / 54.69 ± 4.85,55.71 ± 2.38 / 52.46 ± 2.55,17.39 ± 5.88 / 57.01 ± 3.33,26.91 ± 1.04 / 18.81 ± 1.37,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.77,574594434.0,250300.0,512.0,✓,✗,(✓),✓,33.40 ± 13.18 / 49.57 ± 10.18,58.76 ± 1.17 / 55.69 ± 1.21,13.98 ± 10.19 / 50.51 ± 8.69,32.77 ± 1.21 / 24.78 ± 1.30,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.77,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,53.25 ± 3.83 / 63.81 ± 4.24,45.55 ± 2.10 / 31.16 ± 2.26,18.16 ± 1.98 / 56.20 ± 2.13,26.51 ± 3.42 / 5.19 ± 2.89,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.79,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,40.98 ± 2.69 / 48.87 ± 2.25,41.57 ± 1.76 / 24.47 ± 0.77,1.22 ± 2.56 / 43.95 ± 1.94,70.23 ± 0.67 / 49.18 ± 0.72,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.79,559890946.0,250002.0,512.0,✓,✗,(✓),✗,54.71 ± 1.29 / 60.81 ± 3.25,55.68 ± 3.09 / 56.93 ± 1.60,1.45 ± 2.28 / 48.48 ± 1.31,29.56 ± 1.36 / 21.40 ± 1.76,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.81,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,42.69 ± 2.25 / 57.83 ± 2.02,43.03 ± 1.76 / 31.84 ± 1.80,4.43 ± 1.42 / 40.24 ± 2.48,57.84 ± 1.65 / 37.25 ± 1.53,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct (val)</a>,📝,2.81,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,41.74 ± 1.11 / 58.21 ± 0.73,47.93 ± 1.74 / 26.50 ± 1.95,-0.87 ± 2.25 / 34.73 ± 0.42,61.78 ± 0.72 / 36.97 ± 1.13,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,2.82,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,40.98 ± 1.33 / 57.53 ± 1.15,47.84 ± 1.39 / 27.68 ± 2.69,0.12 ± 1.00 / 33.92 ± 0.42,59.43 ± 1.42 / 37.53 ± 1.44,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.83,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,44.64 ± 1.97 / 58.77 ± 1.71,33.28 ± 0.98 / 19.25 ± 0.93,7.85 ± 2.24 / 53.47 ± 1.15,63.92 ± 0.86 / 37.81 ± 1.34,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/allenai/Olmo-3.1-32B-Think'>allenai/Olmo-3.1-32B-Think (val)</a>,🤔,2.83,32233522176.0,100278.0,65536.0,✗,✗,(✓),✓,39.38 ± 1.14 / 56.03 ± 0.60,46.56 ± 2.93 / 32.97 ± 2.34,1.90 ± 2.60 / 37.59 ± 1.06,55.63 ± 0.74 / 32.86 ± 1.38,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B'>Qwen/Qwen3.5-9B (val)</a>,🤔,2.83,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,54.10 ± 1.80 / 65.12 ± 1.46,21.67 ± 1.84 / 14.50 ± 1.64,28.37 ± 1.19 / 58.65 ± 0.88,43.69 ± 1.01 / 28.80 ± 0.88,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,2.84,278220290.0,251000.0,512.0,✓,✗,(✓),✓,18.25 ± 12.69 / 35.20 ± 8.55,53.82 ± 4.54 / 55.88 ± 3.03,37.37 ± 8.62 / 62.90 ± 6.73,14.99 ± 1.87 / 9.45 ± 1.32,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,16.0.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini</a>,🤔,2.84,?,200192.0,131072.0,✗,✗,(✓),✗,51.69 ± 1.17 / 65.72 ± 0.98,36.77 ± 0.80 / 24.03 ± 0.68,4.59 ± 2.26 / 50.15 ± 1.58,55.20 ± 1.32 / 36.17 ± 0.91,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0,16.14.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 (val)</a>,🤔,2.85,30491811840.0,131072.0,262144.0,✓,✗,✗,✓,39.82 ± 1.35 / 53.23 ± 1.47,47.63 ± 1.89 / 37.23 ± 1.09,2.90 ± 2.81 / 41.63 ± 1.44,51.08 ± 0.93 / 27.64 ± 0.92,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,2.86,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,49.78 ± 1.58 / 63.32 ± 1.07,32.46 ± 0.69 / 20.96 ± 0.53,6.81 ± 2.49 / 51.56 ± 1.35,57.53 ± 1.36 / 35.98 ± 1.30,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.86,3402836480.0,100352.0,131072.0,✓,✗,(✓),✗,48.08 ± 1.41 / 63.07 ± 1.09,44.28 ± 1.45 / 23.69 ± 1.75,0.71 ± 1.28 / 34.03 ± 0.54,53.30 ± 2.58 / 32.61 ± 3.04,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.87,278044162.0,250002.0,512.0,✓,✗,(✓),✗,46.81 ± 1.77 / 60.30 ± 1.50,65.16 ± 2.11 / 64.78 ± 1.27,1.51 ± 2.06 / 47.73 ± 3.21,14.76 ± 2.85 / 8.29 ± 1.96,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/nvidia/Nemotron-Cascade-2-30B-A3B'>nvidia/Nemotron-Cascade-2-30B-A3B (val)</a>,🤔,2.90,31577937344.0,131072.0,262144.0,✓,✗,(✓),✓,45.79 ± 1.48 / 60.96 ± 1.11,37.01 ± 1.82 / 23.01 ± 1.04,7.03 ± 2.33 / 50.42 ± 1.25,52.67 ± 0.87 / 26.58 ± 1.05,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,2.91,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,31.80 ± 4.29 / 44.27 ± 4.60,39.09 ± 4.64 / 17.16 ± 1.26,4.46 ± 4.79 / 38.82 ± 2.86,63.37 ± 2.16 / 35.24 ± 2.23,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,2.91,30677882880.0,131072.0,65536.0,✓,✗,✗,✓,27.91 ± 3.44 / 30.33 ± 3.31,43.56 ± 3.29 / 29.21 ± 2.20,4.26 ± 1.60 / 34.14 ± 0.47,66.79 ± 2.09 / 41.64 ± 2.89,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,📝,2.95,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,45.62 ± 1.26 / 58.06 ± 1.90,34.31 ± 1.86 / 20.20 ± 1.29,6.20 ± 1.06 / 45.40 ± 3.40,54.81 ± 1.41 / 34.34 ± 1.08,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.96,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,41.80 ± 2.41 / 53.04 ± 3.20,34.19 ± 2.04 / 20.06 ± 1.31,7.13 ± 1.87 / 47.02 ± 3.68,53.37 ± 1.38 / 33.34 ± 1.32,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,2.96,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,38.78 ± 3.72 / 54.29 ± 3.62,33.02 ± 4.97 / 17.57 ± 1.57,4.83 ± 2.99 / 50.06 ± 1.91,58.36 ± 1.54 / 30.88 ± 2.11,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.97,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,43.63 ± 2.84 / 59.56 ± 2.33,36.33 ± 2.37 / 22.03 ± 1.41,4.03 ± 1.23 / 40.62 ± 3.20,54.25 ± 1.21 / 33.38 ± 1.42,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,3.00,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,38.52 ± 0.92 / 55.98 ± 0.65,39.96 ± 1.68 / 23.21 ± 1.76,3.11 ± 1.88 / 50.72 ± 1.12,52.95 ± 0.67 / 34.07 ± 1.24,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,3.03,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,16.89 ± 1.91 / 30.11 ± 1.95,49.71 ± 1.97 / 32.49 ± 2.66,4.44 ± 1.65 / 35.22 ± 1.20,59.08 ± 1.87 / 42.95 ± 1.60,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,3.06,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,46.65 ± 1.96 / 61.49 ± 1.38,47.40 ± 2.24 / 28.02 ± 1.91,0.50 ± 1.00 / 33.87 ± 0.46,25.03 ± 1.77 / 1.85 ± 1.20,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,3.07,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,35.86 ± 1.45 / 54.83 ± 1.13,40.40 ± 2.31 / 19.77 ± 1.62,-0.88 ± 1.06 / 35.72 ± 2.40,46.87 ± 1.08 / 31.18 ± 1.07,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,3.08,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,41.45 ± 2.32 / 55.63 ± 3.39,49.99 ± 1.64 / 26.27 ± 2.18,2.05 ± 2.13 / 36.04 ± 1.10,23.45 ± 1.29 / 0.02 ± 0.04,16.10.0,16.10.0,16.10.0,16.10.0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,3.17,140642306.0,256000.0,8192.0,✓,✗,(✓),✓,27.87 ± 2.67 / 48.61 ± 2.29,48.30 ± 3.14 / 49.59 ± 2.61,12.51 ± 3.52 / 53.96 ± 2.60,20.80 ± 1.33 / 12.98 ± 1.14,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.18,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,38.51 ± 2.51 / 55.45 ± 1.68,32.76 ± 1.03 / 17.37 ± 0.51,3.27 ± 2.40 / 49.42 ± 1.56,42.49 ± 0.60 / 15.57 ± 0.85,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/tartuNLP/Apertus-EstLLM-8B-Instruct-1125'>tartuNLP/Apertus-EstLLM-8B-Instruct-1125</a>,📝,3.18,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,1.56 ± 2.27 / 23.84 ± 0.63,47.02 ± 1.43 / 23.58 ± 1.14,2.43 ± 2.30 / 34.56 ± 1.64,64.12 ± 2.10 / 39.77 ± 2.20,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/Finnish-NLP/Ahma-2-4B-Instruct'>Finnish-NLP/Ahma-2-4B-Instruct</a>,📝,3.20,3880099328.0,262144.0,131072.0,✓,✗,(✓),✗,45.69 ± 3.13 / 60.03 ± 2.70,32.99 ± 3.13 / 21.45 ± 1.77,6.59 ± 1.57 / 44.87 ± 3.18,26.75 ± 1.45 / 3.36 ± 1.19,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.21,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,0.46 ± 0.46 / 11.76 ± 0.22,40.28 ± 2.29 / 19.47 ± 0.69,7.47 ± 1.43 / 43.76 ± 2.56,68.59 ± 1.01 / 45.93 ± 1.32,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,3.22,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,47.76 ± 1.82 / 60.96 ± 1.51,14.16 ± 2.13 / 9.50 ± 1.35,19.13 ± 2.40 / 52.17 ± 1.21,30.62 ± 1.26 / 20.34 ± 1.27,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,3.26,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,24.79 ± 1.80 / 41.81 ± 2.14,37.36 ± 4.27 / 21.68 ± 1.99,1.73 ± 1.31 / 44.37 ± 3.56,48.60 ± 1.62 / 27.69 ± 1.82,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0,16.0.1.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.29,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,38.42 ± 3.90 / 51.49 ± 4.34,44.61 ± 2.34 / 25.38 ± 2.01,3.36 ± 1.95 / 35.81 ± 2.18,12.05 ± 0.99 / 0.09 ± 0.10,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
