<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,4.08,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,2.10 ± 2.27 / 21.60 ± 1.74,44.60 ± 1.62 / 36.26 ± 2.19,3.72 ± 2.24 / 45.53 ± 4.07,13.11 ± 5.76 / 6.35 ± 2.68,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/vesteinn/ScandiBERT'>vesteinn/ScandiBERT</a>,🔍,4.08,124548012.0,50005.0,514.0,✓,✗,(✓),✓,21.18 ± 13.88 / 36.24 ± 12.60,12.68 ± 13.37 / 16.02 ± 15.79,0.24 ± 0.47 / 34.62 ± 2.17,25.07 ± 1.28 / 7.67 ± 0.95,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,4.09,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,9.59 ± 4.16 / 29.22 ± 5.43,12.13 ± 0.94 / 12.72 ± 0.96,0.00 ± 0.00 / 33.36 ± 0.27,35.46 ± 2.29 / 16.50 ± 1.63,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/NbAiLab/borealis-1b-instruct-preview'>NbAiLab/borealis-1b-instruct-preview (val)</a>,📝,4.10,999885952.0,262144.0,32768.0,✓,✗,(✓),✗,10.91 ± 4.51 / 23.63 ± 4.33,13.02 ± 2.34 / 13.28 ± 2.44,0.00 ± 0.00 / 32.87 ± 0.96,32.36 ± 1.40 / 9.94 ± 2.10,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/common-pile/comma-v0.1-1t'>common-pile/comma-v0.1-1t</a>,🧠,4.10,7002656768.0,64256.0,16384.0,✓,✗,(✓),✗,5.28 ± 2.58 / 27.98 ± 1.53,20.54 ± 4.71 / 19.69 ± 2.75,1.06 ± 1.37 / 46.60 ± 3.30,30.23 ± 2.23 / 9.94 ± 2.56,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,4.11,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,1.92 ± 3.38 / 18.04 ± 2.71,23.62 ± 3.05 / 23.08 ± 2.81,0.00 ± 0.00 / 33.36 ± 0.27,32.08 ± 1.91 / 12.74 ± 1.81,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/KBLab/bert-base-swedish-cased-alpha'>KBLab/bert-base-swedish-cased-alpha</a>,🔍,4.11,124444418.0,50002.0,512.0,✓,✗,(✓),✗,25.90 ± 2.37 / 47.55 ± 2.18,16.58 ± 3.09 / 16.23 ± 3.15,1.19 ± 1.65 / 48.00 ± 2.36,15.42 ± 1.29 / 2.58 ± 0.46,15.8.2,15.8.2,15.8.2,15.8.2
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b</a>,📝,4.13,1000000000.0,262144.0,32768.0,✓,✗,✗,✓,2.50 ± 1.79 / 21.08 ± 2.39,16.72 ± 2.33 / 15.70 ± 1.76,2.33 ± 1.26 / 45.26 ± 3.22,32.10 ± 2.02 / 13.26 ± 1.33,15.2.0.dev0,15.2.0.dev0,15.2.0.dev0,15.3.1
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct</a>,📝,4.14,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,4.54 ± 2.52 / 21.69 ± 4.44,16.61 ± 0.93 / 17.36 ± 0.81,0.00 ± 0.00 / 33.50 ± 0.37,33.29 ± 1.51 / 10.60 ± 1.38,15.4.1,15.4.2,15.4.2,15.4.2
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,4.14,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,6.87 ± 5.56 / 25.65 ± 3.90,15.96 ± 3.08 / 16.25 ± 2.68,2.18 ± 1.37 / 47.91 ± 2.92,27.49 ± 1.75 / 1.91 ± 0.97,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.17,?,103424.0,131072.0,✓,✗,(✓),✗,7.90 ± 4.00 / 23.36 ± 3.77,21.90 ± 1.27 / 21.79 ± 1.63,2.28 ± 2.97 / 49.67 ± 2.06,23.44 ± 2.75 / 4.07 ± 1.21,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m'>AI-Sweden-Models/gpt-sw3-356m</a>,🧠,4.17,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,-2.85 ± 2.00 / 17.69 ± 1.55,18.47 ± 3.61 / 17.32 ± 3.29,1.57 ± 1.41 / 48.05 ± 1.64,32.08 ± 2.33 / 14.71 ± 2.13,16.5.0.dev0,15.4.1,16.5.0.dev0,15.4.1
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,4.18,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,1.19 ± 1.56 / 25.79 ± 0.63,13.33 ± 2.56 / 15.07 ± 2.57,-0.51 ± 1.82 / 35.83 ± 1.68,36.71 ± 1.12 / 12.08 ± 1.38,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-8B'>deepseek-ai/DeepSeek-R1-Distill-Llama-8B</a>,🤔,4.19,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,9.74 ± 3.04 / 36.47 ± 2.63,31.07 ± 1.63 / 22.05 ± 1.42,0.71 ± 1.60 / 44.21 ± 2.93,11.27 ± 1.19 / 0.20 ± 0.14,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,4.21,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,2.37 ± 1.40 / 16.10 ± 0.32,11.07 ± 5.04 / 13.91 ± 3.45,-0.30 ± 0.62 / 33.56 ± 0.41,33.98 ± 3.32 / 14.51 ± 3.47,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,4.23,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,-7.67 ± 4.24 / 25.95 ± 2.45,6.75 ± 2.93 / 6.25 ± 2.72,-8.65 ± 2.90 / 44.48 ± 2.00,55.92 ± 1.00 / 22.59 ± 2.39,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0,15.9.2.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,4.23,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,5.42 ± 2.34 / 35.77 ± 1.69,16.06 ± 1.46 / 15.21 ± 1.29,3.17 ± 2.23 / 51.26 ± 1.11,21.75 ± 0.82 / 0.00 ± 0.00,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/DiscoResearch/DiscoLM-70b'>DiscoResearch/DiscoLM-70b</a>,🧠,4.24,68977172480.0,32032.0,8192.0,✗,✗,(✓),✗,0.84 ± 1.10 / 17.96 ± 0.24,54.44 ± 2.61 / 39.04 ± 5.01,0.00 ± 0.00 / 33.50 ± 0.37,3.92 ± 2.84 / 1.45 ± 1.25,15.3.1,15.3.1,15.3.1,15.3.1
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,4.25,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,2.31 ± 1.23 / 26.41 ± 1.17,17.20 ± 3.21 / 16.61 ± 2.33,-1.81 ± 1.03 / 33.60 ± 0.30,29.61 ± 1.97 / 7.60 ± 2.62,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,4.27,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,3.83 ± 1.67 / 34.58 ± 1.03,18.43 ± 1.80 / 15.52 ± 1.55,-1.14 ± 1.97 / 46.92 ± 0.79,23.73 ± 0.76 / 0.00 ± 0.00,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.29,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,2.99 ± 2.39 / 26.07 ± 2.14,21.84 ± 3.46 / 20.98 ± 2.74,1.45 ± 2.47 / 42.27 ± 4.87,17.89 ± 2.66 / 0.08 ± 0.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,4.29,949685760.0,128256.0,4096.0,✗,✗,(✓),✓,3.08 ± 3.10 / 23.32 ± 2.93,15.56 ± 0.77 / 14.95 ± 1.00,0.07 ± 0.77 / 34.48 ± 1.55,26.83 ± 2.39 / 6.84 ± 1.37,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,4.30,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,0.00 ± 0.00 / 15.71 ± 0.27,50.58 ± 2.36 / 31.09 ± 3.51,0.43 ± 0.57 / 33.52 ± 0.36,3.29 ± 0.06 / 0.00 ± 0.00,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,4.31,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,8.45 ± 3.76 / 25.34 ± 3.33,16.77 ± 1.20 / 14.75 ± 0.91,-0.07 ± 1.16 / 33.57 ± 0.34,19.35 ± 2.07 / 0.05 ± 0.05,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,4.32,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,4.95 ± 2.26 / 35.80 ± 1.66,14.82 ± 2.28 / 13.92 ± 1.82,0.10 ± 1.40 / 49.75 ± 0.85,21.39 ± 1.68 / 0.00 ± 0.00,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0,16.13.0.dev0
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,4.32,2023868416.0,64000.0,4096.0,✓,✗,(✓),✗,0.00 ± 0.00 / 16.36 ± 0.30,15.81 ± 4.08 / 16.85 ± 2.37,0.00 ± 0.00 / 33.16 ± 0.38,26.51 ± 2.59 / 8.67 ± 2.14,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0
<a href='https://hf.co/danish-foundation-models/encoder-small-v1'>danish-foundation-models/encoder-small-v1</a>,🔍,4.33,22007401.0,96105.0,128.0,✓,✗,(✓),✗,27.05 ± 3.31 / 38.67 ± 2.36,17.65 ± 9.57 / 16.77 ± 9.42,-0.34 ± 1.26 / 41.43 ± 4.34,1.13 ± 1.00 / 0.51 ± 0.37,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,4.36,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,7.14 ± 1.82 / 36.35 ± 1.05,16.19 ± 1.14 / 16.47 ± 1.10,5.91 ± 2.36 / 43.63 ± 1.06,9.15 ± 0.83 / 2.16 ± 0.34,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,4.37,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,1.07 ± 2.94 / 22.86 ± 1.49,19.40 ± 2.09 / 18.94 ± 2.00,0.33 ± 0.85 / 33.67 ± 0.42,20.02 ± 1.87 / 0.21 ± 0.15,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/mideind/IceBERT-mC4-is'>mideind/IceBERT-mC4-is</a>,🔍,4.37,162944162.0,50000.0,514.0,✓,✗,(✓),✗,16.86 ± 9.86 / 29.51 ± 7.47,0.36 ± 0.71 / 0.40 ± 0.78,1.17 ± 1.87 / 34.24 ± 1.98,15.88 ± 0.97 / 0.58 ± 0.27,15.9.0.dev0,15.9.0.dev0,15.9.0.dev0,15.9.2
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-7B</a>,🤔,4.38,7615616512.0,152064.0,131072.0,✓,✗,(✓),✓,2.58 ± 2.87 / 33.22 ± 2.36,21.34 ± 1.90 / 17.02 ± 1.54,-0.12 ± 1.42 / 33.64 ± 0.30,17.52 ± 0.82 / 2.01 ± 0.67,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct</a>,📝,4.38,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,3.39 ± 2.70 / 18.76 ± 0.95,17.85 ± 1.63 / 17.98 ± 1.64,2.31 ± 1.30 / 36.93 ± 1.31,16.44 ± 1.16 / 0.31 ± 0.22,15.4.1,15.4.1,15.4.1,15.4.1
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,4.38,751632384.0,151936.0,40960.0,✓,✗,✗,✓,7.42 ± 2.96 / 32.39 ± 3.20,17.34 ± 2.18 / 15.88 ± 1.89,-0.74 ± 1.44 / 42.87 ± 4.53,14.81 ± 1.81 / 3.13 ± 0.72,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.39,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,6.07 ± 2.18 / 32.96 ± 2.84,13.72 ± 1.75 / 14.80 ± 1.57,-0.14 ± 1.53 / 38.02 ± 2.98,16.82 ± 1.84 / 0.37 ± 0.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.41,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,4.94 ± 3.79 / 27.94 ± 4.97,13.01 ± 1.91 / 13.50 ± 1.70,0.37 ± 1.44 / 40.35 ± 4.47,15.99 ± 2.56 / 3.53 ± 0.93,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,4.42,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,1.83 ± 1.47 / 19.81 ± 2.67,13.30 ± 3.86 / 13.64 ± 3.18,-0.62 ± 1.66 / 35.36 ± 2.37,19.98 ± 2.33 / 3.92 ± 1.83,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.45,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,3.57 ± 1.92 / 26.16 ± 2.78,14.10 ± 1.39 / 14.80 ± 1.35,0.63 ± 1.35 / 43.02 ± 2.42,16.60 ± 2.14 / 0.18 ± 0.13,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.46,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,4.13 ± 2.87 / 24.61 ± 1.97,16.40 ± 1.47 / 18.58 ± 1.19,0.00 ± 0.00 / 33.36 ± 0.27,11.96 ± 3.02 / 1.73 ± 0.71,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.47,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,7.27 ± 3.71 / 26.38 ± 5.10,13.14 ± 2.43 / 13.96 ± 2.41,0.87 ± 1.06 / 35.41 ± 2.97,11.02 ± 2.75 / 1.06 ± 0.65,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.47,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,9.79 ± 3.95 / 26.75 ± 4.26,8.55 ± 1.44 / 8.85 ± 1.25,0.18 ± 1.25 / 43.03 ± 4.12,10.52 ± 1.38 / 0.05 ± 0.06,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.47,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,6.43 ± 4.00 / 21.05 ± 4.20,11.00 ± 1.14 / 12.42 ± 1.44,0.16 ± 1.70 / 39.52 ± 4.66,11.27 ± 1.94 / 0.12 ± 0.09,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.48,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,1.67 ± 2.18 / 22.65 ± 2.62,15.53 ± 3.72 / 16.16 ± 3.66,0.02 ± 0.67 / 33.48 ± 0.34,13.18 ± 1.96 / 2.74 ± 0.82,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,4.49,751632384.0,151936.0,40960.0,✓,✗,✗,✓,8.85 ± 2.33 / 34.77 ± 1.63,7.36 ± 1.10 / 7.48 ± 1.08,-0.95 ± 1.34 / 45.93 ± 0.93,15.20 ± 1.00 / 4.51 ± 0.52,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/utter-project/EuroVLM-1.7B-Preview'>utter-project/EuroVLM-1.7B-Preview</a>,📝,4.49,2061162016.0,128000.0,?,✓,✗,(✓),✓,2.29 ± 1.90 / 25.64 ± 1.73,12.80 ± 3.24 / 13.47 ± 3.27,0.14 ± 0.69 / 35.11 ± 3.11,14.20 ± 3.20 / 0.12 ± 0.08,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.49,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,4.67 ± 1.75 / 27.31 ± 3.11,15.81 ± 1.75 / 15.54 ± 1.67,-0.48 ± 2.47 / 41.96 ± 3.59,10.37 ± 1.65 / 0.02 ± 0.03,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,4.51,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,-4.12 ± 3.36 / 23.15 ± 1.64,5.41 ± 2.07 / 7.90 ± 0.82,-0.18 ± 1.97 / 38.32 ± 3.98,23.89 ± 1.79 / 4.14 ± 1.40,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.52,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,0.63 ± 3.86 / 20.72 ± 2.95,14.24 ± 1.23 / 14.75 ± 1.17,0.60 ± 1.41 / 41.19 ± 3.53,14.05 ± 2.36 / 0.09 ± 0.08,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/NbAiLab/borealis-270m-instruct-preview'>NbAiLab/borealis-270m-instruct-preview (val)</a>,📝,4.52,268098176.0,262144.0,32768.0,✓,✗,(✓),✗,-2.29 ± 5.96 / 23.24 ± 3.45,5.46 ± 2.79 / 6.50 ± 2.96,0.01 ± 0.01 / 32.93 ± 0.98,21.15 ± 3.56 / 3.68 ± 1.01,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,4.54,359431168.0,128256.0,4096.0,✗,✗,(✓),✓,0.40 ± 1.45 / 15.98 ± 0.33,9.57 ± 2.86 / 13.32 ± 1.59,0.00 ± 0.00 / 33.50 ± 0.37,16.44 ± 2.58 / 3.39 ± 1.14,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/HPLT/hplt2c_isl_checkpoints'>HPLT/hplt2c_isl_checkpoints</a>,🧠,4.55,?,262272.0,2048.0,✓,✗,(✓),✗,6.78 ± 2.84 / 26.90 ± 3.17,0.01 ± 0.02 / 0.01 ± 0.02,2.68 ± 2.00 / 47.00 ± 2.98,12.79 ± 1.59 / 0.34 ± 0.25,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0,15.16.0.dev0
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.56,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,2.12 ± 3.75 / 23.55 ± 2.48,8.80 ± 2.73 / 9.92 ± 2.04,-0.66 ± 1.21 / 39.84 ± 4.62,13.70 ± 2.37 / 0.11 ± 0.11,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/marksverdhei/modern-norbert3-xs'>marksverdhei/modern-norbert3-xs</a>,🔍,4.58,15000272.0,50000.0,512.0,✓,✗,(✓),✗,19.14 ± 2.33 / 42.65 ± 2.42,5.17 ± 1.70 / 4.88 ± 1.65,0.76 ± 1.49 / 49.69 ± 0.70,1.37 ± 0.38 / 0.06 ± 0.05,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/marksverdhei/modern-norbert3-base'>marksverdhei/modern-norbert3-base</a>,🔍,4.58,123994448.0,50000.0,512.0,✓,✗,(✓),✗,15.86 ± 3.11 / 36.95 ± 2.17,0.00 ± 0.00 / 0.00 ± 0.00,-0.69 ± 1.69 / 45.44 ± 2.95,7.06 ± 2.88 / 0.15 ± 0.09,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,4.59,134516160.0,49154.0,8192.0,✓,✗,(✓),✗,1.35 ± 1.12 / 18.12 ± 0.35,8.87 ± 2.25 / 11.29 ± 2.34,0.00 ± 0.00 / 33.50 ± 0.37,12.81 ± 2.13 / 0.37 ± 0.34,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.59,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,2.86 ± 3.42 / 26.16 ± 2.97,9.63 ± 1.59 / 11.37 ± 1.41,0.98 ± 0.80 / 33.85 ± 1.00,10.84 ± 2.16 / 1.13 ± 0.62,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m'>AI-Sweden-Models/gpt-sw3-126m</a>,🧠,4.62,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,2.30 ± 1.84 / 23.11 ± 1.68,0.23 ± 0.31 / 1.99 ± 1.94,1.69 ± 1.09 / 34.66 ± 0.53,12.08 ± 2.36 / 3.08 ± 1.34,16.5.0.dev0,15.4.1,16.5.0.dev0,15.4.1
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.62,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,-0.19 ± 3.17 / 23.35 ± 2.25,7.58 ± 3.93 / 10.07 ± 3.32,-0.06 ± 0.64 / 38.41 ± 3.64,14.23 ± 2.08 / 0.18 ± 0.12,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,4.62,1791080448.0,120818.0,262144.0,✓,✗,(✓),✓,-3.02 ± 2.17 / 29.02 ± 1.70,8.56 ± 1.28 / 8.85 ± 0.93,-0.14 ± 2.33 / 47.53 ± 1.15,14.02 ± 1.18 / 0.00 ± 0.00,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/microsoft/Phi-4-mini-reasoning'>microsoft/Phi-4-mini-reasoning</a>,🤔,4.64,3836021760.0,200064.0,131072.0,✓,✗,(✓),✓,-1.52 ± 3.11 / 23.98 ± 3.82,13.86 ± 2.48 / 13.39 ± 2.33,1.17 ± 1.74 / 40.45 ± 3.89,7.32 ± 1.00 / 0.00 ± 0.00,15.9.2,15.9.2,15.9.2,15.9.2
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.64,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,1.99 ± 2.21 / 29.54 ± 2.50,0.64 ± 0.52 / 0.77 ± 0.45,-0.08 ± 2.03 / 38.04 ± 4.36,14.31 ± 0.63 / 0.00 ± 0.00,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0
