<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=14 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=15 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=16 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/mistralai/Ministral-3-8B-Base-2512'>mistralai/Ministral-3-8B-Base-2512 (val)</a>,🧠,2.60,8918026240.0,131072.0,8192.0,✓,✗,(✓),✓,43.74 ± 2.33 / 60.32 ± 2.07,69.23 ± 1.21 / 69.23 ± 1.21,30.68 ± 3.44 / 60.08 ± 3.49,61.43 ± 1.33 / 45.20 ± 1.29,0.00 ± 0.00 / 0.00 ± 0.00,51.04 ± 1.54 / 63.12 ± 1.18,11.73 ± 2.39 / 59.69 ± 1.09,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/LGAI-EXAONE/EXAONE-4.0-32B'>LGAI-EXAONE/EXAONE-4.0-32B (val)</a>,📝,2.62,32003216384.0,102400.0,131072.0,✗,✗,(✓),✗,34.34 ± 1.38 / 54.62 ± 0.88,67.22 ± 0.88 / 67.22 ± 0.88,24.42 ± 2.30 / 61.72 ± 1.14,58.43 ± 0.62 / 34.87 ± 1.05,29.36 ± 0.15 / 33.21 ± 0.17,24.48 ± 1.41 / 43.40 ± 1.06,1.53 ± 3.10 / 53.44 ± 1.65,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🧠,2.62,9653100528.0,248044.0,8192.0,✓,✗,(✓),✓,31.50 ± 1.83 / 39.54 ± 1.60,71.94 ± 1.16 / 71.94 ± 1.16,28.86 ± 4.47 / 52.10 ± 3.12,66.97 ± 0.99 / 49.31 ± 0.91,0.00 ± 0.00 / 0.00 ± 0.00,53.06 ± 1.89 / 64.49 ± 1.39,16.82 ± 4.75 / 47.73 ± 2.20,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/ibm-granite/granite-4.0-h-micro'>ibm-granite/granite-4.0-h-micro</a>,📝,2.63,3191396096.0,100352.0,131072.0,✓,✗,(✓),✗,41.25 ± 1.37 / 58.97 ± 1.23,58.54 ± 1.53 / 58.54 ± 1.53,17.88 ± 2.15 / 56.02 ± 1.91,57.57 ± 1.73 / 36.91 ± 1.57,30.02 ± 0.19 / 33.00 ± 0.38,29.97 ± 1.20 / 47.32 ± 0.95,3.82 ± 2.26 / 51.29 ± 1.30,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.14.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,2.64,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,18.15 ± 2.15 / 27.53 ± 1.86,71.33 ± 1.19 / 71.33 ± 1.19,22.66 ± 2.65 / 59.67 ± 3.33,68.02 ± 1.93 / 49.29 ± 1.65,26.68 ± 2.07 / 28.78 ± 2.91,31.76 ± 1.18 / 48.46 ± 1.02,8.77 ± 2.00 / 53.69 ± 1.16,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.1-8B-Instruct'>meta-llama/Llama-3.1-8B-Instruct</a>,📝,2.65,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,46.36 ± 1.49 / 60.68 ± 1.46,64.00 ± 1.58 / 64.00 ± 1.58,15.45 ± 2.20 / 40.42 ± 1.99,20.92 ± 0.91 / 0.08 ± 0.09,31.53 ± 0.26 / 34.50 ± 0.73,33.60 ± 1.02 / 49.96 ± 0.80,15.68 ± 2.45 / 57.60 ± 1.13,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.15.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-4B-Base'>Qwen/Qwen3.5-4B-Base (val)</a>,🧠,2.68,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,34.04 ± 2.04 / 45.12 ± 1.54,67.56 ± 0.53 / 67.56 ± 0.53,31.07 ± 3.45 / 54.80 ± 2.96,65.38 ± 1.01 / 43.78 ± 0.90,0.00 ± 0.00 / 0.00 ± 0.00,45.33 ± 1.36 / 58.52 ± 1.02,11.59 ± 2.96 / 51.17 ± 1.63,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.69,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,17.74 ± 4.37 / 26.67 ± 3.59,60.87 ± 1.88 / 60.87 ± 1.88,21.34 ± 4.75 / 51.27 ± 5.89,67.00 ± 2.19 / 47.69 ± 2.77,23.74 ± 1.42 / 24.49 ± 1.83,37.72 ± 0.88 / 52.57 ± 0.66,12.70 ± 2.00 / 55.54 ± 1.19,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.15.0.dev0,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.73,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,41.97 ± 2.21 / 60.11 ± 2.30,45.06 ± 2.72 / 45.06 ± 2.72,15.79 ± 3.88 / 53.90 ± 4.33,59.07 ± 2.89 / 41.43 ± 3.09,24.97 ± 2.46 / 27.02 ± 3.33,32.38 ± 1.26 / 48.92 ± 0.95,6.40 ± 2.84 / 53.06 ± 1.48,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct</a>,📝,2.78,9152319488.0,128000.0,4096.0,✗,✗,(✓),✓,45.70 ± 0.99 / 62.63 ± 1.41,50.42 ± 2.65 / 50.42 ± 2.65,17.64 ± 4.08 / 48.41 ± 5.36,25.60 ± 0.97 / 0.08 ± 0.07,28.33 ± 0.14 / 33.00 ± 0.21,29.42 ± 1.02 / 47.02 ± 0.73,14.10 ± 1.73 / 55.23 ± 1.05,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.15.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.79,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,38.15 ± 0.84 / 53.73 ± 1.24,47.30 ± 1.06 / 47.30 ± 1.06,19.34 ± 1.32 / 54.99 ± 3.06,56.73 ± 1.72 / 36.40 ± 2.05,30.10 ± 0.16 / 34.41 ± 0.18,23.49 ± 0.71 / 42.16 ± 0.88,4.72 ± 1.39 / 50.96 ± 0.66,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct</a>,📝,2.81,7241748480.0,32002.0,32768.0,✗,✗,(✓),✗,40.96 ± 1.30 / 58.18 ± 1.83,53.65 ± 1.75 / 53.65 ± 1.75,12.16 ± 1.68 / 53.70 ± 2.37,56.55 ± 1.04 / 30.54 ± 0.99,30.87 ± 0.56 / 34.35 ± 0.83,11.27 ± 0.80 / 32.65 ± 0.64,1.28 ± 1.86 / 50.00 ± 1.07,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.15.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/google/gemma-4-E2B-it'>google/gemma-4-E2B-it (val)</a>,📝,2.85,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,38.71 ± 2.08 / 58.40 ± 1.43,61.03 ± 1.09 / 61.03 ± 1.09,30.40 ± 2.06 / 64.54 ± 1.07,58.59 ± 0.64 / 36.06 ± 0.78,0.01 ± 0.01 / 0.02 ± 0.01,25.15 ± 1.89 / 43.67 ± 1.44,10.90 ± 2.34 / 52.66 ± 1.10,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.86,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,31.91 ± 1.42 / 44.44 ± 1.86,48.69 ± 1.89 / 48.69 ± 1.89,7.48 ± 4.53 / 36.73 ± 3.80,56.80 ± 1.79 / 38.69 ± 1.84,25.10 ± 1.98 / 26.40 ± 2.77,27.41 ± 1.19 / 45.22 ± 0.98,10.87 ± 1.85 / 54.15 ± 1.15,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.15.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512 (val)</a>,🧠,2.87,3849090048.0,131072.0,8192.0,✓,✗,(✓),✓,42.17 ± 1.79 / 59.57 ± 1.34,61.22 ± 0.93 / 61.22 ± 0.93,11.73 ± 3.02 / 43.40 ± 3.38,63.89 ± 1.13 / 44.35 ± 1.04,0.00 ± 0.00 / 0.00 ± 0.00,39.71 ± 1.89 / 54.45 ± 1.43,8.50 ± 1.88 / 57.58 ± 1.38,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-global'>CohereLabs/tiny-aya-global (val)</a>,📝,2.88,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,27.00 ± 15.16 / 41.86 ± 13.31,55.24 ± 2.07 / 55.24 ± 2.07,7.06 ± 5.53 / 38.62 ± 2.15,60.34 ± 1.47 / 41.11 ± 1.71,30.08 ± 0.18 / 33.92 ± 0.18,26.86 ± 3.22 / 44.88 ± 2.55,-6.39 ± 4.16 / 60.94 ± 1.44,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.89,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,27.15 ± 15.08 / 42.17 ± 13.44,55.95 ± 1.66 / 55.95 ± 1.66,6.07 ± 4.67 / 36.47 ± 1.23,60.37 ± 1.39 / 41.95 ± 1.67,30.28 ± 0.20 / 34.10 ± 0.22,26.08 ± 2.41 / 44.38 ± 1.89,-7.20 ± 2.89 / 60.23 ± 2.25,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/allenai/Olmo-3-1025-7B'>allenai/Olmo-3-1025-7B</a>,🧠,2.90,7298011136.0,100278.0,65536.0,✓,✗,(✓),✓,39.69 ± 1.01 / 57.42 ± 2.10,57.03 ± 2.35 / 57.03 ± 2.35,9.10 ± 1.73 / 41.95 ± 2.23,52.08 ± 1.93 / 36.00 ± 2.02,25.16 ± 2.38 / 27.77 ± 3.13,14.32 ± 1.08 / 35.33 ± 0.74,2.34 ± 2.94 / 50.30 ± 1.38,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,2.90,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,39.94 ± 4.09 / 53.96 ± 4.01,44.94 ± 2.99 / 44.94 ± 2.99,3.94 ± 4.67 / 38.65 ± 1.69,61.80 ± 2.38 / 44.79 ± 2.28,27.42 ± 0.92 / 29.73 ± 1.33,20.53 ± 2.46 / 39.92 ± 1.79,-1.89 ± 8.96 / 59.06 ± 5.53,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.91,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,40.88 ± 1.59 / 52.81 ± 2.45,53.41 ± 1.15 / 53.41 ± 1.15,7.39 ± 1.74 / 47.27 ± 3.78,53.09 ± 2.77 / 35.74 ± 2.36,24.42 ± 3.05 / 27.10 ± 3.97,15.08 ± 0.63 / 36.20 ± 0.44,-0.54 ± 2.37 / 49.48 ± 0.85,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,2.97,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,35.32 ± 1.62 / 51.84 ± 1.39,70.90 ± 0.41 / 70.90 ± 0.41,14.86 ± 2.98 / 50.87 ± 1.70,39.67 ± 1.10 / 24.89 ± 0.89,0.50 ± 0.11 / 0.59 ± 0.13,41.03 ± 2.78 / 55.78 ± 2.09,8.45 ± 2.84 / 55.00 ± 1.25,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,2.97,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,30.50 ± 2.80 / 52.95 ± 1.83,53.90 ± 1.72 / 53.90 ± 1.72,23.67 ± 3.57 / 60.95 ± 1.82,62.56 ± 1.58 / 42.10 ± 2.00,0.00 ± 0.00 / 0.00 ± 0.00,36.71 ± 1.71 / 52.50 ± 1.29,6.50 ± 4.38 / 54.77 ± 2.34,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-Base-BF16 (val)</a>,🧠,2.99,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,44.93 ± 1.57 / 57.40 ± 2.23,57.31 ± 0.53 / 57.31 ± 0.53,1.39 ± 2.08 / 36.34 ± 2.17,63.27 ± 0.86 / 44.21 ± 0.75,0.00 ± 0.00 / 0.00 ± 0.00,39.23 ± 1.49 / 54.30 ± 1.12,4.11 ± 2.87 / 54.45 ± 1.41,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/Qwen/Qwen3.5-0.8B'>Qwen/Qwen3.5-0.8B (val)</a>,📝,3.03,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,34.60 ± 2.30 / 53.65 ± 1.53,46.33 ± 0.91 / 46.33 ± 0.91,8.53 ± 2.11 / 43.31 ± 1.50,44.49 ± 0.77 / 22.64 ± 0.94,28.00 ± 0.26 / 32.49 ± 0.31,15.30 ± 1.10 / 34.80 ± 0.79,-0.81 ± 2.14 / 37.81 ± 1.35,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#none (zero-shot, val)</a>",🤔,3.04,?,?,400000.0,✓,✗,✗,✓,48.55 ± 1.89 / 63.12 ± 1.28,45.38 ± 0.64 / 45.38 ± 0.64,11.01 ± 2.00 / 53.07 ± 0.87,58.90 ± 0.55 / 33.30 ± 0.59,0.00 ± 0.00 / 0.00 ± 0.00,44.59 ± 1.16 / 58.40 ± 0.87,-7.84 ± 2.57 / 43.67 ± 1.45,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,3.06,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,38.88 ± 2.40 / 55.76 ± 2.02,54.98 ± 1.48 / 54.98 ± 1.48,10.66 ± 2.82 / 48.36 ± 4.94,16.41 ± 0.77 / 0.08 ± 0.07,29.99 ± 0.59 / 33.40 ± 0.59,16.69 ± 2.08 / 35.06 ± 2.73,0.57 ± 1.84 / 49.25 ± 1.07,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,3.08,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,29.17 ± 1.93 / 48.40 ± 2.29,53.05 ± 1.02 / 53.05 ± 1.02,10.75 ± 1.52 / 49.67 ± 2.26,44.16 ± 1.12 / 26.90 ± 1.54,26.82 ± 0.12 / 30.22 ± 0.12,9.31 ± 0.74 / 31.54 ± 0.55,-0.21 ± 2.67 / 50.23 ± 1.28,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,3.11,3212749824.0,128256.0,131072.0,✓,✗,(✓),✓,36.23 ± 1.51 / 50.77 ± 2.08,59.12 ± 1.28 / 59.12 ± 1.28,5.91 ± 2.02 / 43.75 ± 4.08,13.37 ± 1.25 / 0.00 ± 0.00,29.29 ± 0.96 / 31.66 ± 1.45,16.05 ± 1.04 / 36.92 ± 0.80,4.37 ± 2.96 / 52.12 ± 1.60,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.15.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,3.11,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,28.59 ± 2.23 / 47.26 ± 2.73,54.78 ± 1.21 / 54.78 ± 1.21,8.77 ± 1.80 / 48.05 ± 2.06,42.53 ± 1.36 / 22.87 ± 2.15,26.58 ± 0.09 / 30.22 ± 0.10,8.21 ± 1.02 / 30.72 ± 0.83,-1.34 ± 3.31 / 49.56 ± 1.64,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/Unbabel/Tower-Plus-2B'>Unbabel/Tower-Plus-2B (val)</a>,📝,3.12,2614341888.0,256000.0,8192.0,✗,✗,(✓),✗,28.62 ± 4.62 / 46.80 ± 3.23,40.70 ± 2.74 / 40.70 ± 2.74,8.22 ± 3.82 / 49.93 ± 3.72,51.03 ± 1.53 / 32.96 ± 1.34,25.74 ± 0.41 / 29.85 ± 0.48,5.56 ± 2.58 / 28.36 ± 1.78,6.44 ± 4.42 / 59.84 ± 1.91,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.16.1.dev0,16.17.0.dev0,16.16.1.dev0,16.16.1.dev0
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.13,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,22.26 ± 2.91 / 29.24 ± 1.96,52.89 ± 1.17 / 52.89 ± 1.17,4.81 ± 2.03 / 35.92 ± 1.27,63.45 ± 0.87 / 45.35 ± 0.67,0.00 ± 0.00 / 0.00 ± 0.00,20.92 ± 1.56 / 36.68 ± 1.16,17.02 ± 2.47 / 65.31 ± 1.47,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0,17.1.0.dev0
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,3.14,7241732096.0,32000.0,32768.0,✓,✗,(✓),✗,20.76 ± 5.24 / 37.40 ± 5.34,53.21 ± 2.41 / 53.21 ± 2.41,0.00 ± 0.00 / 33.30 ± 0.27,56.98 ± 1.72 / 39.58 ± 1.77,24.32 ± 3.06 / 25.85 ± 3.73,9.97 ± 1.11 / 25.86 ± 0.90,-1.02 ± 1.74 / 49.07 ± 0.73,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.15.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.15,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,43.04 ± 1.23 / 60.23 ± 1.66,30.58 ± 1.48 / 30.58 ± 1.48,4.69 ± 1.21 / 42.37 ± 1.15,26.46 ± 1.60 / 9.38 ± 1.28,22.99 ± 0.70 / 25.33 ± 1.01,18.85 ± 1.40 / 38.37 ± 1.04,10.33 ± 1.95 / 54.24 ± 1.12,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-SFT'>allenai/Olmo-3-7B-Instruct-SFT</a>,📝,3.16,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,25.44 ± 1.88 / 42.75 ± 3.40,53.81 ± 1.20 / 53.81 ± 1.20,5.28 ± 2.09 / 46.90 ± 2.78,43.25 ± 1.05 / 26.49 ± 1.25,24.70 ± 1.10 / 26.93 ± 1.46,7.19 ± 1.40 / 29.65 ± 1.04,1.54 ± 2.06 / 50.87 ± 0.94,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,3.26,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,33.27 ± 2.49 / 53.02 ± 1.68,49.12 ± 1.39 / 49.12 ± 1.39,12.60 ± 3.13 / 55.85 ± 1.59,22.97 ± 0.45 / 0.00 ± 0.00,22.02 ± 0.39 / 26.34 ± 0.44,0.00 ± 0.00 / 24.77 ± 0.79,0.00 ± 0.00 / 63.28 ± 1.13,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0,17.0.0.dev0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.28,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,25.49 ± 1.96 / 48.30 ± 1.39,52.75 ± 1.14 / 52.75 ± 1.14,7.07 ± 2.00 / 52.45 ± 1.04,30.48 ± 0.60 / 0.00 ± 0.00,22.18 ± 0.31 / 27.01 ± 0.28,1.60 ± 1.14 / 24.96 ± 0.89,0.00 ± 0.00 / 63.28 ± 1.13,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0,16.17.0.dev0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.38,751632384.0,151936.0,40960.0,✓,✗,✗,✓,22.03 ± 3.39 / 38.16 ± 3.23,41.87 ± 1.30 / 41.87 ± 1.30,1.40 ± 1.99 / 43.92 ± 3.74,27.31 ± 1.78 / 13.41 ± 1.33,27.29 ± 0.32 / 30.77 ± 0.44,6.98 ± 1.05 / 28.84 ± 0.67,0.49 ± 2.95 / 49.16 ± 0.93,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.39,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,26.21 ± 2.33 / 39.88 ± 3.36,37.75 ± 1.11 / 37.75 ± 1.11,3.85 ± 1.88 / 44.95 ± 1.61,16.12 ± 1.39 / 1.50 ± 1.28,28.18 ± 1.07 / 31.63 ± 1.26,7.14 ± 1.12 / 29.38 ± 0.96,1.99 ± 2.73 / 49.52 ± 1.13,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.6.0.dev0,16.15.0.dev0,16.6.0.dev0,16.6.0.dev0
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.44,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,26.46 ± 2.41 / 49.37 ± 1.76,36.53 ± 1.44 / 36.53 ± 1.44,6.24 ± 1.19 / 49.03 ± 2.60,12.22 ± 0.71 / 0.00 ± 0.00,27.92 ± 0.25 / 31.79 ± 0.33,4.60 ± 0.75 / 27.59 ± 0.86,1.51 ± 3.10 / 50.87 ± 1.49,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.53,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,10.80 ± 5.28 / 24.25 ± 3.80,35.44 ± 2.24 / 35.44 ± 2.24,1.92 ± 2.09 / 42.83 ± 3.64,41.25 ± 1.70 / 26.10 ± 1.84,19.71 ± 2.46 / 22.17 ± 3.12,0.14 ± 1.09 / 23.58 ± 0.95,1.07 ± 2.62 / 49.84 ± 1.25,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.9.0.dev0,16.14.0.dev0,16.9.0.dev0,16.9.0.dev0
